name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_jordi99_	<a href="https://twitter.com/_jordi99_" target="_blank">_jordi99_</a>	1	0	1	397	1194	856	Navàs, Països Catalans	002
@_mar11_	<a href="https://twitter.com/_mar11_" target="_blank">_mar11_</a>	1	1	0	28	71	428		171
@_Maria_Dantas_	<a href="https://twitter.com/_Maria_Dantas_" target="_blank">_Maria_Dantas_</a>	10	1	1	1695	2524	36048	Barcelona	006
@_Panotxa	<a href="https://twitter.com/_Panotxa" target="_blank">_Panotxa</a>	2	0	1	68	378	633	Banyoles	043
@_pmarkes	<a href="https://twitter.com/_pmarkes" target="_blank">_pmarkes</a>	1	4	0	19006	20630	8381	Terrassa (Barcelona)	004
@_psike	<a href="https://twitter.com/_psike" target="_blank">_psike</a>	0	1	0					014
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	1	0	461	285	5927	Viladecans (Barcelona)	062
@1961_NONO	<a href="https://twitter.com/1961_NONO" target="_blank">1961_NONO</a>	3	0	1	501	814	9366	canarias	005
@1ODEMOCRACIA	<a href="https://twitter.com/1ODEMOCRACIA" target="_blank">1ODEMOCRACIA</a>	6	0	1	84	313	2592	PAIS DE CATALUNYA	002
@32666a40a1d446d	<a href="https://twitter.com/32666a40a1d446d" target="_blank">32666a40a1d446d</a>	8	0	1	149	252	23887		004
@3mrojito	<a href="https://twitter.com/3mrojito" target="_blank">3mrojito</a>	1	0	1	276	355	18847		005
@434didi	<a href="https://twitter.com/434didi" target="_blank">434didi</a>	5	0	1	621	760	91190		064
@4mesungats	<a href="https://twitter.com/4mesungats" target="_blank">4mesungats</a>	11	0	1	195	219	17693	Barcelona, Catalunya	010
@8AaRoN6	<a href="https://twitter.com/8AaRoN6" target="_blank">8AaRoN6</a>	12	0	1	547	645	23054	BcN, CaTaLuNYa	005
@93Dario93	<a href="https://twitter.com/93Dario93" target="_blank">93Dario93</a>	2	0	2	435	700	9586	Gran Canaria, Spain	015
@aarreguijimenez	<a href="https://twitter.com/aarreguijimenez" target="_blank">aarreguijimenez</a>	2	0	1	821	1890	34797	Zaragoza (España)	093
@abeanastasia	<a href="https://twitter.com/abeanastasia" target="_blank">abeanastasia</a>	1	0	1	303	251	24082	Argentina	041
@abelgalvez	<a href="https://twitter.com/abelgalvez" target="_blank">abelgalvez</a>	7	0	1	812	1254	12546	Terrassa-Barcelona	038
@Abelletaindepe	<a href="https://twitter.com/Abelletaindepe" target="_blank">Abelletaindepe</a>	5	1	0	6183	3454	4094	Catalunya ||*||	142
@AbelloSanllehi	<a href="https://twitter.com/AbelloSanllehi" target="_blank">AbelloSanllehi</a>	33	0	1	987	1533	62523	Barcelona	007
@adriaaubert	<a href="https://twitter.com/adriaaubert" target="_blank">adriaaubert</a>	1	2	0	82	202	295		061
@adriabs1975	<a href="https://twitter.com/adriabs1975" target="_blank">adriabs1975</a>	3	0	1	255	393	6286	Fonollosa	033
@adrianmb2312	<a href="https://twitter.com/adrianmb2312" target="_blank">adrianmb2312</a>	1	0	1	383	764	29568	Dos Hermanas	032
@adriaxj8	<a href="https://twitter.com/adriaxj8" target="_blank">adriaxj8</a>	13	0	2	84	296	3826	Collsuspina, Catalunya	003
@AGavalda	<a href="https://twitter.com/AGavalda" target="_blank">AGavalda</a>	7	0	1	90	114	3035	Catalonia	029
@Agente03077434	<a href="https://twitter.com/Agente03077434" target="_blank">Agente03077434</a>	2	0	1	96	295	5651		090
@agnes_barba	<a href="https://twitter.com/agnes_barba" target="_blank">agnes_barba</a>	3	0	1	156	44	489		096
@aguilobcarme	<a href="https://twitter.com/aguilobcarme" target="_blank">aguilobcarme</a>	3	0	1	178	531	9374	Lleida, Catalunya	063
@ahoraluzycolor	<a href="https://twitter.com/ahoraluzycolor" target="_blank">ahoraluzycolor</a>	4	0	1	11630	8726	15754		048
@aidyl62	<a href="https://twitter.com/aidyl62" target="_blank">aidyl62</a>	0	1	0					115
@aiguaifang	<a href="https://twitter.com/aiguaifang" target="_blank">aiguaifang</a>	5	0	1	1512	793	36542		040
@Ain_Sar	<a href="https://twitter.com/Ain_Sar" target="_blank">Ain_Sar</a>	2	0	1	89	325	513	Barcelona	029
@Aixoplug	<a href="https://twitter.com/Aixoplug" target="_blank">Aixoplug</a>	2	0	1	35	120	2701	Barcelona, España	030
@albert_ciurana	<a href="https://twitter.com/albert_ciurana" target="_blank">albert_ciurana</a>	2	1	0	269	528	7602		071
@Albert94181620	<a href="https://twitter.com/Albert94181620" target="_blank">Albert94181620</a>	1	0	1	261	464	1511	Vilanova del Valles	030
@albertAEPDA	<a href="https://twitter.com/albertAEPDA" target="_blank">albertAEPDA</a>	11	1	0	1193	1006	73252		014
@AlbertArnavat	<a href="https://twitter.com/AlbertArnavat" target="_blank">AlbertArnavat</a>	4	0	1	779	921	2897	Catalunya / Ecuador	056
@albertlluchtw	<a href="https://twitter.com/albertlluchtw" target="_blank">albertlluchtw</a>	10	0	1	640	859	53460	St Cugat del Vallès /Cat/ EU	045
@Albertorobles21	<a href="https://twitter.com/Albertorobles21" target="_blank">Albertorobles21</a>	1	0	1	117	136	12821	Sevilla	032
@albertpedret	<a href="https://twitter.com/albertpedret" target="_blank">albertpedret</a>	1	1	0	12285	6934	1919	Països Catalans	005
@albertvaleroduc	<a href="https://twitter.com/albertvaleroduc" target="_blank">albertvaleroduc</a>	1	0	1	701	651	2812	Barcelona, Spain	076
@AlejandroJovan	<a href="https://twitter.com/AlejandroJovan" target="_blank">AlejandroJovan</a>	1	0	1	240	637	4966	Terrassa	030
@alex_carrasco_	<a href="https://twitter.com/alex_carrasco_" target="_blank">alex_carrasco_</a>	15	1	0	77	199	2607	Girona	002
@alexdelmas10	<a href="https://twitter.com/alexdelmas10" target="_blank">alexdelmas10</a>	0	1	0					158
@AlfonsCarmona	<a href="https://twitter.com/AlfonsCarmona" target="_blank">AlfonsCarmona</a>	6	4	0	1981	3064	29535	Barcelona, Catalunya	004
@AlfredMartn2	<a href="https://twitter.com/AlfredMartn2" target="_blank">AlfredMartn2</a>	10	0	2	742	875	11282	Joncosa del Montmell Tarragona	005
