Source	Target
@_DarwinPZ	@Salvathorium
@_doktor8	@FlocKoch
@_hiedravenenosa	@CanarioAcosado
@11jordi	@a7f2c30d3ef9454
@11jordi	@batecslliures
@1Recluta_Patoso	@det_er_skam
@1Recluta_Patoso	@Makotosama_85
@9davidgrau	@guillemwil
@ADecroissance	@Carutelam
@ADecroissance	@jordijoanferre
@ADecroissance	@TheAetherPlayer
@AidaGascon	@AdolphO07
@Aitor_85_	@grissela__20
@AitziberSA	@VeraKhourLeone
@albertsecall	@anabele1983
@AlcanarAJ	@msa_02
@AlexisMayet	@MattCorsica
@AlexisMayet	@SJFafard
@alexmiquel	@BusquetsAlex
@AlfaSchz	@CarmeSaorin
@AliCologne	@bekks_books
@anna_arque	@VeraKhourLeone
@AnnaEastwood_96	@margacrous
@AnnaEastwood_96	@MissMensi
@AnnaEastwood_96	@Teresa3amartell
@arnauvidal5	@ellinorfriman
@arnauvidal5	@JaviSencion
@arytzam	@adrigs95
@arytzam	@javigomezrigol
@arytzam	@MJosepBer
@arytzam	@rubensgk
@AssembleaValls	@carolinekvitter
@ATorresGabriela	@Vadorgarbos
@BasaurikoJaiak	@asier_snchez
@bethrodergas	@ABuckuliak
@bethrodergas	@Xetxu78
@BpaHcku	@fair_spb
@BuongiornoLivor	@s_giuntinelli
@BuongiornoLivor	@Valeelarab
@Busquets_896	@batecslliures
@calcosares	@_BarbaraVC
@calcosares	@Alvaroomega19
@calcosares	@AriCelorio
@calcosares	@EvilexXx
@calcosares	@FlyingOnDragons
@calcosares	@jomagonma
@calcosares	@Laura99CM
@calcosares	@ShadowOmega20
@calcosares	@teqonyc
@calcosares	@unagunterinamas
@calcosares	@ximenananbatman
@canyas8	@CristinaRiusCam
@carlavall	@Evesafe99
@carlavall	@Mjusca_
@carlavall	@xabierdean13
@Carlos__K	@ldf2017
@CarlosMorenoFr	@Arnoguen
@catalunya1714	@CanarioAcosado
@CDRFranqueses	@txelleta94
@celsopastrana	@pablofelixgo
@ClaraPrUb	@ClaraPrUb
@cordoandalu	@GlaurungM
@cristina96br	@marionaboldu
@crisvillacris	@dvallespi
@crisvillacris	@josepbartroli
@cup_MdC	@SilviaSanchezC6
@danielarrufat	@BulckensGeert
@Depricher	@Depricher
@dlpinedo	@_isra23
@dlpinedo	@El_pebo
@doctorprats	@CastanerSusi
@dracksroyale	@espiritutiflaut
@DRusconi	@Nazzi_Mi
@EiderHurtado	@MBTotorika
@EiderHurtado	@zaldun
@electrickernel	@CanarioAcosado
@ElNuevoNoDo	@VayekanadeAlba
@Elvellblues	@GriseldaRoman20
@Emilio_Narvaez	@AFIMPAVE
@Emilio_Narvaez	@ObjetivoCOBRAR
@Emilio_Narvaez	@QueNoooMeCallo
@Engranatge	@Annagalanpla
@ErnaiPortu	@GariManci
@ErnaiPortu	@zihortza1
@Erramun2014	@Dragonflamepowe
@Erramun2014	@WinxClubEsp
@etassies	@alayiskenevleri
@EUPARTYEFA	@GillyRoots
@EUPARTYEFA	@robinlitjens
@EUROLANG	@simonsetien
@felipeblasco	@MontseR46943074
@FreeThinker2030	@Cruzza5
@GanemosMadrid	@margarita_sainz
@gebelque	@re_jordi
@gilgarciajordi	@gilgarciajordi
@goronska	@LlurbaJosep
@GrauUssetti	@bcnremos
@hapinto2	@arrigopaci
@hapinto2	@javibear97
@hapinto2	@kuvi89
@hapinto2	@VictorOsuna7
@helenavilalala	@ANCastelldefels
@helenavilalala	@ANCBaix
@helenavilalala	@freed4Catalonia
@iMacawen	@aleexpolo_
@iMacawen	@carmen_gaztelu
@iMacawen	@JvrLarry005
@iMacawen	@LeireBecerro
@iMacawen	@maaddyduuraan
@iMacawen	@MssCroqueto
@iMacawen	@odeitxu_fer
@iMacawen	@Olatzerozortzi
@iMacawen	@whoispollito
@indepesCCOO	@AizeneLemos
@indepesCCOO	@alexgato74
@indepesCCOO	@fruz35
@indepesCCOO	@GGCATCMBERMUD
@indepesCCOO	@IvanRugnitz
@indepesCCOO	@javhe
@indepesCCOO	@JudithMartnez5
@indepesCCOO	@maaitaaneeislaa
@indepesCCOO	@Mauriciomtz1899
@indepesCCOO	@sielguetas
@inigolanda	@mmontesdorado
@izquierdadiario	@CamiZanellato
@izquierdadiario	@fernandez_luzz
@izquierdadiario	@jhonnymesmo
@izquierdadiario	@LA_MAREA_Chubut
@izquierdadiario	@pascualbizzarr1
@Jakista	@IvanShkmkrs
@Jakista	@MLGR1996
@JamieKelseyFry	@Anja_MariaW
@JamieKelseyFry	@lizcyfanfyd
@JamieKelseyFry	@sarahsonglines3
@JaumeGrauLopez	@PiliMelero00
@JaviiRCCelta	@kimberlymontse1
@JazzaJohn	@LlurbaJosep
@JMTibau	@adaiasand
@Jordi_Oliva	@CarmeSaorin
@jordigarri91	@solilluna1
@jordigb3	@arnau_llambrich
@JordiMartinezQu	@drumcodeuk
@JosepRufa	@xavi_marsellach
@JosepYus	@Llongui32
@Jtomasciurana	@gaia_dea
@juanjofdezsola	@dvallespi
@juanjofdezsola	@josepbartroli
@Juanmi_News	@Adelita49455610
@Juanmi_News	@AmaLur616
@Juanmi_News	@anpricor5
@Juanmi_News	@CamperoOdioso
@Juanmi_News	@Carla_Ales
@Juanmi_News	@chakie51
@Juanmi_News	@chemamr49
@Juanmi_News	@guillem_codina
@Juanmi_News	@jonajohns
@Juanmi_News	@mariajosesol10
@Juanmi_News	@Miguelito26_
@Juanmi_News	@OnaCastellvi
@Juanmi_News	@Paupompier
@Juanmi_News	@VicMaldon
@Juanmi_News	@VivesRoger
@judfont	@TihriVila
@juliarguez_	@CarmeCrodri55
@KeithMorrisAber	@Alli_J_Brooks
@KeithMorrisAber	@AmeliaAber
@KeithMorrisAber	@bethan_wil
@KeithMorrisAber	@bowenrich
@KeithMorrisAber	@Contempislesfic
@KeithMorrisAber	@enidparry
@KeithMorrisAber	@FaeScotia
@KeithMorrisAber	@ffioneluned24
@KeithMorrisAber	@GriffBed
@KeithMorrisAber	@illtud
@KeithMorrisAber	@irmorus1
@KeithMorrisAber	@JonSais
@KeithMorrisAber	@lizzie6191
@KeithMorrisAber	@markastrong2
