name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	0	1	438	633	5571	127.0.0.1	151
@_avemaia_	<a href="https://twitter.com/_avemaia_" target="_blank">_avemaia_</a>	3	0	1	3740	1064	67926	Española en Québec, Canada	041
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	0	1	3958	298	126359	🇨🇴	074
@_FerVS_	<a href="https://twitter.com/_FerVS_" target="_blank">_FerVS_</a>	4	0	1	271	1508	20027	Barcelona	012
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	1	19186	9991	69078	Cascadia	032
@_irishrepublic	<a href="https://twitter.com/_irishrepublic" target="_blank">_irishrepublic</a>	3	0	1	1454	1732	12409	Ireland	036
@_mariavc_	<a href="https://twitter.com/_mariavc_" target="_blank">_mariavc_</a>	2	0	1	13	79	347		159
@_morerap	<a href="https://twitter.com/_morerap" target="_blank">_morerap</a>	1	2	0	349	148	869	Barcelona	158
@_paopaolis	<a href="https://twitter.com/_paopaolis" target="_blank">_paopaolis</a>	0	2	0					151
@_Senda	<a href="https://twitter.com/_Senda" target="_blank">_Senda</a>	2	1	1	2757	1134	28799	La Noguera, Països Valencians	042
@_sessantasette	<a href="https://twitter.com/_sessantasette" target="_blank">_sessantasette</a>	1	0	1	82	125	457	España	009
@_swordswoman_	<a href="https://twitter.com/_swordswoman_" target="_blank">_swordswoman_</a>	2	0	1	3167	3022	70518		135
@10Fals	<a href="https://twitter.com/10Fals" target="_blank">10Fals</a>	4	0	1	46	115	5618	El Camp de l'Arpa	107
@1197434	<a href="https://twitter.com/1197434" target="_blank">1197434</a>	18	0	1	57	242	2434		009
@1714sasa	<a href="https://twitter.com/1714sasa" target="_blank">1714sasa</a>	2	0	1	264	542	1865	Gavà, BCN ,Catalunya	013
@1910jc	<a href="https://twitter.com/1910jc" target="_blank">1910jc</a>	5	0	1	132	123	24191		003
@1972jotabe	<a href="https://twitter.com/1972jotabe" target="_blank">1972jotabe</a>	7	0	2	253	727	8310	Miravet	046
@1denmadrid	<a href="https://twitter.com/1denmadrid" target="_blank">1denmadrid</a>	20	0	3	1540	276	394105	Madrid, Colombia	027
@1octrefcom	<a href="https://twitter.com/1octrefcom" target="_blank">1octrefcom</a>	3	0	1	24	352	128	Girona, Catalunya	019
@1ODEMOCRACIA	<a href="https://twitter.com/1ODEMOCRACIA" target="_blank">1ODEMOCRACIA</a>	6	0	2	84	313	2592	PAIS DE CATALUNYA	037
@1ToeFoo	<a href="https://twitter.com/1ToeFoo" target="_blank">1ToeFoo</a>	1	0	1	92	166	1835		104
@22_94432	<a href="https://twitter.com/22_94432" target="_blank">22_94432</a>	1	0	1	19	34	226	Barcelona	014
@22_dur	<a href="https://twitter.com/22_dur" target="_blank">22_dur</a>	11	0	2	916	900	60444		009
@27epla	<a href="https://twitter.com/27epla" target="_blank">27epla</a>	0	1	0					022
@32666a40a1d446d	<a href="https://twitter.com/32666a40a1d446d" target="_blank">32666a40a1d446d</a>	8	0	1	149	252	23887		026
@32Behan	<a href="https://twitter.com/32Behan" target="_blank">32Behan</a>	17	0	1	426	618	16607	de vacances ovidianes	084
@3apetitpais	<a href="https://twitter.com/3apetitpais" target="_blank">3apetitpais</a>	1	0	1	71	295	387		230
@3IreneBlanco	<a href="https://twitter.com/3IreneBlanco" target="_blank">3IreneBlanco</a>	1	0	1	608	876	17052	PO-552	091
