name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	3	0	438	633	5571	127.0.0.1	003
@_annavilar_	<a href="https://twitter.com/_annavilar_" target="_blank">_annavilar_</a>	1	0	1	82	319	4716	Almassora	006
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	1	0	3958	298	126359	🇨🇴	152
@_JoseManrique	<a href="https://twitter.com/_JoseManrique" target="_blank">_JoseManrique</a>	1	0	1	217	262	13432	Aperture Laboratories	017
@_LostWarrior	<a href="https://twitter.com/_LostWarrior" target="_blank">_LostWarrior</a>	1	0	1	354	452	4879	Euskal Herria	003
@_Mitx_	<a href="https://twitter.com/_Mitx_" target="_blank">_Mitx_</a>	2	0	1	19	72	376	Catalunya	007
@0353Joan	<a href="https://twitter.com/0353Joan" target="_blank">0353Joan</a>	1	1	0	1077	907	7363	Ses illes perdudes #FaremUnTro	138
@0sserc	<a href="https://twitter.com/0sserc" target="_blank">0sserc</a>	0	1	0					108
@154kl4	<a href="https://twitter.com/154kl4" target="_blank">154kl4</a>	2	0	1	21	73	549	CATALUNYA	023
@1971TONIMORA	<a href="https://twitter.com/1971TONIMORA" target="_blank">1971TONIMORA</a>	2	1	0	2586	3222	16129		081
@1Recluta_Patoso	<a href="https://twitter.com/1Recluta_Patoso" target="_blank">1Recluta_Patoso</a>	0	9	0					014
@3ea41b4589df425	<a href="https://twitter.com/3ea41b4589df425" target="_blank">3ea41b4589df425</a>	1	0	1	128	911	419	Zizurkil	019
@3voltesrebel	<a href="https://twitter.com/3voltesrebel" target="_blank">3voltesrebel</a>	5	1	0	3093	1740	33930	08173	148
@6uN7CtZuCK66Rpd	<a href="https://twitter.com/6uN7CtZuCK66Rpd" target="_blank">6uN7CtZuCK66Rpd</a>	7	2	0	63	397	568		044
@74ddd74	<a href="https://twitter.com/74ddd74" target="_blank">74ddd74</a>	5	0	1	79	153	4036		058
@952b55bdb0b944d	<a href="https://twitter.com/952b55bdb0b944d" target="_blank">952b55bdb0b944d</a>	9	0	1	5	147	1042	Vila de Gracia, Barcelona	046
@9tatsuya3	<a href="https://twitter.com/9tatsuya3" target="_blank">9tatsuya3</a>	1	0	1	393	662	3294	Germany	079
