name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_jordipahisa	<a href="https://twitter.com/_jordipahisa" target="_blank">_jordipahisa</a>	5	0	1	48	157	4572	Sant Cugat, Barcelona	004
@_paconicolas	<a href="https://twitter.com/_paconicolas" target="_blank">_paconicolas</a>	1	0	1	41	169	363		041
@10Fals	<a href="https://twitter.com/10Fals" target="_blank">10Fals</a>	4	0	1	46	115	5618	El Camp de l'Arpa	012
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	1	516	288	52974	Catalunya.	035
@2005sjusi	<a href="https://twitter.com/2005sjusi" target="_blank">2005sjusi</a>	26	0	2	805	790	51238	Costa Daurada	004
@aaltafaj	<a href="https://twitter.com/aaltafaj" target="_blank">aaltafaj</a>	3	24	0	17243	1430	20888	Brussels & BCN	004
@Abi7567	<a href="https://twitter.com/Abi7567" target="_blank">Abi7567</a>	1	0	1	1302	2039	2953	the clouds	092
@adnesilep	<a href="https://twitter.com/adnesilep" target="_blank">adnesilep</a>	3	0	1	490	672	8329	Tarragona, Catalunya	069
@adrianasala9	<a href="https://twitter.com/adrianasala9" target="_blank">adrianasala9</a>	9	0	2	42	176	2464	Barcelona	011
@AdriRodergues	<a href="https://twitter.com/AdriRodergues" target="_blank">AdriRodergues</a>	3	0	1	558	343	30721	Sin City	003
@aesux	<a href="https://twitter.com/aesux" target="_blank">aesux</a>	3	2	0	2042	1184	28129	Amb el cor a la Conca Dellà. Catalonia	006
@aezkiaga	<a href="https://twitter.com/aezkiaga" target="_blank">aezkiaga</a>	7	1	0	229	146	11617	Bardulia, La Navarra maritima	062
@aitortelleriaaz	<a href="https://twitter.com/aitortelleriaaz" target="_blank">aitortelleriaaz</a>	3	0	1	73	210	3754	Zumaia, Euskal Herria	015
@akaBambooh	<a href="https://twitter.com/akaBambooh" target="_blank">akaBambooh</a>	2	0	1	322	638	1552	Barcelona, Catalunya	050
@Alb_Puig	<a href="https://twitter.com/Alb_Puig" target="_blank">Alb_Puig</a>	12	0	3	333	1013	11436	Montornès del Vallès	004
