Source	Target
@_Foraster_	@pedrin_cat
@1O_Sineu	@Annadiazlorca
@1O_Sineu	@munarfiol
@4xsample	@IsThisAB0t
@4xsample	@StillYesScot
@6uN7CtZuCK66Rpd	@egracieb
@6uN7CtZuCK66Rpd	@IsThisAB0t
@6uN7CtZuCK66Rpd	@Jamiecrock
@6uN7CtZuCK66Rpd	@jbwhitesnake
@6uN7CtZuCK66Rpd	@StillYesScot
@952b55bdb0b944d	@mire__kld
@952b55bdb0b944d	@tania_rius
@A_S_e_r_r_a_n_o	@FastRiderY
@A_S_e_r_r_a_n_o	@titonlailla
@ABalagu	@Asno102
@ABalagu	@aynoza
@ABalagu	@BroggiElisa
@ABalagu	@canelons12
@ABalagu	@DFPValls
@ABalagu	@Dom70Bcn
@ABalagu	@domenech_lluis
@ABalagu	@dora_nicoletta
@ABalagu	@DUISISI
@ABalagu	@EnricBCNcat
@ABalagu	@Esquitx17
@ABalagu	@GallinaIi
@ABalagu	@HMProy
@ABalagu	@ilMenssaggero
@ABalagu	@IsabelFigueras1
@ABalagu	@jaumetenko
@ABalagu	@JosepEscofet
@ABalagu	@kiketomas
@ABalagu	@kikupipo
@ABalagu	@magdaoriap
@ABalagu	@mlnegreira
@ABalagu	@monterhusmore
@ABalagu	@peruchita1950
@ABalagu	@PileteJosefine
@ABalagu	@sabate60
@ABalagu	@tonimestres49
@ABalagu	@votarvotarem
@AbelPeraire	@xavi123trejo
@abelplana	@Davidpuro48
@acomajuncosas78	@montcatalan
@adosc	@juancaalvarezg
@adriaaubert	@AnnaRomani_84
@AEiGPareClaret	@nvametller
@Agents_Rurals	@aniolg97
@Agents_Rurals	@antoniferrer48
@Agents_Rurals	@ArakamiCat
@Agents_Rurals	@bosgosu1159
@Agents_Rurals	@CalvetMarilo
@Agents_Rurals	@canricart
@Agents_Rurals	@CarlotaBongo
@Agents_Rurals	@carmaguila
@Agents_Rurals	@Danyledes3
@Agents_Rurals	@DavidBonet10
@Agents_Rurals	@dolorsestradac1
@Agents_Rurals	@Enric_P_S
@Agents_Rurals	@Forest_roure
@Agents_Rurals	@Francesc_Coll
@Agents_Rurals	@ipanella
@Agents_Rurals	@Ishtar1973
@Agents_Rurals	@J_Coll_Casanova
@Agents_Rurals	@Jarovau65
@Agents_Rurals	@Jaumemor
@Agents_Rurals	@Jcamprup
@Agents_Rurals	@Joanvi12
@Agents_Rurals	@jorditantis
@Agents_Rurals	@kuira_ba1
@Agents_Rurals	@lourdescasadem
@Agents_Rurals	@MariusDomingo2
@Agents_Rurals	@miquelarilla
@Agents_Rurals	@mireia30
@Agents_Rurals	@montfranc
@Agents_Rurals	@naturimentals
@Agents_Rurals	@ObsForestCAT
@Agents_Rurals	@oriol61
@Agents_Rurals	@pepcapdevila1
@Agents_Rurals	@Rasqueranet
@Agents_Rurals	@RICARDPF
@Agents_Rurals	@RicardXenx68
@Agents_Rurals	@SBMariah
@Agents_Rurals	@sianskiy
@Agents_Rurals	@siempreprotesta
@Agents_Rurals	@teresapimpam
@Agents_Rurals	@xdelgado05
@Agents_Rurals	@xirinacsalsenat
@Agents_Rurals	@zyonafrika
@AhotsaInfo	@Albertpunkcela
@AhotsaInfo	@Ekinklik
@AirForceJoan	@albertplana
@Alba_87_	@ErnestPinsap
@Alba_87_	@Pallacus
@Alba_garriga	@ribes_lopez
@albert_grimau	@ArnauLopezAndre
@albert_grimau	@MireiaFu
@AlbertLloreta	@alvaromartinez
@AlbertLloreta	@saldna2
@AlbertMajo7	@AlbertMajo7
@AlbertMajo7	@CamposBarreda
@AlbertMajo7	@EnricVilanova3
@AlbertMajo7	@LittleMetal_
@AlbertMajo7	@louisbcn17141
@AlfdeVe	@quim_duarte
@Alius_ka	@eduardperez2008
@amicsmnhuguet	@Tijuana1970
@Amidala666	@niobe1714
@AmorosSerra	@lumavi2010
@ANC_Bombers	@annapurnabcn
@ANC_Bombers	@DidacLopezVinas
@ANC_Bombers	@jjmontillabcn
@ANC_Bombers	@jordicbr
@ANC_Bombers	@profEHRBAR
@ANC_Bombers	@SagreraT
@ANC_Bombers	@SaraRoigJosa
@ANC_Bombers	@TorresLluisa
@ANC_Bombers	@veva_970
@anc_flix	@ConxitaR5
@ANC_Manlleu	@Clio_deries
@ANC_Manlleu	@CUPManlleu
@ANC_Manlleu	@elterpuntnet
@ANC_Manlleu	@OmniumOsona
@ANCDones	@tradicionarius
@ANCFortPienc	@Arcadi75
@ANCFortPienc	@ARiuprimer
@ANCFortPienc	@ArmillasGarcia
@ANCFortPienc	@cosetano2
@ANCFortPienc	@Daavidm1108
@ANCFortPienc	@domenech_lluis
@ANCFortPienc	@f2008friends
@ANCFortPienc	@GraciaxINDP
@ANCFortPienc	@ignasitort
@ANCFortPienc	@muxaineta
@ANCFortPienc	@pepserrano
@ANClAleixar	@ANC_Reus
@ANClAleixar	@ANCTarragona
@ANClAleixar	@Anna300976
@ANClAleixar	@capitacanavego
@ANClAleixar	@jaumejfm
@ANClAleixar	@joanenpa
@ANClAleixar	@kataluno
@ANClAleixar	@mdolorssarries
@ANClAleixar	@Raciuto
@anclescala	@jordiroura77
@ancsantcliment	@ROSER1963
@ANCtorredembarr	@ef90a7f96e624bd
@ANCtorredembarr	@elTxatxu
@ANCtorredembarr	@Meloetta17
@Andreumasd	@ferran2val
@Andreumasd	@Meloetta17
@Angels_LPH	@Teresa3amartell
@angelsmcastells	@1714Talamanca
@angelsmcastells	@AleixPuiggros
@angelsmcastells	@AlziraPuntCat
@angelsmcastells	@am_hueto
@angelsmcastells	@anahi_espinach
@angelsmcastells	@antxonrodriguez
@angelsmcastells	@bergonzini
@angelsmcastells	@Carles_Sec
@angelsmcastells	@DavidFe35426605
@angelsmcastells	@Dew231973
@angelsmcastells	@EzekielEscriban
@angelsmcastells	@J_Canalias
@angelsmcastells	@jordanesku10
@angelsmcastells	@JosepAlmirall
@angelsmcastells	@lancaster1900
@angelsmcastells	@MartiTegidoCAT
@angelsmcastells	@MdelMarRV
@angelsmcastells	@MirBarbara
@angelsmcastells	@nessacabre
@angelsmcastells	@Noespasfacil
@angelsmcastells	@Oriolgar
@angelsmcastells	@Roser54858009
@angelsmcastells	@Sinsajo3Rings
@angelsmcastells	@sp256
@angelsponsa	@Jan_Closa
@anibalmeltor	@AlberdiIbarra
@anna_arque	@bruno_casteur
@anna_arque	@carpediem_99
@anna_arque	@cold_karel
@anna_arque	@Domenecgf
@anna_arque	@ElliTime
@anna_arque	@Ellorach
@anna_arque	@EvaRuwe
@anna_arque	@fcm_190
@anna_arque	@filog3
@anna_arque	@gemmamarcegm
@anna_arque	@gemmamercader
@anna_arque	@golejada
@anna_arque	@JoanFiga
@anna_arque	@JuanmaGon_
@anna_arque	@KaliYuga13
@anna_arque	@LoVilot
@anna_arque	@mgarrigagi
@anna_arque	@oscarsalou
@anna_arque	@RobertBadia
@anna_arque	@romafdp
@anna_arque	@rosamariabe1
@anna_arque	@sergilopezfern
@anna_arque	@TereMafalda
@anna_arque	@Teresa1714
@anna_arque	@TONILECTURAAS
@anna_arque	@vlaanderen_nl
@Anna_Saraa	@Kstlla
@annafenoy	@nsagrerac
@annazamar	@garalue
@annazamar	@jordimc67
@annazamar	@JUSEPOO
@annazamar	@maria_cs00
@annazamar	@martinegea2
@annazamar	@reycaruncho
@annazamar	@Suyindor
@annazamar	@viverarenos
@anoiadiari	@AlemanyManel
@anoiadiari	@BezaYolanda
@anoiadiari	@bigenderscum
@anoiadiari	@carmerieramin
@anoiadiari	@cosetano2
@anoiadiari	@FFPik
@anoiadiari	@Garchompero
@anoiadiari	@Iaia_Toneta
@anoiadiari	@joan20140911
@anoiadiari	@jordibesa
@anoiadiari	@omatram
@anoiadiari	@sguardiolam
@anoiadiari	@siempreprotesta
@anoiadiari	@tonipalmes
@anoiadiari	@Uriza12
@anoiadiari	@WillyPanta
@anoiadiari	@xavibergada
@anticapiCat	@transtesteban
@Antifaxismoa	@anderrezo23
@Antifaxismoa	@kox7
@Antifaxismoa	@MontCampoy
@antonipostius	@gemcaballol
@antonipostius	@pep_cabrera
@antonipostius	@sack_am
