name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@076carmeGmez	<a href="https://twitter.com/076carmeGmez" target="_blank">076carmeGmez</a>	1	0	1	35	102	150		036
@4691tms	<a href="https://twitter.com/4691tms" target="_blank">4691tms</a>	11	0	1	46	168	2557	DUI	004
@7akbatindautxu	<a href="https://twitter.com/7akbatindautxu" target="_blank">7akbatindautxu</a>	1	1	0	912	431	1060		040
@abtrba	<a href="https://twitter.com/abtrba" target="_blank">abtrba</a>	4	0	1	843	2187	46064	valles occidental	001
@AciD_MuSh_303	<a href="https://twitter.com/AciD_MuSh_303" target="_blank">AciD_MuSh_303</a>	26	0	1	27	353	2618	Països Catalans	007
@acorey_cat	<a href="https://twitter.com/acorey_cat" target="_blank">acorey_cat</a>	1	1	0	1117	617	7647	Sabadell, República Catalana	041
@adelamorera	<a href="https://twitter.com/adelamorera" target="_blank">adelamorera</a>	0	1	0					039
@agmpiupiu	<a href="https://twitter.com/agmpiupiu" target="_blank">agmpiupiu</a>	1	0	1	737	1999	644	el món	001
@albert_orta	<a href="https://twitter.com/albert_orta" target="_blank">albert_orta</a>	36	0	2	1903	4994	31332	Terrassa	037
@Alter_Jo	<a href="https://twitter.com/Alter_Jo" target="_blank">Alter_Jo</a>	13	0	1	329	2183	10603	Toronto, Ontario	001
@ANCDones	<a href="https://twitter.com/ANCDones" target="_blank">ANCDones</a>	2	0	1	1626	1166	2774	República de Catalunya PPCC	008
@Andreueste	<a href="https://twitter.com/Andreueste" target="_blank">Andreueste</a>	13	1	0	1203	722	19009	Badalona	026
@antih3roi	<a href="https://twitter.com/antih3roi" target="_blank">antih3roi</a>	10	0	1	294	1350	7340	Eixample Esq., Països Catalans	007
@antonnaraio	<a href="https://twitter.com/antonnaraio" target="_blank">antonnaraio</a>	26	0	1	362	347	34591		011
@aqueront	<a href="https://twitter.com/aqueront" target="_blank">aqueront</a>	11	0	1	597	1050	27456	BARCELONA-CATALUNYA	029
@aribocat	<a href="https://twitter.com/aribocat" target="_blank">aribocat</a>	3	0	1	115	225	717	Barcelona	012
@auTICdidacta	<a href="https://twitter.com/auTICdidacta" target="_blank">auTICdidacta</a>	0	1	0					038
@bandarres	<a href="https://twitter.com/bandarres" target="_blank">bandarres</a>	1	1	0	3818	442	5007	Barcelona	033
@bcdolot	<a href="https://twitter.com/bcdolot" target="_blank">bcdolot</a>	2	0	1	470	1002	9643	Olot, Catalunya	028
@bel_margarida	<a href="https://twitter.com/bel_margarida" target="_blank">bel_margarida</a>	75	0	1	118	115	10420		027
@bertrangonzalez	<a href="https://twitter.com/bertrangonzalez" target="_blank">bertrangonzalez</a>	0	1	0					023
@BikandiGorka	<a href="https://twitter.com/BikandiGorka" target="_blank">BikandiGorka</a>	6	0	1	446	934	15015	Bilbao, Basque Country	040
@Boudica64	<a href="https://twitter.com/Boudica64" target="_blank">Boudica64</a>	1	0	1	426	234	10978	Gerona, Rehiyon ng Gitnang Luz	003
@CarbonellF	<a href="https://twitter.com/CarbonellF" target="_blank">CarbonellF</a>	3	0	1	123	216	818		001
@carmebertran58	<a href="https://twitter.com/carmebertran58" target="_blank">carmebertran58</a>	1	0	1	50	180	379	Barcelona, Espanya	023
@CatalanRobot	<a href="https://twitter.com/CatalanRobot" target="_blank">CatalanRobot</a>	54	0	1	239	1	22090	Catalonia	005
@cerclecatalahis	<a href="https://twitter.com/cerclecatalahis" target="_blank">cerclecatalahis</a>	12	0	1	886	714	5591	CATALUNYA/CATALONIA	002
