Source	Target
@__kamis__	@aleix_vilalta
@__kamis__	@ANACOLORES
@__kamis__	@AuldGrannie
@__kamis__	@Txellis
@_doktor8	@manelsarrau
@_doktor8	@xiruke79
@_Foraster_	@sandra_ec81
@_jescobar_	@FadaEstel
@_morerap	@_morerap
@_PereMendez	@jordigaseni
@_PereMendez	@NoeliaBrull
@1909_RSF	@milucinho
@3josep14	@albamaso8
@3josep14	@Albert_C9
@3josep14	@albu1969
@3josep14	@aleixandols
@3josep14	@ArausJordi
@3josep14	@barrank84
@3josep14	@Blogcelonista
@3josep14	@diacale
@3josep14	@FCB01OCT
@3josep14	@GvKlimt1
@3josep14	@IgnasiRoqueta
@3josep14	@joanmarsellach
@3josep14	@jordigriso
@3josep14	@KRyan_IDC
@3josep14	@lflo1899
@3josep14	@luis_esfera
@3josep14	@ManCatalonia
@3josep14	@ManelNavarro6
@3josep14	@MessiNoSeVende
@3josep14	@pablo021271
@3josep14	@pekpep
@3josep14	@pmargarit
@3josep14	@RoogerMC
@3josep14	@urillave90
@3josep14	@wislabe
@3josep14	@x_cmlleri
@3voltesrebel	@adaagz
@3voltesrebel	@AdriaCluet
@3voltesrebel	@ainafer
@3voltesrebel	@almassaneda
@3voltesrebel	@alzenit
@3voltesrebel	@AniolBassols
@3voltesrebel	@Ariadnainnaxos
@3voltesrebel	@cgtsabadell
@3voltesrebel	@danigimenu
@3voltesrebel	@ecollelldemont
@3voltesrebel	@EduardLlavallol
@3voltesrebel	@eudaldrifa
@3voltesrebel	@fgrandval
@3voltesrebel	@iaia_lurdes
@3voltesrebel	@jcasanovasb
@3voltesrebel	@jesusierragadea
@3voltesrebel	@jordibosch20
@3voltesrebel	@josep_capo
@3voltesrebel	@Kalexdoscopi1
@3voltesrebel	@LaiaBernues
@3voltesrebel	@laraquelvilar
@3voltesrebel	@llibertrexach
@3voltesrebel	@MeritxellHuguet
@3voltesrebel	@pepjove
@3voltesrebel	@TuraTF
@3voltesrebel	@ullviu
@68JManel	@anaoromilluch
@68JManel	@jmvergesprat
@68JManel	@mireia_ho
@68JManel	@montserumbau
@68JManel	@T_Zapata
@69mgl	@dribo4
@69mgl	@Queralto
@6uN7CtZuCK66Rpd	@INDYRABIT
@6uN7CtZuCK66Rpd	@IsThisAB0t
@6uN7CtZuCK66Rpd	@RabfaeKillie1
@6uN7CtZuCK66Rpd	@StillYesScot
@A_CocoR	@A_CocoR
@A_CocoR	@ArticeKristina
@A_CocoR	@Britanniacomms
@A_CocoR	@chuggid
@A_CocoR	@CostaBravaToday
@A_CocoR	@Eless_Maneeganz
@A_CocoR	@estherlex22
@A_CocoR	@immortalsterek
@A_CocoR	@mikellizarralde
@A_CocoR	@Motinsitepegas
@A_CocoR	@Otkel78
@A_CocoR	@PereBofill
@A_CocoR	@smash89room89
@A_CocoR	@StudioCarreras
@AArnandis	@Horrach
@ABalagu	@Blindonion2O
@ABalagu	@cristinaisanta
@ABalagu	@DFPValls
@ABalagu	@dnicatala
@ABalagu	@dora_nicoletta
@ABalagu	@EnricBCNcat
@ABalagu	@Esquitx17
@ABalagu	@Gruxanta
@ABalagu	@hannahbcn1
@ABalagu	@nohopararan
@ABalagu	@oilcata
@ABalagu	@pedrogarciaflo3
@ABalagu	@peruchita1950
@ABalagu	@RDBCat
@ABalagu	@tanamarlp
@ABalagu	@Toni34rn
@ABalagu	@toni9buceta
@ABalagu	@unaltredelleida
@ABalagu	@Xipress
@abelplana	@kinbota
@AbelSmiler	@bilduman90
@Abeltg7	@22_dur
@Abeltg7	@ENDIKA59
@Abeltg7	@Soy_AntiTaurin0
@Abeltg7	@yamamuki2
@abfelip	@RacsoSarajul
@abrahamrial	@mar__mad
@Abril_Esteve	@Kampexano
@Abril_Esteve	@marcusco35
@ac22_anna	@freed4Catalonia
@ac22_anna	@joan_alvarez_B
@ac22_anna	@marti2014
@acampadajove	@JoanSoladeSardi
@acf_olesa	@valls_pere
@acomajuncosas78	@raragonesf
@adosc	@ACP3010
@adosc	@juancaalvarezg
@adosc	@mericarles
@adriagomezolive	@Uriol4
@adriana_roca	@andreubarnera
@adrianrbravo	@_Manu_nunhez
@adrianrbravo	@antonnaraio
@adrianrbravo	@BNG_Gondomar
@adrianrbravo	@curreloss
@adrianrbravo	@diegolourob
@adrianrbravo	@elviravanilla
@adrianrbravo	@FRDacosta
@adrianrbravo	@LjiljanaV1
@adrianrbravo	@pardalvermello
@adrianrbravo	@pedraluagz
@adrianrbravo	@tonhitoazul
@adrianrbravo	@val_galiza
@adriaxj8	@cavallerstJordi
@adriaxj8	@crislario
@adriaxj8	@jonotrago
@Adrig6	@resunormal
@AdriPujol	@kub4ever
@ads_garraf1	@DavidAguilar_M
@ads_garraf1	@Flai_CAT
@ads_garraf1	@joevidallopez
@ads_garraf1	@josepcgtense
@ads_garraf1	@VotaremCubelles
@AEiGPareClaret	@CUPGirona
@AEiGPareClaret	@herodot10
@AEiGPareClaret	@LeniMontiel
@AEiGPareClaret	@LlupolCanTarrat
@AEiGPareClaret	@lmanzanerosais
@AEiGPareClaret	@vilabatalle
@AEiGPareClaret	@yorickus
@aesux	@cat_non_stop
@aesux	@GATETA30
@agallartp	@Giralt7
@ahoraluzycolor	@ahoraluzycolor
@ahoraluzycolor	@estevebq
@ahoraluzycolor	@HerreraUbay
@ahoraluzycolor	@mariabertaseg
@ahoraluzycolor	@Teleportacion
@aidaangelb	@15jba
@aidaangelb	@9jrib9
@aidaangelb	@cervera_jess
@aidaangelb	@francescabad
@aidaangelb	@joanagabarrof
@aidaangelb	@joancastellet
@aidaangelb	@JoanPortabella
@aidaangelb	@magdaoriap
@aidaangelb	@maitegras
@aidaangelb	@MarcEspill
@aidaangelb	@markitusGi
@aidaangelb	@mferna37
@AidanJKR	@Orprir
@AinaPerez7	@EnRevolucion10
@ainhoa_arano	@AlexanderDrago
@ainhoa_arano	@BoenaSvoabo
@ainhoa_arano	@bpt7380
@ainhoa_arano	@Britanniacomms
@ainhoa_arano	@cobitos100
@ainhoa_arano	@Der_Dutschi
@ainhoa_arano	@exgiguy
@ainhoa_arano	@EZC_Mija
@ainhoa_arano	@FalcomJames
@ainhoa_arano	@FashionConscBtc
@ainhoa_arano	@francescsenti
@ainhoa_arano	@lakatzio
@ainhoa_arano	@mirenaranoa
@ainhoa_arano	@neusduran
@ainhoa_arano	@OskWars
@ainhoa_arano	@PereBofill
@ainhoa_arano	@SeveZubiri
@ainhoa_arano	@ycrepeau
@ainhoa_arano	@ZambonieDude
@ainhoa_rn	@biblioaprenent
@ainhoa_rn	@catalivng
@ainhoa_rn	@cdrvng
@ainhoa_rn	@jbrichsg
@ainhoa_rn	@JCreacions
@aiolga	@DoloresGarcia3
@aitor_8a	@mortizia13
@aitor_8a	@salgadosomoza
@aitor_aranzabal	@gorkasato
@aitorblanc	@SuperNueli
@AITORTEGUI	@PepxSole
@Aj_Rasquera	@marinaltadill
@aj_riudebitlles	@ceskfreixas
@aj_riudebitlles	@icuapla
@aj_riudebitlles	@MesPobleCUP
@aj_riudebitlles	@sergihuete
@AJuanico	@fvilarrubi
@AJuanico	@martaponse
@AJuanico	@NoMesXoris
@AJuanico	@peuesquerra
@Alba_am	@El_Foment
@Alba_am	@estemArreglats
@Alba_garriga	@SergiAtienza_
@Alba_garriga	@super_oxigenat
@Alba_garriga	@Unitat9
@AlbaBalcells	@CoraRuiz
@AlbaBalcells	@davdiazp
@albacorazonegro	@64aitor
@albacorazonegro	@7Josean7
@albacorazonegro	@adrianortuella
@albacorazonegro	@AdriGabarre9
@albacorazonegro	@albacorazonegro
@albacorazonegro	@ataloba_
@albacorazonegro	@danielalonsop
@albacorazonegro	@EduardMir
@albacorazonegro	@EuskalDiaspora
@albacorazonegro	@jacoboemora
@albacorazonegro	@joanguevara56
@albacorazonegro	@Jordi_Sureda_79
@albacorazonegro	@juanjorp
@albacorazonegro	@KizkiKiz
@albacorazonegro	@Loren81046635
@albacorazonegro	@mazingerzepa
@albacorazonegro	@mjgs50
@albacorazonegro	@Olga_Hurtado66
@albacorazonegro	@quecreestu
@albacorazonegro	@SDPNHF
@albacorazonegro	@tonigines
@albacorazonegro	@Txago_2
@albacorazonegro	@unconsumidorcab
@albacorazonegro	@xgeldex
@albert_puy	@Aitor_BC
@albert_puy	@emerrepe
@albertakkus	@NuriiaSCA
@albertakkus	@ppvxla
@albertcostaVLL	@Ernestcosta
@albertdelavarga	@cbosch16
@albertebri	@oriolmataro
@AlbertEscuer	@greatbaboon
@albertsole	@jagv64
@aleidis_calero	@gamarussa
@AleRojas_74	@perevb
@AleRojas_74	@SSalasjon
@alex_dum	@1OVotarem
@AlexSardo83	@der_bluthund
@AlexSardo83	@LolaZuara1
@alexsolventa	@tonividalsastre
