name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_BerNius	<a href="https://twitter.com/_BerNius" target="_blank">_BerNius</a>	2	0	1	1282	1507	25568	Vila de Sarrià-Països Catalans	169
@_bruixa	<a href="https://twitter.com/_bruixa" target="_blank">_bruixa</a>	1	0	1	201	500	1656	Tram 303	006
@_Campbell_Jack_	<a href="https://twitter.com/_Campbell_Jack_" target="_blank">_Campbell_Jack_</a>	6	0	1	54	37	5225		002
@_eduardsb	<a href="https://twitter.com/_eduardsb" target="_blank">_eduardsb</a>	4	0	1	743	161	1354	Igualada	028
@_FerVS_	<a href="https://twitter.com/_FerVS_" target="_blank">_FerVS_</a>	4	0	1	271	1508	20027	Barcelona	007
@_LaSecta_	<a href="https://twitter.com/_LaSecta_" target="_blank">_LaSecta_</a>	1	0	1	12	21	294		002
@_luchadeclases	<a href="https://twitter.com/_luchadeclases" target="_blank">_luchadeclases</a>	13	0	7	3411	1397	49969	Estado Español	078
@_mrjinks	<a href="https://twitter.com/_mrjinks" target="_blank">_mrjinks</a>	5	0	1	35	59	6107	Barcelona, Catalunya	007
@_Nits	<a href="https://twitter.com/_Nits" target="_blank">_Nits</a>	4	0	2	31	120	702	Catalunya	021
@_pauventura_	<a href="https://twitter.com/_pauventura_" target="_blank">_pauventura_</a>	1	0	1	4	15	70		005
@_pmarkes	<a href="https://twitter.com/_pmarkes" target="_blank">_pmarkes</a>	1	0	1	19006	20630	8381	Terrassa (Barcelona)	001
@_Senda	<a href="https://twitter.com/_Senda" target="_blank">_Senda</a>	2	1	0	2757	1134	28799	La Noguera, Països Valencians	193
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	1	664	1159	13762	Avià-Bcn, Catalunya	007
@101ECV_GADGET	<a href="https://twitter.com/101ECV_GADGET" target="_blank">101ECV_GADGET</a>	8	0	1	151	46	13716	Planet Earth, Solar System.	007
@10dc7a42c32e40c	<a href="https://twitter.com/10dc7a42c32e40c" target="_blank">10dc7a42c32e40c</a>	6	0	2	19	97	5962		003
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		008
@1denmadrid	<a href="https://twitter.com/1denmadrid" target="_blank">1denmadrid</a>	20	0	1	1540	276	394105	Madrid, Colombia	104
@1ODEMOCRACIA	<a href="https://twitter.com/1ODEMOCRACIA" target="_blank">1ODEMOCRACIA</a>	6	0	1	84	313	2592	PAIS DE CATALUNYA	027
@25_horas_al_dia	<a href="https://twitter.com/25_horas_al_dia" target="_blank">25_horas_al_dia</a>	1	0	1	164	384	2184	Sabadell, Catalunya.	033
@3v43v4	<a href="https://twitter.com/3v43v4" target="_blank">3v43v4</a>	18	0	1	150	294	8892	Vilassar de Dalt, Catalunya	007
@4048mm2	<a href="https://twitter.com/4048mm2" target="_blank">4048mm2</a>	1	0	1	1	39	100		004
@45c32378c34f499	<a href="https://twitter.com/45c32378c34f499" target="_blank">45c32378c34f499</a>	22	0	1	540	629	80217		014
@5511Sergi	<a href="https://twitter.com/5511Sergi" target="_blank">5511Sergi</a>	3	0	1	161	337	5260	Catalunya	001
@64Tortuga	<a href="https://twitter.com/64Tortuga" target="_blank">64Tortuga</a>	2	0	1	135	432	4844		001
@69manel	<a href="https://twitter.com/69manel" target="_blank">69manel</a>	2	0	1	313	592	1471	Catalunya	001
@6QRivero	<a href="https://twitter.com/6QRivero" target="_blank">6QRivero</a>	3	0	1	191	682	7583	cornellà de llobregat	001
@9jrib9	<a href="https://twitter.com/9jrib9" target="_blank">9jrib9</a>	90	0	1	3402	3954	192205	Barcelona	007
@aaltafaj	<a href="https://twitter.com/aaltafaj" target="_blank">aaltafaj</a>	3	0	1	17243	1430	20888	Brussels & BCN	007
@aangueraroig	<a href="https://twitter.com/aangueraroig" target="_blank">aangueraroig</a>	0	1	0					194
@Aannamartin	<a href="https://twitter.com/Aannamartin" target="_blank">Aannamartin</a>	4	0	1	937	1080	19639	Barcelona	096
@aaronplanell	<a href="https://twitter.com/aaronplanell" target="_blank">aaronplanell</a>	1	0	1	230	119	19319	Barcelona	007
@ABalagu	<a href="https://twitter.com/ABalagu" target="_blank">ABalagu</a>	17	5	0	4646	4899	101124		025
@abarnadas	<a href="https://twitter.com/abarnadas" target="_blank">abarnadas</a>	4	0	1	1701	1747	20067		020
@acabezuelo	<a href="https://twitter.com/acabezuelo" target="_blank">acabezuelo</a>	0	2	0					191
@acadainstant	<a href="https://twitter.com/acadainstant" target="_blank">acadainstant</a>	12	0	2	553	1246	22446	catalunya	013
@AcampadaMordaza	<a href="https://twitter.com/AcampadaMordaza" target="_blank">AcampadaMordaza</a>	34	0	1	3110	617	18314	De momento, en Cibeles	055
@AcijoD	<a href="https://twitter.com/AcijoD" target="_blank">AcijoD</a>	5	0	1	85	232	8343	Catalunya	002
@Adela41992947	<a href="https://twitter.com/Adela41992947" target="_blank">Adela41992947</a>	2	0	1	6	41	306		001
@adeuespanya2017	<a href="https://twitter.com/adeuespanya2017" target="_blank">adeuespanya2017</a>	2	1	0	141	526	272	CATALUNYA	166
@Adlercat	<a href="https://twitter.com/Adlercat" target="_blank">Adlercat</a>	0	1	0					010
@Admo_independe	<a href="https://twitter.com/Admo_independe" target="_blank">Admo_independe</a>	44	0	2	1130	627	20812	Catalunya (UE)	014
@adri_caldes	<a href="https://twitter.com/adri_caldes" target="_blank">adri_caldes</a>	1	0	1	592	1172	4381	Caldes de Montbui	011
@AdriaMateo2	<a href="https://twitter.com/AdriaMateo2" target="_blank">AdriaMateo2</a>	1	0	1	250	735	3292	Barcelona	002
@adricuti	<a href="https://twitter.com/adricuti" target="_blank">adricuti</a>	1	0	1	207	624	751	Barcelona	011
@adrisancast	<a href="https://twitter.com/adrisancast" target="_blank">adrisancast</a>	4	1	0	935	449	6352		192
@Agalmes	<a href="https://twitter.com/Agalmes" target="_blank">Agalmes</a>	1	8	1	369	853	416	Vila de Gracia, Barcelona	026
@AgnesCiurana	<a href="https://twitter.com/AgnesCiurana" target="_blank">AgnesCiurana</a>	0	3	0					046
@agusti_da	<a href="https://twitter.com/agusti_da" target="_blank">agusti_da</a>	1	0	1	279	555	884	Països Catalans	005
@Aida_PF85	<a href="https://twitter.com/Aida_PF85" target="_blank">Aida_PF85</a>	6	0	1	23	57	1458	Barcelona	151
@Aina10villares	<a href="https://twitter.com/Aina10villares" target="_blank">Aina10villares</a>	1	1	0	199	771	3313	Sant Cugat, Barcelona	083
@AinaPox	<a href="https://twitter.com/AinaPox" target="_blank">AinaPox</a>	0	1	0					082
@airedelluna	<a href="https://twitter.com/airedelluna" target="_blank">airedelluna</a>	12	0	1	531	1089	16976	Barcelona . Barceloneta	003
@airmosso	<a href="https://twitter.com/airmosso" target="_blank">airmosso</a>	23	0	1	450	451	31904	Catalunya	002
@ajcelra	<a href="https://twitter.com/ajcelra" target="_blank">ajcelra</a>	2	0	1	757	261	557	Celrà	005
@ajlarapita	<a href="https://twitter.com/ajlarapita" target="_blank">ajlarapita</a>	1	0	1	777	119	2565	Sant Carles de la Ràpita	054
@AjuntamentSEB	<a href="https://twitter.com/AjuntamentSEB" target="_blank">AjuntamentSEB</a>	1	2	0	823	562	721	Santa Eugènia de Berga	069
@Akax1337	<a href="https://twitter.com/Akax1337" target="_blank">Akax1337</a>	1	0	1	40	68	450	Spain	011
@Al3x_xX	<a href="https://twitter.com/Al3x_xX" target="_blank">Al3x_xX</a>	2	0	1	90	496	972		194
@alain_gp	<a href="https://twitter.com/alain_gp" target="_blank">alain_gp</a>	5	0	1	11	32	2532	Catalunya	001
@AlbaBalcells	<a href="https://twitter.com/AlbaBalcells" target="_blank">AlbaBalcells</a>	2	48	0	1262	1106	5098	Linyola	003
