Source	Target
@7akbatindautxu	@amable1987
@7akbatindautxu	@BikandiGorka
@7akbatindautxu	@ekinez_egina
@7akbatindautxu	@elchicodelmaiz
@7akbatindautxu	@Iker_Teranius
@7akbatindautxu	@inigo_thefirm
@7akbatindautxu	@JaimeIglesias17
@7akbatindautxu	@JoseLuisR_Puma
@7akbatindautxu	@judimendikoa
@7akbatindautxu	@JulenMostajo
@7akbatindautxu	@kalvinErmua
@7akbatindautxu	@Kirrulitaberna
@7akbatindautxu	@matriuxpc
@7akbatindautxu	@ricardvallve
@Abelletaindepe	@itsJolieGH
@acabezuelo	@bastilladigital
@acorey_cat	@vullvotarja
@adelamorera	@super_oxigenat
@aehabeascorpus	@ROSER1964
@aezkiaga	@manderley70
@afontanella15	@almateu
@afreixaferrer	@_GreatUnwashed
@afreixaferrer	@vashondogboy
@aidyl62	@llibertat1
@AirunPad	@comarca42ena
@AlbaBalcells	@moneny68
@albagordo	@jercstcugat
@albertBZN	@xmiserachs
@ANC_Reus	@llunavermella
@ANCstjoanab	@JordiCanelles
@ANCVilanovaG	@marisolcasas62
@Andreueste	@DavidLlorenteS
@Andreueste	@emilio_maira
@Andreueste	@kaitomanker
@Andreueste	@LadyMandarina_
@Andreueste	@raquelragal
@AndreuMonros	@monicabassols
@AndreuMonros	@porabajo
@ariverbanks	@fxcase
@atorras72	@manhattan_maggi
@auTICdidacta	@llibertat1
@auTICdidacta	@Martina_mrtnk
@Barcelonauta_	@annaalvado
@bertrangonzalez	@carmebertran58
@BetonaComin	@_MrDarwin_
@BetonaComin	@martigenis
@bori_not	@cristina16ch
@bori_not	@freakydeserie
@bori_not	@homaranya
@bori_not	@jmaltayo
@bori_not	@Lluism69TRAM63
@bori_not	@ramoonstw
@bori_not	@SPHopeVB
@bori_not	@starlux_26
@BzBztn	@ANCEuskalHerria
@BzBztn	@martitze
@CampsOriol	@GNadalSola
@CasalArreu	@jordi_tolosa
@ChachoAlmaraz	@catalanpride
@Cherokee_xxl	@LizbethBCN
@CircCric	@llobera_vila
@CircCric	@squantum1714
@circdetarragona	@frankinero79
@ClaraVirgili_	@jmjarque
@ClipsterBCN	@marionaatb
@COP_perRipollet	@AAqUaSS
@COP_perRipollet	@AciD_MuSh_303
@COP_perRipollet	@antih3roi
@COP_perRipollet	@askari222
@COP_perRipollet	@bel_margarida
@COP_perRipollet	@BreakingBad_z
@COP_perRipollet	@CamosMaria
@COP_perRipollet	@cristchem
@COP_perRipollet	@diidaccc
@COP_perRipollet	@ESTRELA_ROJA
@COP_perRipollet	@fbrugat
@COP_perRipollet	@fina_forpu
@COP_perRipollet	@Gabivolador
@COP_perRipollet	@gerardcoll3
@COP_perRipollet	@HomsJoaquim
@COP_perRipollet	@IsaacJasrod
@COP_perRipollet	@korrecaminosbcn
@COP_perRipollet	@marcmcfry
@COP_perRipollet	@mercedrepublica
@COP_perRipollet	@milotxa
@COP_perRipollet	@MiquelRudrigues
@COP_perRipollet	@MpoPuig
@COP_perRipollet	@nelsonmffrosa
@COP_perRipollet	@Nuriadmoneo
@COP_perRipollet	@quicoenvenena
@COP_perRipollet	@RalLpezTeruel1
@COP_perRipollet	@rtbcrm
@COP_perRipollet	@santornemhi
@COP_perRipollet	@Zvahk
