Source	Target
@_GreatUnwashed	@der_bluthund
@ABalagu	@dora_nicoletta
@ABalagu	@ElisabethSolCar
@ABalagu	@EnricBCNcat
@ABalagu	@pagoga15
@ABalagu	@RAynoza
@acabezuelo	@bastilladigital
@adeuespanya2017	@edudiaz
@adeuespanya2017	@Sempre_Vigatans
@Adlercat	@JamesMartin77
@Adriansoler	@Gata_maula
@adrisancast	@ENDIKA59
@Agalmes	@ForsLluis
@AgnesCiurana	@tabaco_zmbr
@AinaPox	@sativamush
@AlbaBalcells	@10dc7a42c32e40c
@AlbaBalcells	@airedelluna
@AlbaBalcells	@AlbertCalaf1
@AlbaBalcells	@AlexandreEnrich
@AlbaBalcells	@Antonio02785700
@AlbaBalcells	@bel_margarida
@AlbaBalcells	@caelumtangi
@AlbaBalcells	@calolmo
@AlbaBalcells	@carme_corominas
@AlbaBalcells	@Con60Deme
@AlbaBalcells	@daesga
@AlbaBalcells	@demalfermar
@AlbaBalcells	@elemarfa2
@AlbaBalcells	@ELEMENTSUBVERS
@AlbaBalcells	@Enric_Velasco
@AlbaBalcells	@goitals
@AlbaBalcells	@guelorojas
@AlbaBalcells	@Guillem_Matute
@AlbaBalcells	@hfontcall
@AlbaBalcells	@JanetNolla
@AlbaBalcells	@JoanTarda
@AlbaBalcells	@jodiscrepo
@AlbaBalcells	@jordicarbonells
@AlbaBalcells	@Jordicentellesr
@AlbaBalcells	@Jordiduc
@AlbaBalcells	@JordiRaguilera
@AlbaBalcells	@KannaEndo
@AlbaBalcells	@Lauravalpe
@AlbaBalcells	@Linreus2
@AlbaBalcells	@Lluis_Casanovas
@AlbaBalcells	@lord_Jordi
@AlbaBalcells	@Meik111
@AlbaBalcells	@miauleta
@AlbaBalcells	@Mireiagalindo
@AlbaBalcells	@MjFitei
@AlbaBalcells	@montseg68
@AlbaBalcells	@nbosor
@AlbaBalcells	@nirobles
@AlbaBalcells	@noesasu
@AlbaBalcells	@nosoclalola
@AlbaBalcells	@OscarCat1976
@AlbaBalcells	@Perlapau
@AlbaBalcells	@Pevi26102891
@AlbaBalcells	@PratXevi
@AlbaBalcells	@Purific00792695
@AlbaBalcells	@regojordi
@AlbaBalcells	@Rfitoc
@AlbaBalcells	@rrocai
@AlbaBalcells	@Said_Luali
@AlbaBalcells	@salva1122
@AlbaBalcells	@SCouxam
@AlbaBalcells	@vilar_antoni
@AlbaBalcells	@yomismoD
@albertBZN	@Cat_Gat
@albertBZN	@lo_xerramec
@albertBZN	@xmiserachs
@alberturon	@PDeCATCDV
@AlexisSerra	@jordiarcarons
@Alrome	@mapigarlo
@Alrome	@UCL_fraude_
@aludsi	@ManelGinesBiels
@ANC_BCN_SSG	@angelsclotet
@ANC_BCN_SSG	@domenech_lluis
@ANC_BCN_SSG	@mmgaaar
@AncBru	@alfonsvo
@AncBru	@Anarisd
@AncBru	@ANC_Israel
@AncBru	@catalanassembly
@AncBru	@cfrd1909cat
@AncBru	@despertaferro74
@AncBru	@jbatlle
@AncBru	@Lo_Catarina
@AncBru	@quimqueralt
@AncBru	@TurneMartiOct
@AncBru	@txainbe
@ANCDones	@EduardBiosca
@ANCDones	@pitudedeu
@ANCPalamos	@encarnita111
@ANCtorredembarr	@ancpremiademar
@ANCtorredembarr	@torrencat
@ANCVilanovaG	@Elisa71727
@ANCVilanovaG	@josepferrer
@ANCVilanovaG	@octavimasip
@andresote13	@andresote13
@AndreuMonros	@_Campbell_Jack_
@AndreuMonros	@AdriaMateo2
@AndreuMonros	@albert_m94
@AndreuMonros	@AlbFtq
@AndreuMonros	@AlemanyManel
@AndreuMonros	@annaalvado
@AndreuMonros	@AnnaBov3
@AndreuMonros	@ariadna294
@AndreuMonros	@AriPM_87
@AndreuMonros	@BernatCarles
@AndreuMonros	@BoiSentis
@AndreuMonros	@canelons12
@AndreuMonros	@car_gar_cadiz
@AndreuMonros	@CARLESTECLA
@AndreuMonros	@CarreJosep
@AndreuMonros	@cescbg
@AndreuMonros	@chulidelbruc
@AndreuMonros	@clarabarcelona_
@AndreuMonros	@cnacasol
@AndreuMonros	@cutxiprieto
@AndreuMonros	@daniebomb
@AndreuMonros	@DanilsaNv
@AndreuMonros	@daniplanas
@AndreuMonros	@DavidRoTemp
@AndreuMonros	@ddaunis
@AndreuMonros	@DJPirla
@AndreuMonros	@doctordinamo
@AndreuMonros	@dondepre
@AndreuMonros	@DormaNessum
@AndreuMonros	@Dpujado77
@AndreuMonros	@dreamsofme2
@AndreuMonros	@El_Medusa
@AndreuMonros	@eliallis
@AndreuMonros	@enSergioles
@AndreuMonros	@ferrannb
@AndreuMonros	@fsparra
@AndreuMonros	@g_quintana_j
@AndreuMonros	@gerardvilardell
@AndreuMonros	@Ginju3
@AndreuMonros	@Guillemcasaq
@AndreuMonros	@HydHalst
@AndreuMonros	@iaia_lurdes
@AndreuMonros	@Integralyoya
@AndreuMonros	@IvanBatlle1973
@AndreuMonros	@Jabbastation
@AndreuMonros	@JanEspasa
@AndreuMonros	@JaumeNorberto
@AndreuMonros	@Jo__llll
@AndreuMonros	@joan_vepu
@AndreuMonros	@jordi_picart
@AndreuMonros	@jordiag92
@AndreuMonros	@JORDIMIRALPEIX
@AndreuMonros	@JosepCanals222
@AndreuMonros	@judithgarciaaym
@AndreuMonros	@KarinaSnchez3
@AndreuMonros	@KarkulkaRed
@AndreuMonros	@lladgemma
@AndreuMonros	@LluisColl13
@AndreuMonros	@manfree72
@AndreuMonros	@marbarrilet
@AndreuMonros	@marc_morera
@AndreuMonros	@MarcMasRipoll
@AndreuMonros	@marcotovarich
@AndreuMonros	@marietadelmar
@AndreuMonros	@MarinaaBel
@AndreuMonros	@marta47mm
@AndreuMonros	@Mas_Enfurecido
@AndreuMonros	@mcapafons
@AndreuMonros	@Megapondio
@AndreuMonros	@meritxellpdm
@AndreuMonros	@montseg68
@AndreuMonros	@mrosaescardo
@AndreuMonros	@munoz_joaquim
@AndreuMonros	@nan_boig
@AndreuMonros	@Nekatur99
@AndreuMonros	@noesasu
@AndreuMonros	@oscar_sebastia
@AndreuMonros	@Osloma5
@AndreuMonros	@Pallacus
@AndreuMonros	@panxingamberrin
@AndreuMonros	@pirineus75
@AndreuMonros	@quelfus
@AndreuMonros	@RamonMoncunill
@AndreuMonros	@rogeriera8
@AndreuMonros	@silvialopga
@AndreuMonros	@soniavima
@AndreuMonros	@sonomanina
@AndreuMonros	@squashjordi
@AndreuMonros	@tancatibarrat
@AndreuMonros	@Tasia_Rovira
@AndreuMonros	@ToniTJK
@AndreuMonros	@trutx
@AndreuMonros	@tuitsfortuits
@AndreuMonros	@VendrellTenas
@AndreuMonros	@verdglauc
@AndreuMonros	@Xavi44896342
@AndreuMonros	@xavifluvia
@AndreuMonros	@xcortes72
@AndreuMonros	@yayabombera
@AngelaM0106	@TiganaBelgarath
@annaalasijove	@naoj77
@anniapons	@AnGeLsCaNo
@anticapiCat	@cvilacalvo
@arquitectesplsi	@abelsoler68
@arquitectesplsi	@CAPITA_ENCIAM_
@arquitectesplsi	@josepbartroli
@arquitectesplsi	@maevagold52
@arquitectesplsi	@Magdasaura
@arquitectesplsi	@martamallarach
@arquitectesplsi	@mjarilla1
@arquitectesplsi	@pgomezinglada
@arquitectesplsi	@Quintudj
@arquitectesplsi	@rcpuig94
@arquitectesplsi	@rosayue
@AssembleaValls	@jgarciavalls
@AtorraAne	@GATOSLALLAGOSTA
@ayaladiu	@Alffig
@backboneprog	@der_bluthund
@bernatgi	@jxufren
@bertrangonzalez	@pilarbertran64
@blackaddermad	@ramonroyo
@bori_not	@cervera_jess
@bori_not	@jmaltayo
@bori_not	@Ouagadougu123
@bruixa_dolenta	@airmosso
@bruixa_dolenta	@GatMandros
@cagranser	@csrojz
@CalellaxIndep	@RTomasV
@CaminsJ	@albertitu
@CaminsJ	@FlashNoseCat
@CaminsJ	@tonisalse
@Castillo_mann	@Alfonbay
@CDRepublica	@caboixo
@CDRepublica	@jmcaballero58
@CDRepublica	@MartaSerres
@CDRepublica	@NoEmFacisRiure
@ChachoAlmaraz	@FanaletFernando
@ChachoAlmaraz	@mmartin_BCN
@ChachoAlmaraz	@xxarbau
@Constituim	@AlternativVerda
@COP_perRipollet	@rlt_82
@Crickro	@ruffini
@cridapremianenc	@ancpremiademar
@cristiansalama5	@WMPost
@CultuRapita1	@ajlarapita
@CultuRapita1	@asalvadof
@CultuRapita1	@ErikaFerrate
@CultuRapita1	@Lrds_MC
@CultuRapita1	@MaiteIgnacioMir
@CultuRapita1	@MasoQueralt
@CultuRapita1	@sentuan66
@CUPBarcelona	@_pauventura_
@CUPBarcelona	@alberttrombone
@CUPBarcelona	@Biorebeca
@CUPBarcelona	@fermota10
@CUPBarcelona	@FluviaJordi
@CUPBarcelona	@Govipu
@CUPBarcelona	@llunavermella
@CUPBarcelona	@NALBAROMA
@CUPBarcelona	@NavarroCarme
@CUPDeltebre	@ericabelq
@CUPDeltebre	@ginaiasta
@CUPEixample	@arrelsLACRUILLA
@CUPEixample	@endavanteix
@CUPEixample	@mrovira
@CUPSabadell	@cesc239
@CUPSabadell	@cuinerfoll
@CUPSabadell	@MaxiReyesGarca1
@CUPSabadell	@sandrasauramas
@CUPstap	@doc3m
@CUPstap	@elfurna
@CUPstap	@llunavermella
@CUPstap	@talcomraja
@dallafeminista	@drilitch
@danicornella	@CUP_Mollet
@danicornella	@ElisendaQ
@danicornella	@LauraFrances82
@danicornella	@maties_cros
@danicornella	@Mensisole
@danicornella	@Skallaring
@danicornella	@TriMarcel42
@daniplanaslabad	@Nica_morocha
@david_font	@Ponti21
@DavidAguilar_M	@anaoromi
@DavidAguilar_M	@hannahbcn1
@davidcompanyon	@CorbetoXita
@davidcompanyon	@cupbadalona
@davidcompanyon	@jordibag
@davidcompanyon	@juanjosbd
@davidcompanyon	@molina_francesc
@davidcompanyon	@PratXevi
@davidcompanyon	@pvallesc
@davidcompanyon	@seyawa2
@davidglesmes	@NEMOamerican201
@davidglesmes	@PattyArquette
@davidglesmes	@Rita246Rita
@davidglesmes	@TheInoculator
@davidglesmes	@Uaintjac
