name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_____ral____	<a href="https://twitter.com/_____ral____" target="_blank">_____ral____</a>	1	0	1	467	1322	12834	Austin, TX	011
@____olyy	<a href="https://twitter.com/____olyy" target="_blank">____olyy</a>	0	1	0					309
@___ann99_	<a href="https://twitter.com/___ann99_" target="_blank">___ann99_</a>	1	0	1	691	497	5692	Madrid, Comunidad de Madrid	005
@___close2u	<a href="https://twitter.com/___close2u" target="_blank">___close2u</a>	1	0	1	145	162	6577		063
@__2046	<a href="https://twitter.com/__2046" target="_blank">__2046</a>	1	0	1	13	104	1174	Barcelona	038
@__Afd	<a href="https://twitter.com/__Afd" target="_blank">__Afd</a>	1	0	1	1267	1237	7941	Εδώ πέρα	528
@__CarmenLopez	<a href="https://twitter.com/__CarmenLopez" target="_blank">__CarmenLopez</a>	19	0	1	16667	15242	102165		018
@__flordeamapola	<a href="https://twitter.com/__flordeamapola" target="_blank">__flordeamapola</a>	2	0	2	2308	3052	37012	Isla de Maipo, RM Chile	064
@__Gonzalos__	<a href="https://twitter.com/__Gonzalos__" target="_blank">__Gonzalos__</a>	11	0	1	4349	5001	17809	Illes Balears	819
@__hikkikomori__	<a href="https://twitter.com/__hikkikomori__" target="_blank">__hikkikomori__</a>	1	0	1	103	344	6610		005
@__jon_nieve__	<a href="https://twitter.com/__jon_nieve__" target="_blank">__jon_nieve__</a>	1	0	1	622	1115	8906	El Muro, Hoy, y Por Siempre.	018
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	16	0	438	633	5571	127.0.0.1	146
@__Kylene	<a href="https://twitter.com/__Kylene" target="_blank">__Kylene</a>	1	0	1	2324	279	64746	Lleida	023
@__laufdez	<a href="https://twitter.com/__laufdez" target="_blank">__laufdez</a>	1	0	1	942	348	97741	Pigfarts	005
@__laurawitch	<a href="https://twitter.com/__laurawitch" target="_blank">__laurawitch</a>	3	0	1	645	463	29179	mallorca	122
@__LOST_PRINCESS	<a href="https://twitter.com/__LOST_PRINCESS" target="_blank">__LOST_PRINCESS</a>	1	0	1	851	670	17634		037
@__nunu21_	<a href="https://twitter.com/__nunu21_" target="_blank">__nunu21_</a>	1	0	1	104	96	237	Barcelona, España	018
@__paalma	<a href="https://twitter.com/__paalma" target="_blank">__paalma</a>	1	0	1	75	173	2509	Barcelona	050
@__pizzigata	<a href="https://twitter.com/__pizzigata" target="_blank">__pizzigata</a>	1	0	1	660	81	33710	Murcia.	005
@__Punisher19	<a href="https://twitter.com/__Punisher19" target="_blank">__Punisher19</a>	1	0	1	142	18	21669	Lleida	023
@__rosaaaaaa	<a href="https://twitter.com/__rosaaaaaa" target="_blank">__rosaaaaaa</a>	1	0	1	43	82	81		401
@_2sad4u	<a href="https://twitter.com/_2sad4u" target="_blank">_2sad4u</a>	1	0	1	380	1342	37088	Penny's boat	005
@_aaxinho_	<a href="https://twitter.com/_aaxinho_" target="_blank">_aaxinho_</a>	1	0	1	292	330	13480	Málaga	005
@_abrrrril	<a href="https://twitter.com/_abrrrril" target="_blank">_abrrrril</a>	1	0	1	23	41	155		300
@_Adri_21	<a href="https://twitter.com/_Adri_21" target="_blank">_Adri_21</a>	1	0	1	290	367	7626	Granada	005
@_adri05	<a href="https://twitter.com/_adri05" target="_blank">_adri05</a>	1	0	1	254	331	2839	Madrid	665
@_AdriGonzalez8	<a href="https://twitter.com/_AdriGonzalez8" target="_blank">_AdriGonzalez8</a>	1	0	1	436	209	15045	Cambados, Galicia	005
@_AFreeFollower	<a href="https://twitter.com/_AFreeFollower" target="_blank">_AFreeFollower</a>	1	0	1	244	1634	252	( ͡° ͜ʖ ͡°)	310
@_afterlife	<a href="https://twitter.com/_afterlife" target="_blank">_afterlife</a>	2	0	2	402	219	78271	Beacon Hills.	005
@_ahmedalluqmani	<a href="https://twitter.com/_ahmedalluqmani" target="_blank">_ahmedalluqmani</a>	1	0	1	1251	599	40385	لا أعلم	062
@_akhlys_	<a href="https://twitter.com/_akhlys_" target="_blank">_akhlys_</a>	1	0	1	61	73	6687		016
@_al90_	<a href="https://twitter.com/_al90_" target="_blank">_al90_</a>	1	0	1	708	423	25230	Mataró	302
@_Alafuga	<a href="https://twitter.com/_Alafuga" target="_blank">_Alafuga</a>	0	1	0					720
@_albafernandezz	<a href="https://twitter.com/_albafernandezz" target="_blank">_albafernandezz</a>	1	0	1	386	240	35754	άθραυστος	005
@_AliciaRules	<a href="https://twitter.com/_AliciaRules" target="_blank">_AliciaRules</a>	1	0	1	335	253	6289	Asturias	063
@_angeljames	<a href="https://twitter.com/_angeljames" target="_blank">_angeljames</a>	1	0	1	1522	2323	50381	Emirates Stadium	062
@_AnnaPetit_	<a href="https://twitter.com/_AnnaPetit_" target="_blank">_AnnaPetit_</a>	0	2	0					511
@_annasimeon_	<a href="https://twitter.com/_annasimeon_" target="_blank">_annasimeon_</a>	1	0	1	12	16	9		700
@_Ardilla__	<a href="https://twitter.com/_Ardilla__" target="_blank">_Ardilla__</a>	4	0	2	185	863	7238	En la farola 31	063
@_Aveto_	<a href="https://twitter.com/_Aveto_" target="_blank">_Aveto_</a>	1	2	0	1215	256	1195		1400
@_bandssavefans	<a href="https://twitter.com/_bandssavefans" target="_blank">_bandssavefans</a>	1	0	1	5256	2067	239499	alc	005
@_BATXURI_	<a href="https://twitter.com/_BATXURI_" target="_blank">_BATXURI_</a>	1	0	1	233	487	6830	Basque Country & World	1002
@_beawallflower	<a href="https://twitter.com/_beawallflower" target="_blank">_beawallflower</a>	1	0	1	708	1758	53437		063
@_berta4with	<a href="https://twitter.com/_berta4with" target="_blank">_berta4with</a>	4	0	4	34	83	103		037
@_Boreal_	<a href="https://twitter.com/_Boreal_" target="_blank">_Boreal_</a>	1	0	1	690	2145	14859	Spain	005
@_brendias	<a href="https://twitter.com/_brendias" target="_blank">_brendias</a>	1	0	1	783	272	32781	Brasil	059
@_BrotherNero	<a href="https://twitter.com/_BrotherNero" target="_blank">_BrotherNero</a>	1	0	1	1511	438	111332		062
@_BTSforlifeu_	<a href="https://twitter.com/_BTSforlifeu_" target="_blank">_BTSforlifeu_</a>	1	0	1	118	166	2741	Barcelona, España	064
@_CameronMoy	<a href="https://twitter.com/_CameronMoy" target="_blank">_CameronMoy</a>	8	0	1	562	2392	7909	Glasgow, Scotland	116
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	38	0	249	385	6020	GZ	078
@_carolcosta_	<a href="https://twitter.com/_carolcosta_" target="_blank">_carolcosta_</a>	1	6	0	252	600	2766	Barcelona, España	112
@_ceciliadm_	<a href="https://twitter.com/_ceciliadm_" target="_blank">_ceciliadm_</a>	1	0	1	735	1023	3458	Cambridge, England	074
@_Chriistiinee_	<a href="https://twitter.com/_Chriistiinee_" target="_blank">_Chriistiinee_</a>	0	1	0					005
@_christian8_	<a href="https://twitter.com/_christian8_" target="_blank">_christian8_</a>	1	0	1	22	62	93	La Pobla de Claramunt, España	002
