Source	Target
@__kamis__	@AmorosaVenus
@__kamis__	@CatalanRobot
@__kamis__	@dmartinriff
@__kamis__	@Durruti_is_back
@__kamis__	@inflacolchoneta
@__kamis__	@MarcoFIORelly
@__kamis__	@pattpatts01
@__kamis__	@ttoni_7
@_Aloma_	@AssumptaBolta
@_Aloma_	@Biorebeca
@_Aloma_	@Collegislleida1
@_Aloma_	@cristinafuertes
@_Aloma_	@domine1963
@_Aloma_	@escolesobertes
@_Aloma_	@GerardLleida
@_Aloma_	@roncerdos
@_Aloma_	@SergiPanadero
@_Aloma_	@silvianet6
@_Aloma_	@SolarCatalonia
@_Aloma_	@SPHopeVB
@_AnnaPetit_	@gsmarions
@_AnnaPetit_	@nuriapetit
@_carolcosta_	@alvaromapache
@_carolcosta_	@pdcooba
@_carolcosta_	@PVNDV_DVDDY
@_carolcosta_	@TuIJoVines
@_claudiamarpi_	@Carol_Ramirez_
@_ClaudiaMorato	@btxcgnbv
@_ClaudiaMorato	@lacasonacalella
@_ClaudiaMorato	@Tenaflai
@_criscastilla	@Xavipenya9
@_DarwinPZ	@DaniBasurde
@_DarwinPZ	@mercedige
@_DavidBrun	@chulidelbruc
@_DavidBrun	@JON78PH
@_DavidBrun	@Jordi7455
@_dgil	@francinanavarro
@_domx	@gsmarions
@_domx	@izarbear
@_domx	@juanjocantero9
@_gerardgil	@AdriaLlorens
@_gerardgil	@silviaagomezs
@_GreatUnwashed	@alliomack
@_GreatUnwashed	@AndyTay60536072
@_GreatUnwashed	@birgittaj
@_GreatUnwashed	@detemple
@_GreatUnwashed	@dwmnews_europe
@_GreatUnwashed	@herbtricia
@_GreatUnwashed	@tonbo13
@_GreatUnwashed	@Zero_Cult
@_joanpm	@maleits_ideinis
@_joanpm	@manguionduro
@_joanpm	@mbatet
@_joanpm	@monxi55
@_joanpm	@OsoIngeni
@_joanpm	@Rossend
@_JordiR	@fargasjoan
@_Kliope_	@anmargrau
@_Kliope_	@MARTACRL
@_laurallg	@marcpijuan
@_laurallg	@slavignotte
@_lbrossa_	@shantytownbcn
@_lovemylive13	@1197434
@_lovemylive13	@Josetekkk
@_maraia	@Julianaco19
