Source	Target
@_morerap	@andy_peso
@_morerap	@aviadordisperso
@_morerap	@desfocat
@_morerap	@itsbasilisco
@_morerap	@lolleidata31415
@_Sergiozuares	@jonny481
@_Sergiozuares	@jtpuerto
@08840v	@albertduran75
@08840v	@Enric_1969
@08840v	@freed4Catalonia
@08840v	@Kaffird
@08840v	@mallagro
@08840v	@MireiaComasVia
@08840v	@Nest_indy
@08840v	@Petite1985
@6uN7CtZuCK66Rpd	@IsThisAB0t
@aaltafaj	@margapayola
@ABalagu	@martetamataro
@ABalagu	@pedrogarciaflo3
@ABalagu	@peruchita1950
@abelardhjardi	@Admo_independe
@abelardhjardi	@arch965
@abelardhjardi	@DolsR
@abelardhjardi	@magdaoriap
@Abril_Esteve	@Abril_Esteve
@Abril_Esteve	@marc_today
@ACSeguer	@jjorbs
@adria_campmany	@LuvNeyMessiFCB
@aeperecalders	@Jms_22_
@aezkiaga	@A2AoA
@aezkiaga	@Mertxeramos
@agustiargimon	@JosepLDomenech
@agustiargimon	@manelmr70
@agustiargimon	@NoEmFacisRiure
@AhotsaInfo	@AritzHuarte
@AhotsaInfo	@bilduman90
@AhotsaInfo	@ErnestPinsap
@AhotsaInfo	@goraosasuna1987
@AhotsaInfo	@indiggato
@AhotsaInfo	@Jagobafafo
@AhotsaInfo	@JosGranaC9
@AhotsaInfo	@juancarlosmohr
@AhotsaInfo	@oscarlm98
@AhotsaInfo	@ranspenstinski
@AJGuissona	@ERC_LaSegarra
@AJGuissona	@LopezCanero
@AlbaBalcells	@carmeroso
@albafk	@AnnaMendezM
@Albamagic98	@andreusoler78
@albamoraroca	@cadenise79
@albamoraroca	@practiquem
@albamoraroca	@Satur11
@albamoraroca	@XaviFranquet
@albert_dmcat	@airmosso
@albert_dmcat	@CharlieFox1714
@albert_dmcat	@guifre2053
@albert_dmcat	@Javi_Quique_OK
@albert_dmcat	@kenllura_vallsm
@albert_dmcat	@marccuat
@albert_dmcat	@montsembordonau
@albert_dmcat	@rogervadejocs
@albertbatalla	@anna_llaurado
@albertbatalla	@carles_cs
@albertbatalla	@MercePicart
@albertbatalla	@SantiagoBotonet
@albertbatalla	@twimabel
@AlbertLloreta	@chacueco
@AlbertLloreta	@cris_kp
@AlbertLloreta	@Maribel_TM
@AlbertLloreta	@PatrickVedel
@albertpedret	@lucam_68
@albertpedret	@NereaFisico
@albertpedret	@noemi_borras
@aleix_miol	@Nazgulcoc
@aleix_miol	@RocKcs
@alexdoro98	@voyager66doro
@alexsastre83	@SusanaGimenezPa
@AlfonsCarmona	@11s2014
@AlfonsCarmona	@9jrib9
@AlfonsCarmona	@NathanAlbes
@AlfonsCarmona	@zoughbiff
@alfonsrm	@ToniVerges
@aliiiro	@marinurx
@almotuit	@JOSESANCHEZGAR2
@AmaiaArmiArma	@albert_orta
@AmaiaArmiArma	@FrancescMerce
@AmaiaArmiArma	@menjafus
@AmaiaArmiArma	@mlluisvall
@AmaiaArmiArma	@NoMesXoris
@AmaiaArmiArma	@Pellufer
@AmaiaArmiArma	@quicosabater
@AmaiaArmiArma	@rijago
@AmaiaArmiArma	@TerrassaPelSi
@amargant_olga	@Admo_independe
@amargant_olga	@fcarles58
@amargant_olga	@MariaRuaix
@amargant_olga	@PepEspasa
@amargant_olga	@RTapiasCors
@amargant_olga	@simonbokanegra
@amargant_olga	@soniapereda
@amicsdelalletja	@Saki_o_neal
@AmicsiAmiguesEH	@EndikaMontes
@AmicsiAmiguesEH	@ErnestPinsap
@aminahekmet	@Carlottex3
@anbasala	@ECastell9
@ANC_BCN_SSG	@AAixurach
@ANC_BCN_SSG	@angelsbotiller
@ANC_BCN_SSG	@AngelsVilaSoler
@ANC_BCN_SSG	@AntoniRK1956
@ANC_BCN_SSG	@casaxus
@ANC_BCN_SSG	@Soletveig
@ANC_Bombers	@bombersfigueres
@ANC_Bombers	@CharlieFox1714
@ANC_Bombers	@Esterperez11
@ANC_Bombers	@GarroTejero
@ANC_Bombers	@mateuparera
@ANC_Bombers	@mingo2206
@ANC_Bombers	@Niueta
@ANC_Bombers	@RaMOn50544972
@ANC_Bombers	@xcusso
@anc_polska	@ANCLux
@anc_polska	@CollectiuEmma
@anc_polska	@CRTinoco
@anc_polska	@dadma2010
@anc_polska	@DavidSalas1972
@anc_polska	@FrancescCesc1
@anc_polska	@GloriaRieraLz
@anc_polska	@Holaiquetal
@anc_polska	@jmaltayo
@anc_polska	@laurely86
@anc_polska	@lizcastro
@anc_polska	@LulaMae19
@anc_polska	@MireiaBosch
@anc_polska	@NaniMasriera
@anc_polska	@Nietneu
@anc_polska	@Stuker87
@anc_polska	@torreneules
@ANCaldesmontbui	@josepgallart
@ANCaldesmontbui	@oriolfg
@ANCaldesmontbui	@SusanaGimenezPa
@ANCNouBarris	@CDRNouBarris
@ANCtorredembarr	@ANCtorredembarr
@andreu_monzo	@anaoromi
@andreu_monzo	@Esquitx17
@andreu_monzo	@izovi
@andreu_monzo	@pepll51
@andreu_monzo	@Well086
@Andreueste	@brouiprou
@Andreueste	@ErnestPinsap
@Andreueste	@maria_9barris
@angelsmcastells	@_falcovermell_
@angelsmcastells	@11Xic
@angelsmcastells	@1977rarra
@angelsmcastells	@21pedri
@angelsmcastells	@5Oktubre
@angelsmcastells	@A_Mesto
@angelsmcastells	@abrildavid
@angelsmcastells	@AcijoD
@angelsmcastells	@Adelita49455610
@angelsmcastells	@AgataBuxade
@angelsmcastells	@airunalvarez
@angelsmcastells	@albaparareda
@angelsmcastells	@AlbertCamos
@angelsmcastells	@albertlluchtw
@angelsmcastells	@albertrafols
@angelsmcastells	@albertsala3
@angelsmcastells	@AlcarrascoAna
@angelsmcastells	@amicsdelalletja
@angelsmcastells	@anastasifan
@angelsmcastells	@andreadunu
@angelsmcastells	@andreualio
@angelsmcastells	@angelfontcatal1
@angelsmcastells	@Angelsplana
@angelsmcastells	@angelsrabal
@angelsmcastells	@AngueraCristina
@angelsmcastells	@annanogcab
@angelsmcastells	@annasoriano_
@angelsmcastells	@antello62
@angelsmcastells	@antoniaamoraga1
@angelsmcastells	@anunjimm
@angelsmcastells	@aranbara
@angelsmcastells	@ArmillasGarcia
@angelsmcastells	@ArnauGuix
@angelsmcastells	@aruper
@angelsmcastells	@Bel_LC
@angelsmcastells	@BelZaballa
@angelsmcastells	@BenitoCamelaFlo
@angelsmcastells	@BiaixPPCC
@angelsmcastells	@BidalVidal
@angelsmcastells	@BilombaJFT
@angelsmcastells	@binga_cat
@angelsmcastells	@BlackSpartak
@angelsmcastells	@blaucat
@angelsmcastells	@BOGERIA2
@angelsmcastells	@BoiSentis
@angelsmcastells	@bou_ricard
@angelsmcastells	@C_TTME
@angelsmcastells	@CalaJu_lia
@angelsmcastells	@Call_Bures
@angelsmcastells	@calsojorn10
@angelsmcastells	@CapitaCuc
@angelsmcastells	@Carlesbruf
@angelsmcastells	@carlescat1
@angelsmcastells	@carlesserra3
@angelsmcastells	@CarlesSueiras
@angelsmcastells	@carlesvilanova
@angelsmcastells	@carlosraya_raya
@angelsmcastells	@CarmanyDolors
@angelsmcastells	@CarmeBusquets
@angelsmcastells	@carrillo_carme
@angelsmcastells	@CasajuanaM
@angelsmcastells	@casaxus
@angelsmcastells	@cataladelsud
@angelsmcastells	@catalanensis
@angelsmcastells	@Catcesllargues
@angelsmcastells	@CaterinaRiMa
@angelsmcastells	@CGT_UPC
@angelsmcastells	@chabyerr
@angelsmcastells	@chionhc
@angelsmcastells	@claraferrer90
@angelsmcastells	@ClaraMerc
@angelsmcastells	@CnelMatalonga
@angelsmcastells	@Collpons
@angelsmcastells	@ComaAlba
@angelsmcastells	@ComellasRamon
@angelsmcastells	@CorronsHeim
@angelsmcastells	@cremalleraL4L5
@angelsmcastells	@CridaCornella
@angelsmcastells	@cristianavellut
@angelsmcastells	@Cristin72591481
@angelsmcastells	@cristina16ch
@angelsmcastells	@CristinaNilga
@angelsmcastells	@cristinavalles
@angelsmcastells	@CumiMerce
@angelsmcastells	@daelius
@angelsmcastells	@Damolinaza
@angelsmcastells	@danadananka
@angelsmcastells	@dani_precintat
@angelsmcastells	@danielinog
@angelsmcastells	@DanoFaciaben
@angelsmcastells	@davevall
@angelsmcastells	@DavidAguilar_M
@angelsmcastells	@DavidPelegri
@angelsmcastells	@davidpich
@angelsmcastells	@ddnogue
@angelsmcastells	@Der_Betrachter_
@angelsmcastells	@Doctor_Tornasol
@angelsmcastells	@dracoilluna
@angelsmcastells	@dribo4
@angelsmcastells	@dt1111ws
@angelsmcastells	@EA2CXK
@angelsmcastells	@Edu_Genis
@angelsmcastells	@EFelip
@angelsmcastells	@efernandezo2010
@angelsmcastells	@El_Ekilibrio
@angelsmcastells	@elcalderer
@angelsmcastells	@Elisabeth120965
@angelsmcastells	@ElisendaMorera
@angelsmcastells	@elmarcmartinez
@angelsmcastells	@elpontcoop
@angelsmcastells	@elracodeltono
@angelsmcastells	@ElsokeBarricada
@angelsmcastells	@elupirodri
@angelsmcastells	@ElviraGonzlez12
@angelsmcastells	@Enfocant
@angelsmcastells	@EnricNoguera1
@angelsmcastells	@EPascualLagunas
@angelsmcastells	@ErnestGutiGal
@angelsmcastells	@esbarzer_roig
@angelsmcastells	@escompani
@angelsmcastells	@eskapid
@angelsmcastells	@EspinetRicard
@angelsmcastells	@estevemaruri
@angelsmcastells	@estirabot
@angelsmcastells	@eugenia_bello
@angelsmcastells	@eulaliasol
@angelsmcastells	@FanaletFernando
@angelsmcastells	@Farranapetita
@angelsmcastells	@fballus
@angelsmcastells	@FerranFerran1
@angelsmcastells	@finabach
@angelsmcastells	@flcarlesD
@angelsmcastells	@FlorenzaXavier
@angelsmcastells	@FlyingS14652197
@angelsmcastells	@fontdelfaig
@angelsmcastells	@FraHenBa1
@angelsmcastells	@frandevelop
@angelsmcastells	@Frittz1
@angelsmcastells	@GabrielMassana
@angelsmcastells	@ganyet
@angelsmcastells	@gemma_mv97
@angelsmcastells	@GemmaCardellach
@angelsmcastells	@Gemmatps
@angelsmcastells	@GeneralMorague2
@angelsmcastells	@gilpuig_
@angelsmcastells	@Ginju3
@angelsmcastells	@GironesX
@angelsmcastells	@gkmtape
@angelsmcastells	@Gostinnet
@angelsmcastells	@grau_s
@angelsmcastells	@guellsabata
@angelsmcastells	@Guidda25
@angelsmcastells	@hcabezas2011
@angelsmcastells	@Hiruzortzi
@angelsmcastells	@hperxi
@angelsmcastells	@hpichaco
@angelsmcastells	@iagofolguera
@angelsmcastells	@ICaimel
@angelsmcastells	@Ictineo
@angelsmcastells	@idaeidea
@angelsmcastells	@iDrOj_BcN
@angelsmcastells	@iforaster
@angelsmcastells	@imasm
@angelsmcastells	@immapetit
@angelsmcastells	@Inachis_9
@angelsmcastells	@InesvanOorschot
@angelsmcastells	@IntoMari
@angelsmcastells	@iolandagustina
@angelsmcastells	@isaachigueras
@angelsmcastells	@Isaagma
@angelsmcastells	@Isinofos
@angelsmcastells	@ivax08
@angelsmcastells	@ivonne22bcn
@angelsmcastells	@jaipcat
@angelsmcastells	@jamalavedra
@angelsmcastells	@JaumeFerr
@angelsmcastells	@jaumeguillamon
@angelsmcastells	@jaumemassons
@angelsmcastells	@JaumeNorberto
@angelsmcastells	@jauper
@angelsmcastells	@JaviGomezPelaez
@angelsmcastells	@jbarrullbadia
@angelsmcastells	@jbranera
@angelsmcastells	@JECSALIS
@angelsmcastells	@Jenn_hypatia
@angelsmcastells	@JeremiasSoler
@angelsmcastells	@jhabas13
@angelsmcastells	@JMTibau
@angelsmcastells	@joaboada
@angelsmcastells	@joan_abs
@angelsmcastells	@joancharter
@angelsmcastells	@joanravi
@angelsmcastells	@joanvendrellg
@angelsmcastells	@JoelJoanJuve
@angelsmcastells	@jofrenin
@angelsmcastells	@JohanJviladom1
@angelsmcastells	@Jordi278
@angelsmcastells	@jordiCat1
@angelsmcastells	@JordiGarrido12
@angelsmcastells	@jordigraur
@angelsmcastells	@jordimartifont_
@angelsmcastells	@jordinaboix
@angelsmcastells	@JordinaEM
@angelsmcastells	@jordiplus
@angelsmcastells	@JordiPotaroig
@angelsmcastells	@jordipuigq
@angelsmcastells	@JordiVanderwaal
@angelsmcastells	@Josep_ReB
@angelsmcastells	@Josep212
@angelsmcastells	@JosepAlonso67
@angelsmcastells	@JosepCatt
@angelsmcastells	@josepcortinabul
@angelsmcastells	@JosepGraells
@angelsmcastells	@josepmuntpros
@angelsmcastells	@joseppique
@angelsmcastells	@josepviveshotm1
@angelsmcastells	@jota_tepe
@angelsmcastells	@jsern23
@angelsmcastells	@jtortosc
@angelsmcastells	@JuaneloTurriano
@angelsmcastells	@JuliaCambra
@angelsmcastells	@juliaioleguer
@angelsmcastells	@julidejdarmuoz
@angelsmcastells	@Julymon35
@angelsmcastells	@jumatemi
@angelsmcastells	@jvila31
@angelsmcastells	@jwatermelono
@angelsmcastells	@Kellliure
@angelsmcastells	@kiketomas
@angelsmcastells	@kirapermanyer
@angelsmcastells	@koghofire
@angelsmcastells	@kopcat30
@angelsmcastells	@LaiaVinas
@angelsmcastells	@lannarosell
@angelsmcastells	@larrymcarrow
@angelsmcastells	@Laurence_Sterne
@angelsmcastells	@laureta79
@angelsmcastells	@laurls86
@angelsmcastells	@LiamWPatton
@angelsmcastells	@linasegarra
@angelsmcastells	@lisbonabona
@angelsmcastells	@littlemisspinyi
@angelsmcastells	@llorencgimenop
@angelsmcastells	@lluciaferrer
@angelsmcastells	@LluisAlcala
@angelsmcastells	@LluisCobaledaM
@angelsmcastells	@lluismora
@angelsmcastells	@LluisNavarrete
@angelsmcastells	@lluissalvatella
@angelsmcastells	@LlullLluis
@angelsmcastells	@Lluna_ebs
@angelsmcastells	@Lo_Catarina
@angelsmcastells	@lokomon
@angelsmcastells	@lulumartu
@angelsmcastells	@mafflles
@angelsmcastells	@maimateus
@angelsmcastells	@maite_verd
@angelsmcastells	@Mallorcat
@angelsmcastells	@mandarina2406
@angelsmcastells	@ManelGinesBiels
@angelsmcastells	@Manelic1714
@angelsmcastells	@manelpastor
@angelsmcastells	@maniflix
@angelsmcastells	@manolo_loop
@angelsmcastells	@MarcFerranS
@angelsmcastells	@MarcGasco
@angelsmcastells	@MarcosLielisks
@angelsmcastells	@marcrosich
@angelsmcastells	@MarcSantasusana
@angelsmcastells	@MarianEivissa
@angelsmcastells	@maricbeltran
@angelsmcastells	@MarinsolanoFina
@angelsmcastells	@Mariola67290946
@angelsmcastells	@Maripicher
@angelsmcastells	@Marisa83861395
@angelsmcastells	@marissa_prat
@angelsmcastells	@Marta54310539
@angelsmcastells	@MartaAriste
@angelsmcastells	@MartaBP44
@angelsmcastells	@MartaTapiolas
@angelsmcastells	@martetamataro
@angelsmcastells	@MarzaGimenez
@angelsmcastells	@mayor_monica
@angelsmcastells	@mbatet
@angelsmcastells	@mcalderonmirada
@angelsmcastells	@mcasas205
@angelsmcastells	@menjafus
@angelsmcastells	@MeritxellSerret
@angelsmcastells	@merkatari
@angelsmcastells	@messari_
@angelsmcastells	@miaioia_r
@angelsmcastells	@mickycastiella
@angelsmcastells	@miluverd
@angelsmcastells	@mindundi10
@angelsmcastells	@miquel_lazaro
@angelsmcastells	@miquelsaperas
@angelsmcastells	@mireia_capde
@angelsmcastells	@MisterandRufus
@angelsmcastells	@Molt05
@angelsmcastells	@MonteLopezAlon1
@angelsmcastells	@montsantt
@angelsmcastells	@montse_castella
@angelsmcastells	@montseceb
@angelsmcastells	@Montsefranchs
@angelsmcastells	@montsesagarra70
@angelsmcastells	@morpheus17pro
@angelsmcastells	@Moscadelvi
@angelsmcastells	@Moscamascojoner
@angelsmcastells	@mosqueragoce
@angelsmcastells	@MRoser58
@angelsmcastells	@mscanaleta
@angelsmcastells	@MTarragona
@angelsmcastells	@mtresserra
@angelsmcastells	@mtsarda
@angelsmcastells	@munkunill
@angelsmcastells	@murri1972
@angelsmcastells	@NALBAROMA
@angelsmcastells	@natxo_k
@angelsmcastells	@ncoloma2
@angelsmcastells	@NeusFalgas
@angelsmcastells	@nextjainde
@angelsmcastells	@niljan
@angelsmcastells	@Nitzarel
@angelsmcastells	@Niudepop
@angelsmcastells	@Noeblanch
@angelsmcastells	@noesasu
@angelsmcastells	@Noor_BCN
@angelsmcastells	@nuriajoana
@angelsmcastells	@NuriaPereiras
@angelsmcastells	@NuriaPradas
@angelsmcastells	@NuriaStrid
@angelsmcastells	@nurichi87
@angelsmcastells	@NuriFont
@angelsmcastells	@Nutafre123
@angelsmcastells	@OlatzodiomiPC
@angelsmcastells	@OMotger
@angelsmcastells	@onegodmbs
@angelsmcastells	@Ori_vi
@angelsmcastells	@ORIOLET7
@angelsmcastells	@OriolFilba
@angelsmcastells	@OriolPauBuch
@angelsmcastells	@OWynn
@angelsmcastells	@paco197036
@angelsmcastells	@pain_spain
@angelsmcastells	@palmira_marti
@angelsmcastells	@PanderetaZalea
@angelsmcastells	@Paperenblanc
@angelsmcastells	@paremiq
@angelsmcastells	@PauCendon
@angelsmcastells	@paula_mbecerra
@angelsmcastells	@pauperez
@angelsmcastells	@PauRomeuTorres
@angelsmcastells	@paysol49
@angelsmcastells	@peluamaritimo
@angelsmcastells	@penyeta
@angelsmcastells	@pepcalabona
@angelsmcastells	@PepG_P
@angelsmcastells	@PepPayo
@angelsmcastells	@pepsolavall
@angelsmcastells	@perebanmar
@angelsmcastells	@perpetuaborda
@angelsmcastells	@PilarAg98127948
@angelsmcastells	@pinyuner
@angelsmcastells	@pmarquez86
@angelsmcastells	@Podem_Lleida
@angelsmcastells	@podemsantsbcn
@angelsmcastells	@Polaca1714
@angelsmcastells	@polnatorclamarc
@angelsmcastells	@pons21739
@angelsmcastells	@pratsangles
@angelsmcastells	@quim_net
@angelsmcastells	@rafelfg
@angelsmcastells	@Ramona_Sole
@angelsmcastells	@ramonagrubio
@angelsmcastells	@RamonAytes
@angelsmcastells	@RamonetFont
@angelsmcastells	@RamonSans5
@angelsmcastells	@raquelbih
@angelsmcastells	@RBGardeny
@angelsmcastells	@rcpuig94
@angelsmcastells	@RCucurull
@angelsmcastells	@RDBCat
@angelsmcastells	@rguixe
@angelsmcastells	@RicardVic
@angelsmcastells	@rikr_66
@angelsmcastells	@Riusjoan
@angelsmcastells	@robert_ara
@angelsmcastells	@roccasagran
@angelsmcastells	@roger_vilanova
@angelsmcastells	@Rogerleiva81
@angelsmcastells	@rosampl_1971
@angelsmcastells	@Roscalsina
@angelsmcastells	@Roser_Angrill
@angelsmcastells	@rosertornes
@angelsmcastells	@roskys1
@angelsmcastells	@RoxanneU2
@angelsmcastells	@s_escarre
@angelsmcastells	@Sandrafdez19
@angelsmcastells	@SantCugatenc
@angelsmcastells	@SantiagoBotonet
@angelsmcastells	@Santiglezzz
@angelsmcastells	@SAPMuntanya
@angelsmcastells	@Sara67822151
@angelsmcastells	@sdombon
@angelsmcastells	@seansowl
@angelsmcastells	@Sergi_SMJ
@angelsmcastells	@SergiCastanye
@angelsmcastells	@SergiFirmino
@angelsmcastells	@sergiisolaa
@angelsmcastells	@SergiPascualFer
@angelsmcastells	@serracasals
@angelsmcastells	@sherlocka1714
@angelsmcastells	@sildavia13
@angelsmcastells	@Silviacostav
@angelsmcastells	@Silviavm74
@angelsmcastells	@Silvitot
@angelsmcastells	@SLeon996
@angelsmcastells	@socdelbario
@angelsmcastells	@soltramengual
@angelsmcastells	@Somiatwiter
@angelsmcastells	@SoniaCatalaneta
@angelsmcastells	@Sooniafarran
@angelsmcastells	@sotoarmengol
@angelsmcastells	@SoyToniL
@angelsmcastells	@sredomarti
@angelsmcastells	@SRemola
@angelsmcastells	@SrgFrr
