name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__elvy18	<a href="https://twitter.com/__elvy18" target="_blank">__elvy18</a>	1	0	1	596	422	32786	Vicente Calderón Stadium	041
@__Firestorm__	<a href="https://twitter.com/__Firestorm__" target="_blank">__Firestorm__</a>	1	0	1	618	1341	29338	Oviedo/Madrid	010
@__Gonzalos__	<a href="https://twitter.com/__Gonzalos__" target="_blank">__Gonzalos__</a>	11	0	1	4349	5001	17809	Illes Balears	010
@__josers	<a href="https://twitter.com/__josers" target="_blank">__josers</a>	1	0	1	47	137	1611	Valencia, España	012
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	1	0	438	633	5571	127.0.0.1	386
@_ANN209	<a href="https://twitter.com/_ANN209" target="_blank">_ANN209</a>	1	0	1	31	71	14	Barcelona, Catalunya	184
@_AntonyN	<a href="https://twitter.com/_AntonyN" target="_blank">_AntonyN</a>	1	0	1	10	45	32		019
@_avemaia_	<a href="https://twitter.com/_avemaia_" target="_blank">_avemaia_</a>	3	0	1	3740	1064	67926	Española en Québec, Canada	015
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	3	1	249	385	6020	GZ	151
@_catastrophx	<a href="https://twitter.com/_catastrophx" target="_blank">_catastrophx</a>	2	0	1	2018	1134	18258	bus verde	042
@_Charlotte21	<a href="https://twitter.com/_Charlotte21" target="_blank">_Charlotte21</a>	0	1	0					264
@_Danone_	<a href="https://twitter.com/_Danone_" target="_blank">_Danone_</a>	1	0	1	109	266	12142		010
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	5	0	3958	298	126359	🇨🇴	012
@_despreocupado	<a href="https://twitter.com/_despreocupado" target="_blank">_despreocupado</a>	1	0	1	3585	4671	5594	Maipú, Santiago	025
@_ElyBP	<a href="https://twitter.com/_ElyBP" target="_blank">_ElyBP</a>	0	1	0					227
@_gerardgil	<a href="https://twitter.com/_gerardgil" target="_blank">_gerardgil</a>	1	1	0	295	572	1044	Barcelona	184
@_GianRuiz	<a href="https://twitter.com/_GianRuiz" target="_blank">_GianRuiz</a>	2	0	1	161	169	6792		044
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	7	0	19186	9991	69078	Cascadia	059
@_jcifuentes	<a href="https://twitter.com/_jcifuentes" target="_blank">_jcifuentes</a>	1	0	1	603	381	1958	Concepción, Chile	012
@_Joe_Black_____	<a href="https://twitter.com/_Joe_Black_____" target="_blank">_Joe_Black_____</a>	1	0	1	362	363	5672	\/|60	233
@_Kuse_	<a href="https://twitter.com/_Kuse_" target="_blank">_Kuse_</a>	1	0	1	132	304	2561		052
@_Lady_Selene_	<a href="https://twitter.com/_Lady_Selene_" target="_blank">_Lady_Selene_</a>	1	0	1	39	132	469	Barcelona	250
@_liberales	<a href="https://twitter.com/_liberales" target="_blank">_liberales</a>	6	0	1	4551	1899	123816		040
@_luchadeclases	<a href="https://twitter.com/_luchadeclases" target="_blank">_luchadeclases</a>	13	0	1	3411	1397	49969	Estado Español	007
@_Luis_GO	<a href="https://twitter.com/_Luis_GO" target="_blank">_Luis_GO</a>	2	0	2	238	304	14457	Cartagena, España	010
@_Pmarg	<a href="https://twitter.com/_Pmarg" target="_blank">_Pmarg</a>	0	1	0					267
@_Sofia_Aquino_	<a href="https://twitter.com/_Sofia_Aquino_" target="_blank">_Sofia_Aquino_</a>	1	0	1	209	166	21495	Paraguay / Central / Luque	010
@_T4NY4_	<a href="https://twitter.com/_T4NY4_" target="_blank">_T4NY4_</a>	1	0	1	114	205	1171		053
@_TripleD_	<a href="https://twitter.com/_TripleD_" target="_blank">_TripleD_</a>	1	0	1	203	572	17782	En Twitch tryeando 8* de jumps	010
@_xampagnemami_	<a href="https://twitter.com/_xampagnemami_" target="_blank">_xampagnemami_</a>	1	0	1	776	2136	25110	Madrid, Comunidad de Madrid	041
@000120o	<a href="https://twitter.com/000120o" target="_blank">000120o</a>	5	0	2	3654	511	719391	Italia-Roma	022
@0353Joan	<a href="https://twitter.com/0353Joan" target="_blank">0353Joan</a>	1	8	0	1077	907	7363	Ses illes perdudes #FaremUnTro	057
@0b2b3e24a474442	<a href="https://twitter.com/0b2b3e24a474442" target="_blank">0b2b3e24a474442</a>	1	0	1	15	152	1777		010
@0hmypottter	<a href="https://twitter.com/0hmypottter" target="_blank">0hmypottter</a>	1	0	1	7247	6152	115980	Cabaña 3 de Grimmauld Place.	041
@100justos	<a href="https://twitter.com/100justos" target="_blank">100justos</a>	1	0	1	1112	1251	7854	Barcelona, Cataluña	007
@11jordi	<a href="https://twitter.com/11jordi" target="_blank">11jordi</a>	2	3	0	205	856	1034		091
@123Lenchen	<a href="https://twitter.com/123Lenchen" target="_blank">123Lenchen</a>	1	0	1	448	466	29634		319
@151f1cd26253497	<a href="https://twitter.com/151f1cd26253497" target="_blank">151f1cd26253497</a>	4	0	1	961	1451	37796	Sevilla, España	010
@1959LucNic	<a href="https://twitter.com/1959LucNic" target="_blank">1959LucNic</a>	0	1	0					029
@1961_NONO	<a href="https://twitter.com/1961_NONO" target="_blank">1961_NONO</a>	3	0	2	501	814	9366	canarias	010
@1998_aarn	<a href="https://twitter.com/1998_aarn" target="_blank">1998_aarn</a>	1	0	1	163	216	2861	Llíria, España	041
@19MariCarmen19	<a href="https://twitter.com/19MariCarmen19" target="_blank">19MariCarmen19</a>	1	0	1	4	47	1090		017
@1Recluta_Patoso	<a href="https://twitter.com/1Recluta_Patoso" target="_blank">1Recluta_Patoso</a>	0	12	0					052
@1Shaki92	<a href="https://twitter.com/1Shaki92" target="_blank">1Shaki92</a>	0	1	0					249
@2012pedroalons1	<a href="https://twitter.com/2012pedroalons1" target="_blank">2012pedroalons1</a>	1	0	1	41	156	1644		017
@22_dur	<a href="https://twitter.com/22_dur" target="_blank">22_dur</a>	11	0	4	916	900	60444		010
@228ari	<a href="https://twitter.com/228ari" target="_blank">228ari</a>	13	0	1	75	163	11219		017
@22manufernandez	<a href="https://twitter.com/22manufernandez" target="_blank">22manufernandez</a>	1	0	1	981	314	66942	Dende Silleda ata Ourense	021
@29_mire	<a href="https://twitter.com/29_mire" target="_blank">29_mire</a>	1	0	1	48	57	214		006
@2josepmariasala	<a href="https://twitter.com/2josepmariasala" target="_blank">2josepmariasala</a>	1	0	1	179	439	3496	L'Ametlla de Merola	010
@30_bixit	<a href="https://twitter.com/30_bixit" target="_blank">30_bixit</a>	9	0	1	274	326	4554		161
@3v43v4	<a href="https://twitter.com/3v43v4" target="_blank">3v43v4</a>	18	0	1	150	294	8892	Vilassar de Dalt, Catalunya	010
@3vst_	<a href="https://twitter.com/3vst_" target="_blank">3vst_</a>	1	0	1	92	125	158	Coruña	008
@4ng3lP	<a href="https://twitter.com/4ng3lP" target="_blank">4ng3lP</a>	3	1	0	135	332	2557		246
@4nonyma	<a href="https://twitter.com/4nonyma" target="_blank">4nonyma</a>	4	0	1	591	1616	9960	España	059
@4xsample	<a href="https://twitter.com/4xsample" target="_blank">4xsample</a>	0	2	0					117
@53Sutton	<a href="https://twitter.com/53Sutton" target="_blank">53Sutton</a>	1	0	1	188	1036	8618		004
@68719298	<a href="https://twitter.com/68719298" target="_blank">68719298</a>	1	0	1	638	921	27066		010
@724_2525	<a href="https://twitter.com/724_2525" target="_blank">724_2525</a>	1	0	1	176	275	18960		044
@77Theduende	<a href="https://twitter.com/77Theduende" target="_blank">77Theduende</a>	1	0	1	69	276	8259	Planeta Tierra.	040
@85RaulDelgado	<a href="https://twitter.com/85RaulDelgado" target="_blank">85RaulDelgado</a>	1	0	1	33	140	47	España	003
@92Esthergarcia	<a href="https://twitter.com/92Esthergarcia" target="_blank">92Esthergarcia</a>	5	0	1	34	147	3251		212
@9Chriz	<a href="https://twitter.com/9Chriz" target="_blank">9Chriz</a>	2	0	2	14	0	949	4th dimension	030
@a_b_berurier	<a href="https://twitter.com/a_b_berurier" target="_blank">a_b_berurier</a>	1	0	1	22838	21772	152859	Córdoba, Argentina	010
@A_Churrusqueira	<a href="https://twitter.com/A_Churrusqueira" target="_blank">A_Churrusqueira</a>	6	0	1	206	147	4961	Silleda, Gz	008
@a_didac	<a href="https://twitter.com/a_didac" target="_blank">a_didac</a>	2	0	1	122	562	1217	Lloret de Mar, Catalunya	229
@a_limonados	<a href="https://twitter.com/a_limonados" target="_blank">a_limonados</a>	1	0	1	149	435	5426		040
@a_losil	<a href="https://twitter.com/a_losil" target="_blank">a_losil</a>	2	0	2	886	1294	21028	València	014
@A_sertivo	<a href="https://twitter.com/A_sertivo" target="_blank">A_sertivo</a>	0	2	0					120
@A2LBA	<a href="https://twitter.com/A2LBA" target="_blank">A2LBA</a>	2	0	1	172	192	2029	Tarragona - Spain	118
@Aaaa280219	<a href="https://twitter.com/Aaaa280219" target="_blank">Aaaa280219</a>	1	0	1	454	1236	9745		044
@aannndreaa	<a href="https://twitter.com/aannndreaa" target="_blank">aannndreaa</a>	1	0	1	881	811	13414	Madrid	048
@abellafly	<a href="https://twitter.com/abellafly" target="_blank">abellafly</a>	3	1	0	78	384	472	Riviera Maya, Mexico	026
@abellogustavo	<a href="https://twitter.com/abellogustavo" target="_blank">abellogustavo</a>	1	0	1	1202	2310	36250	Toronto, ON, CA, M2N 1H9	135
@AbsolutM	<a href="https://twitter.com/AbsolutM" target="_blank">AbsolutM</a>	1	0	1	965	843	120775	Buenos Aires	040
@abuelakueka	<a href="https://twitter.com/abuelakueka" target="_blank">abuelakueka</a>	5	0	2	40	777	880	Venezuela	019
@abuelarebelde1	<a href="https://twitter.com/abuelarebelde1" target="_blank">abuelarebelde1</a>	2	0	1	81	64	4265		215
@Acampadasbd	<a href="https://twitter.com/Acampadasbd" target="_blank">Acampadasbd</a>	1	0	1	2764	1893	58118	Sabadell	028
@acarbotorres	<a href="https://twitter.com/acarbotorres" target="_blank">acarbotorres</a>	3	0	1	198	107	2222	Agramuntí que viu a Barcelona	357
@AcerolaOrioon	<a href="https://twitter.com/AcerolaOrioon" target="_blank">AcerolaOrioon</a>	1	1	0	278	86	9199	Barcelona, España	201
@ACM1995CHA	<a href="https://twitter.com/ACM1995CHA" target="_blank">ACM1995CHA</a>	3	0	1	347	346	7507	Picassent/Alcasser	060
@Acontra015	<a href="https://twitter.com/Acontra015" target="_blank">Acontra015</a>	1	0	1	74	294	3492		040
@ADecroissance	<a href="https://twitter.com/ADecroissance" target="_blank">ADecroissance</a>	1	1	0	5905	1930	30780	local to global	187
@ADF175Esparregu	<a href="https://twitter.com/ADF175Esparregu" target="_blank">ADF175Esparregu</a>	9	0	1	392	331	7353	Esparreguera, Espanya	016
@adiaz_18_06	<a href="https://twitter.com/adiaz_18_06" target="_blank">adiaz_18_06</a>	1	0	1	26	58	20	Barcelona, España	046
@adriagalin	<a href="https://twitter.com/adriagalin" target="_blank">adriagalin</a>	3	0	1	246	558	3464	Barcelona, España	010
@Adriaige_7	<a href="https://twitter.com/Adriaige_7" target="_blank">Adriaige_7</a>	2	0	1	324	640	3047	Balaguer, Catalunya	074
@adriamarsa	<a href="https://twitter.com/adriamarsa" target="_blank">adriamarsa</a>	1	0	1	178	218	9960	hyrule	018
@adrian179721	<a href="https://twitter.com/adrian179721" target="_blank">adrian179721</a>	1	0	1	46	698	911		301
@Adrian98255	<a href="https://twitter.com/Adrian98255" target="_blank">Adrian98255</a>	2	0	1	298	482	10253	Alicante, España	010
@adriana_chikiti	<a href="https://twitter.com/adriana_chikiti" target="_blank">adriana_chikiti</a>	13	0	1	65	180	1170	girona	010
@adrianclark94	<a href="https://twitter.com/adrianclark94" target="_blank">adrianclark94</a>	1	0	1	354	320	6720	Edinburgh	066
@adrianrbravo	<a href="https://twitter.com/adrianrbravo" target="_blank">adrianrbravo</a>	1	33	0	1960	1636	46811	Teis, Vigo - Galiza	018
