name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__batibati	<a href="https://twitter.com/__batibati" target="_blank">__batibati</a>	1	0	1	3	98	13		066
@_AndreaNuevo	<a href="https://twitter.com/_AndreaNuevo" target="_blank">_AndreaNuevo</a>	1	0	1	83	59	4554		161
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	0	1	249	385	6020	GZ	190
@_corbo	<a href="https://twitter.com/_corbo" target="_blank">_corbo</a>	11	0	1	125	253	6040	Catalunya	120
@_Egur_	<a href="https://twitter.com/_Egur_" target="_blank">_Egur_</a>	4	0	1	85	290	1943	Euskal Herria	052
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	1	19186	9991	69078	Cascadia	025
@_Kolinhar_	<a href="https://twitter.com/_Kolinhar_" target="_blank">_Kolinhar_</a>	3	0	1	61	69	799	Barcelona,Spain	167
@_Meeiii_03	<a href="https://twitter.com/_Meeiii_03" target="_blank">_Meeiii_03</a>	5	0	1	11	38	926	Gerona, Cataluña	061
@_xarlse	<a href="https://twitter.com/_xarlse" target="_blank">_xarlse</a>	15	0	2	139	195	7002	Tarragona, Catalunya.	006
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	0	1	461	285	5927	Viladecans (Barcelona)	068
@10Fals	<a href="https://twitter.com/10Fals" target="_blank">10Fals</a>	4	0	1	46	115	5618	El Camp de l'Arpa	019
@15jba	<a href="https://twitter.com/15jba" target="_blank">15jba</a>	13	0	3	1097	2152	14894	Catalunya	006
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	1	516	288	52974	Catalunya.	223
@1909_RSF	<a href="https://twitter.com/1909_RSF" target="_blank">1909_RSF</a>	2	2	0	787	872	5938	Euskal Herria Askatu!	112
