name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@____Maria___	<a href="https://twitter.com/____Maria___" target="_blank">____Maria___</a>	1	0	1	512	531	26289	Vic!	141
@___m______1___	<a href="https://twitter.com/___m______1___" target="_blank">___m______1___</a>	1	0	1	315	91	2590	hasta los huevos del nacionalismo.	145
@_avforts	<a href="https://twitter.com/_avforts" target="_blank">_avforts</a>	3	0	1	66	89	2404	Auckland City, New Zealand	091
@_corbo	<a href="https://twitter.com/_corbo" target="_blank">_corbo</a>	11	0	3	125	253	6040	Catalunya	009
@_doris_casas	<a href="https://twitter.com/_doris_casas" target="_blank">_doris_casas</a>	4	0	1	34	218	9178		027
@_Dyos	<a href="https://twitter.com/_Dyos" target="_blank">_Dyos</a>	12	0	1	96	272	5168		011
@_Egur_	<a href="https://twitter.com/_Egur_" target="_blank">_Egur_</a>	4	0	1	85	290	1943	Euskal Herria	044
@_gemmartinez	<a href="https://twitter.com/_gemmartinez" target="_blank">_gemmartinez</a>	1	0	1	232	1248	237	Barcelona	203
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	3	4	19186	9991	69078	Cascadia	072
@_J_Cummings_	<a href="https://twitter.com/_J_Cummings_" target="_blank">_J_Cummings_</a>	1	0	1	2898	3325	18596	Queens, NY	011
@_jo_do	<a href="https://twitter.com/_jo_do" target="_blank">_jo_do</a>	2	2	0	782	1434	3791	Colònia per poc temps	228
@_lben_	<a href="https://twitter.com/_lben_" target="_blank">_lben_</a>	1	0	1	421	373	19423		136
@_lovemylive13	<a href="https://twitter.com/_lovemylive13" target="_blank">_lovemylive13</a>	2	0	1	14	136	408	Catalunya	001
@_maduixesroges	<a href="https://twitter.com/_maduixesroges" target="_blank">_maduixesroges</a>	1	0	1	106	496	188	Barcelona	294
@_Maria_Dantas_	<a href="https://twitter.com/_Maria_Dantas_" target="_blank">_Maria_Dantas_</a>	10	0	4	1695	2524	36048	Barcelona	005
@_Mitx_	<a href="https://twitter.com/_Mitx_" target="_blank">_Mitx_</a>	2	0	1	19	72	376	Catalunya	044
@_morerap	<a href="https://twitter.com/_morerap" target="_blank">_morerap</a>	1	6	0	349	148	869	Barcelona	160
@_MrDarwin_	<a href="https://twitter.com/_MrDarwin_" target="_blank">_MrDarwin_</a>	7	0	1	328	2495	11377	Distrito 12	003
@_Nits	<a href="https://twitter.com/_Nits" target="_blank">_Nits</a>	4	0	1	31	120	702	Catalunya	099
