name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	0	1	438	633	5571	127.0.0.1	221
@_Alafuga	<a href="https://twitter.com/_Alafuga" target="_blank">_Alafuga</a>	0	8	0					031
@_albacasals	<a href="https://twitter.com/_albacasals" target="_blank">_albacasals</a>	1	0	1	13	79	331		017
@_Angel_Alonso_	<a href="https://twitter.com/_Angel_Alonso_" target="_blank">_Angel_Alonso_</a>	1	0	1	101	130	4011		415
@_arcosyflechas	<a href="https://twitter.com/_arcosyflechas" target="_blank">_arcosyflechas</a>	1	0	1	306	326	4105	Tarragona, Cataluña	052
@_BarbaraVC	<a href="https://twitter.com/_BarbaraVC" target="_blank">_BarbaraVC</a>	2	1	0	97	226	1810	Barcelona	479
@_doris_casas	<a href="https://twitter.com/_doris_casas" target="_blank">_doris_casas</a>	4	0	1	34	218	9178		017
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	2	19186	9991	69078	Cascadia	030
@_irishrepublic	<a href="https://twitter.com/_irishrepublic" target="_blank">_irishrepublic</a>	3	0	1	1454	1732	12409	Ireland	023
@_marcalme	<a href="https://twitter.com/_marcalme" target="_blank">_marcalme</a>	2	0	1	120	726	7735		004
@_Maria_Dantas_	<a href="https://twitter.com/_Maria_Dantas_" target="_blank">_Maria_Dantas_</a>	10	0	1	1695	2524	36048	Barcelona	202
@_mariavc_	<a href="https://twitter.com/_mariavc_" target="_blank">_mariavc_</a>	2	0	1	13	79	347		258
@_MarioSoria_	<a href="https://twitter.com/_MarioSoria_" target="_blank">_MarioSoria_</a>	2	0	1	137	207	605	Terrassa, España	160
@_Marta_1982	<a href="https://twitter.com/_Marta_1982" target="_blank">_Marta_1982</a>	1	0	1	16	143	60		270
@_MiracleDrug_	<a href="https://twitter.com/_MiracleDrug_" target="_blank">_MiracleDrug_</a>	3	0	1	204	362	10245	Palau	308
@_mitsukisoul	<a href="https://twitter.com/_mitsukisoul" target="_blank">_mitsukisoul</a>	2	0	1	838	381	48076	BCN	015
@_morerap	<a href="https://twitter.com/_morerap" target="_blank">_morerap</a>	1	3	0	349	148	869	Barcelona	243
@_nuriamon	<a href="https://twitter.com/_nuriamon" target="_blank">_nuriamon</a>	1	1	0	6	28	24		503
@_paopaolis	<a href="https://twitter.com/_paopaolis" target="_blank">_paopaolis</a>	0	4	0					221
@_Senda	<a href="https://twitter.com/_Senda" target="_blank">_Senda</a>	2	1	1	2757	1134	28799	La Noguera, Països Valencians	024
@_sessantasette	<a href="https://twitter.com/_sessantasette" target="_blank">_sessantasette</a>	1	0	1	82	125	457	España	008
@_swordswoman_	<a href="https://twitter.com/_swordswoman_" target="_blank">_swordswoman_</a>	2	0	1	3167	3022	70518		242
@0IrTE	<a href="https://twitter.com/0IrTE" target="_blank">0IrTE</a>	9	0	2	148	60	20546	Catalunya	013
@0ltremare	<a href="https://twitter.com/0ltremare" target="_blank">0ltremare</a>	3	0	1	335	341	33347	Volem ser lliures	015
@0Marc0ES	<a href="https://twitter.com/0Marc0ES" target="_blank">0Marc0ES</a>	2	0	1	889	749	13698	La maleta de Newt Scamander	441
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	1	664	1159	13762	Avià-Bcn, Catalunya	357
@1_K4r0l_1	<a href="https://twitter.com/1_K4r0l_1" target="_blank">1_K4r0l_1</a>	12	0	1	70	379	1068	Barcelona, España	004
@10cfont	<a href="https://twitter.com/10cfont" target="_blank">10cfont</a>	2	0	1	118	186	795	Catalunya	017
@10chumanga	<a href="https://twitter.com/10chumanga" target="_blank">10chumanga</a>	1	0	1	30	112	665		479
