name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_BerNius	<a href="https://twitter.com/_BerNius" target="_blank">_BerNius</a>	2	0	1	1282	1507	25568	Vila de Sarrià-Països Catalans	046
@_sspm	<a href="https://twitter.com/_sspm" target="_blank">_sspm</a>	1	0	1	930	75	4907		002
@_thebighater	<a href="https://twitter.com/_thebighater" target="_blank">_thebighater</a>	1	0	1	154	207	1271		002
@1O_App	<a href="https://twitter.com/1O_App" target="_blank">1O_App</a>	1	1	0	1113	93	204		102
@1riolFarre	<a href="https://twitter.com/1riolFarre" target="_blank">1riolFarre</a>	0	1	0					101
@27_antu	<a href="https://twitter.com/27_antu" target="_blank">27_antu</a>	4	0	1	23	112	2286	Polònia	002
@3N4ICM4u41	<a href="https://twitter.com/3N4ICM4u41" target="_blank">3N4ICM4u41</a>	8	0	1	3462	3357	62845	Catalunya (Països Catalans)	002
@9colormanel	<a href="https://twitter.com/9colormanel" target="_blank">9colormanel</a>	9	0	1	88	366	5258	Sitges, España	004
@ABalagu	<a href="https://twitter.com/ABalagu" target="_blank">ABalagu</a>	17	6	0	4646	4899	101124		004
@adelaguia_cat	<a href="https://twitter.com/adelaguia_cat" target="_blank">adelaguia_cat</a>	1	0	1	995	460	4993	Móra d'Ebre-Països Catalans	001
@AdriAlonso1	<a href="https://twitter.com/AdriAlonso1" target="_blank">AdriAlonso1</a>	1	0	1	158	394	2555	Galiza	002
@adrii05140	<a href="https://twitter.com/adrii05140" target="_blank">adrii05140</a>	1	0	1	46	160	2589	el Poble Sec, Barcelona	002
@AEmanuelTerNat	<a href="https://twitter.com/AEmanuelTerNat" target="_blank">AEmanuelTerNat</a>	38	0	2	65	375	6684	Barcelona, Catalunya	001
@AgnesCiurana	<a href="https://twitter.com/AgnesCiurana" target="_blank">AgnesCiurana</a>	0	1	0					006
@agus_tiniko	<a href="https://twitter.com/agus_tiniko" target="_blank">agus_tiniko</a>	4	0	1	42	210	2290	Badalona, España	002
@AgustiIgnasi	<a href="https://twitter.com/AgustiIgnasi" target="_blank">AgustiIgnasi</a>	8	0	1	1003	928	67519	www.cristians.cat	028
@Aina10villares	<a href="https://twitter.com/Aina10villares" target="_blank">Aina10villares</a>	1	4	0	199	771	3313	Sant Cugat, Barcelona	018
@AIRJAG	<a href="https://twitter.com/AIRJAG" target="_blank">AIRJAG</a>	3	1	0	590	2131	23305	República de Catalunya, UE	098
@ajaume	<a href="https://twitter.com/ajaume" target="_blank">ajaume</a>	11	0	1	1466	628	60925	barcelona	002
@AJVallvidrera	<a href="https://twitter.com/AJVallvidrera" target="_blank">AJVallvidrera</a>	5	2	0	469	424	514	Vallvidrera	046
@AlbaBalcells	<a href="https://twitter.com/AlbaBalcells" target="_blank">AlbaBalcells</a>	2	1	0	1262	1106	5098	Linyola	008
