Source	Target
@_pmarkes	@A_Bretodeau
@_pmarkes	@Campdelasort
@A3Noticias	@evasebher
@A3Noticias	@OTejero
@abelplana	@PDECATNouBarris
@ACTUALIZATEes	@InmaculadaOrt10
@adriaaubert	@EnricRh
@adriaaubert	@lanicolass
@adriaaubert	@martabatallas
@aesux	@HereudeCanPich
@aesux	@JosepRuaix
@Agents_Rurals	@Carmina7
@Agents_Rurals	@cipotal
@Agents_Rurals	@forescat
@Agents_Rurals	@IPadulles
@Agents_Rurals	@moisbd
@Agents_Rurals	@pedrogarciaflo3
@Agents_Rurals	@riicard7
@Alba_87_	@motiuscat
@aleix_amm	@OscArnau
@alellacup	@dgalileag
@alexdelmas10	@noaj86
@alexdelmas10	@peptorraa
@amirabal10	@sanzjuli15
@ANC_Manlleu	@Emili_Pedrola
@ANC_Manlleu	@patunikos
@ANC_Manlleu	@SolaElisabet
@anclescala	@Xavier_Ballesta
@ANCNouBarris	@eltrenas
@angelsmcastells	@albapmas
@angelsmcastells	@arabia_ivan
@angelsmcastells	@arakemanuel
@angelsmcastells	@arturdcatalonia
@angelsmcastells	@bertasosa91
@angelsmcastells	@castellviteresa
@angelsmcastells	@eljuliet_bnv
@angelsmcastells	@JaumeLlanso
@angelsmcastells	@jordipons8
@angelsmcastells	@kinbota
@angelsmcastells	@littleisagg
@angelsmcastells	@montoliu_pilar
@angelsmcastells	@nadamas2000
@angelsmcastells	@PalouPatrick
@angelsmcastells	@Paraules
@angelsmcastells	@pontgasau_sara
@angelsmcastells	@psichar
@angelsmcastells	@quimbosch
@angelsmcastells	@Rafel_Arnal
@angelsmcastells	@RumbcapItaca
@angelsmcastells	@rvirgilipolls
@angelsmcastells	@Siatot
@angelsmcastells	@sorribescodina
@angelsmcastells	@Tritonna3
@angelsmcastells	@Txaumell
@angelsmcastells	@utdblancx
@angelsmcastells	@Viqui41807090
@angelsmcastells	@YoBegok
@angelstomasgonz	@francescms
@anna_arque	@11s2014
@anna_arque	@aligatrencada
@anna_arque	@Carles1968
@anna_arque	@carlespamies
@anna_arque	@cbonaventura
@anna_arque	@ElGripau
@anna_arque	@joanfr72
@anna_arque	@joreyesce
@anna_arque	@jromeuca
@anna_arque	@kinbota
@anna_arque	@luna42968947
@anna_arque	@negre_joan
@anna_arque	@nereus_22
@anna_arque	@sandradrasan
@anna_arque	@SanzVeciana
@anna_arque	@sergi_lliure
@annasalicru	@EtstuSocjo
@annasalicru	@JOSEPGELABERT
@annazamar	@13thkyr
@annazamar	@AComunis
@annazamar	@boonen_tb
@annazamar	@JosepAntonell
@annazamar	@oscar191173
@annazamar	@ricardo21893637
@annazamar	@Sr_falu
@anoiadiari	@Axelman72
@anoiadiari	@BadiaJordi
@anoiadiari	@cora_mm
@anoiadiari	@Dsolerortinez
@anoiadiari	@tdiazb
@anoiadiari	@ton_pons
@anoiadiari	@tXiPhotone
@anoiadiari	@xabiersoto
@Arran_Tarragona	@arsraul
@ArturColl	@eugeniabr85
@assembleagroga	@SuperNueli
@ateneuhosta	@paurolan
@Aurora_Madaula	@fopiga
@bernatpicornell	@xaviudez
@bombersvlrd	@Campdelasort
@bombersvlrd	@manuel_soca
@bombersvlrd	@PSBallart
@bori_not	@economiacat1
@Brugarolas	@natx1958
@cancapablanca	@andreucordon
@cancapablanca	@arturorosero1
@cancapablanca	@Bernat_Sort
@cancapablanca	@CUPSabadell
@cancapablanca	@joanna_garca
@cancapablanca	@mireiachavarria
@cancapablanca	@roccasagran
@cancapablanca	@SuperNueli
@Candeliano	@PubilladelTer
@Candeliano	@sebasnogueres
@CarlesHeredia	@Esterdelyu
@CarlesMundo	@AlbaMalagelada
@CarlesMundo	@AlbertFerrerR
@CarlesMundo	@AntonCros
@CarlesMundo	@BetonaComin
@CarlesMundo	@gavaldairujo
@CarlesMundo	@guillemseri
@CarlesMundo	@JoanSPuigPasqua
@CarlesMundo	@mangelsgarcia
@CarlesMundo	@MartiProven
@CarlesMundo	@Nvilab
@CarlesMundo	@oriolmolist
@CarlesMundo	@silprava
@CatCentralDC	@dboschpe
@CatCentralDC	@DemocratesBCN
@CDR_SEulalia	@susbg13
@CDRGoticRaval	@anna_sanllehy
@CDRGoticRaval	@catalajoanam
@CDRGoticRaval	@MariaOxbow
@CDRGoticRaval	@ossomarino
@CDRGoticRaval	@voltesivoltes
@ChachoAlmaraz	@manuel_soca
@ChachoAlmaraz	@NNuriapat
@ChachoAlmaraz	@Nvilab
@ClotDecideix	@ClotEnComu
@ConfiteorBlog	@gironamola
@coralbellesarts	@annamariaroca
@correoderobert	@jodido_cielo
@CRIS_taconassos	@lonelyboy_adria
@cristinasola74	@tmedina77
@CUPBarcelona	@clararoher
@CUPBarcelona	@Epicuri
@CUPBarcelona	@tincungos
@CUPSantCeloni	@brunatribo
@CUPSantCeloni	@cupvobm
@cvfluri	@carlaa_r
@dfertl	@WyomingShepherd
@DjRepubliCAT	@montsemarsan
@dmascort	@Belaroi
@dmascort	@ERC_agricultura
@dmascort	@HeiwaSan123
@dmascort	@TxellRabionet
@DraRubioMayol	@DraRubioMayol
@DraRubioMayol	@MES_Baix_Llob
@DraRubioMayol	@MESesquerresCdT
@DraRubioMayol	@MESLaSelvaCamp
@DraRubioMayol	@MovEsqCONSTANTI
@eduardcabus	@622Arquitectura
@eduardcabus	@CARLESRIUS
@eduardcabus	@CATexit61
@eduardcabus	@ConxitaBou
@eduardcabus	@danivalverdeb
@eduardcabus	@Dom70Bcn
@eduardcabus	@Gay_Luss4c
@eduardcabus	@janaut44
@eduardcabus	@jmartimayol
@eduardcabus	@Jordi278
@eduardcabus	@jpp902s2
@eduardcabus	@Karuna456
@eduardcabus	@kinbota
@eduardcabus	@me_mujal
@eduardcabus	@ossomarino
@eduardcabus	@paquifer1969
@eduardcabus	@pedrogarciaflo3
@eduardcabus	@possessionar
@eduardcabus	@SmartimMart
@eduardcabus	@Wittgenstein_jm
@eduardcabus	@xevipuix
@eduardcirera	@aracelipv
@eduardcirera	@Dolors63
@eduardcirera	@hannahbcn1
@eduardcirera	@jsoler63
@eduardcirera	@kinbota
@eduardcirera	@lamarta
@Elnomnofalacosa	@JDeportos
@enricmercade	@vernem71
@erc_a_manresa	@Encoberts
@erc_a_manresa	@txekel
@ERC_Salou	@VirgniaMartnez2
@esportpelsi	@angelaECMataro
@esportpelsi	@armarioruiz
@esportpelsi	@Titosalou
@EUROLANG	@danielbetoret
@EUROLANG	@FerranSuay
@EUROLANG	@Miuyaku
@evaclauso	@Ingrid25700
@evaclauso	@xavier_valero
@EvaVinolas	@anna_sanllehy
@fcesccruanyes	@DolorsMoreno74
@fcesccruanyes	@xmarcet
@GasparCarme	@news_bisbal
@GemmaRecoderM	@estripaboires
@gemquim	@estemon
@gemquim	@guifre2053
@gemquim	@juandi
@gemquim	@KilianLatorre
@Gina1899	@Metgir
@gloriagarciap	@educarma64
@gloriagarciap	@pereramon2
@HiriBizia	@evaesnal
@iGenoves	@francescmuntada
@iGenoves	@leia4u
@iGenoves	@maribeleia
@iGenoves	@murri1972
@iGenoves	@payess_twit
@iGenoves	@quimcardus
@iGenoves	@tonferret
@Indautxutik	@ardatx
@Indautxutik	@doctorslum75
@Indautxutik	@gcodqui
@Indautxutik	@hannahbcn1
@Indautxutik	@mauricisv
@Indautxutik	@Odm902
@Indautxutik	@pedrogarciaflo3
@irenguallar	@lepetitsagan
@JarcBE	@pontgasau_sara
@jcuixart	@aiguaifang
@JERCReus	@JosepRuaix
@jmterricabras	@acuffa
@jmterricabras	@allmhurach11
@jmterricabras	@evbordas
@jmterricabras	@jofesan
@jmterricabras	@KaliYuga13
@jmterricabras	@LaHonorata
@jmterricabras	@pisartm
@jmterricabras	@xavivisa
@JNCBaixCamp	@nilmunte
@JNCBaixCamp	@targlam13
@joakimVivas	@raym180
@joancguerrero	@vampyCATman
@joandausa	@BouNuria
@JoanGalera7	@Jlbuscareta
@JoanGalera7	@LloretRomero
@joanmariapique	@adribata10
@joanmariapique	@agrau22
@joanmariapique	@ajaume
@joanmariapique	@Alpeich
@joanmariapique	@AyemOskoz
@joanmariapique	@buxi1972
@joanmariapique	@CesarMunizC
@joanmariapique	@David_SiSi
@joanmariapique	@didaz
@joanmariapique	@eduard_federico
@joanmariapique	@elmeuamic
@joanmariapique	@esther_cols
@joanmariapique	@HubertineAucler
@joanmariapique	@jcm_jcm2011
@joanmariapique	@jir581
@joanmariapique	@joanmorabosch
@joanmariapique	@jordicuminal
@joanmariapique	@jordieasy
@joanmariapique	@juandi
@joanmariapique	@KseniaAxelroud
@joanmariapique	@lluiispujaadas
@joanmariapique	@lluis_soler
@joanmariapique	@lluisvn
@joanmariapique	@MarchettiSte
@joanmariapique	@marcqueralt
@joanmariapique	@martin56365420
@joanmariapique	@MassimoMainard1
@joanmariapique	@matricatwit
