name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_amengual	<a href="https://twitter.com/_amengual" target="_blank">_amengual</a>	2	0	1	145	252	5302	Algaida	030
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	0	1	249	385	6020	GZ	195
@_Dyos	<a href="https://twitter.com/_Dyos" target="_blank">_Dyos</a>	12	0	1	96	272	5168		030
@_elaineh_	<a href="https://twitter.com/_elaineh_" target="_blank">_elaineh_</a>	1	0	1	147	364	5938	Glasgow, Scotland	172
@_elsacoy_	<a href="https://twitter.com/_elsacoy_" target="_blank">_elsacoy_</a>	1	0	1	44	145	487		054
@_figure_8_	<a href="https://twitter.com/_figure_8_" target="_blank">_figure_8_</a>	1	0	1	310	209	3438	barcelona	197
@_Foraster_	<a href="https://twitter.com/_Foraster_" target="_blank">_Foraster_</a>	7	0	3	45	146	2204		004
@_Geltru	<a href="https://twitter.com/_Geltru" target="_blank">_Geltru</a>	1	0	1	71	280	2490	Barcelona, Catalunya	030
@_laurasole	<a href="https://twitter.com/_laurasole" target="_blank">_laurasole</a>	2	0	1	184	534	394	Barcelona	263
@_paopaolis	<a href="https://twitter.com/_paopaolis" target="_blank">_paopaolis</a>	0	1	0					394
@_simonnnnnn	<a href="https://twitter.com/_simonnnnnn" target="_blank">_simonnnnnn</a>	1	0	1	13	41	65	Girona, Catalunya	054
@_skyN3t	<a href="https://twitter.com/_skyN3t" target="_blank">_skyN3t</a>	2	0	1	59	208	448	Catalonia	103
@_thomasvercetti	<a href="https://twitter.com/_thomasvercetti" target="_blank">_thomasvercetti</a>	0	3	0					014
@_XaviBC	<a href="https://twitter.com/_XaviBC" target="_blank">_XaviBC</a>	1	0	1	41	334	1421	Sant Boi - Catalunya	030
@011064	<a href="https://twitter.com/011064" target="_blank">011064</a>	1	0	1	15	27	172	Mirasol, sant cugat del valles	030
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	1	0	461	285	5927	Viladecans (Barcelona)	288
@0hxxGWyF9bhRxCd	<a href="https://twitter.com/0hxxGWyF9bhRxCd" target="_blank">0hxxGWyF9bhRxCd</a>	1	0	1	34	3819	4141		159
@0IrTE	<a href="https://twitter.com/0IrTE" target="_blank">0IrTE</a>	9	0	1	148	60	20546	Catalunya	030
@0ltremare	<a href="https://twitter.com/0ltremare" target="_blank">0ltremare</a>	3	0	1	335	341	33347	Volem ser lliures	030
@1_K4r0l_1	<a href="https://twitter.com/1_K4r0l_1" target="_blank">1_K4r0l_1</a>	12	0	6	70	379	1068	Barcelona, España	029
@1197434	<a href="https://twitter.com/1197434" target="_blank">1197434</a>	18	0	1	57	242	2434		030
@123eileen	<a href="https://twitter.com/123eileen" target="_blank">123eileen</a>	2	0	1	590	653	10989		052
@1304vimahu	<a href="https://twitter.com/1304vimahu" target="_blank">1304vimahu</a>	5	0	1	76	406	4485	Catalunya ||*||	030
@1314bruce	<a href="https://twitter.com/1314bruce" target="_blank">1314bruce</a>	2	0	1	185	532	7652		009
@13amarillosl	<a href="https://twitter.com/13amarillosl" target="_blank">13amarillosl</a>	1	0	1	67	52	4712		191
@13EricLuna	<a href="https://twitter.com/13EricLuna" target="_blank">13EricLuna</a>	1	1	0	83	167	2313	Catalunya - Minnesota	165
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	4	516	288	52974	Catalunya.	054
@1O_App	<a href="https://twitter.com/1O_App" target="_blank">1O_App</a>	1	1	0	1113	93	204		019
@1octReferendum	<a href="https://twitter.com/1octReferendum" target="_blank">1octReferendum</a>	1	0	1	3	19	349	Barcelona	030
@1riolboix	<a href="https://twitter.com/1riolboix" target="_blank">1riolboix</a>	1	0	1	27	124	343	SQgat	030
@27epla	<a href="https://twitter.com/27epla" target="_blank">27epla</a>	0	1	0					393
@28aha	<a href="https://twitter.com/28aha" target="_blank">28aha</a>	1	0	1	77	230	1655	Europe	003
@2begi	<a href="https://twitter.com/2begi" target="_blank">2begi</a>	2	0	1	120	383	1177	Hankak lurrean burua izarretan	030
@321BCN	<a href="https://twitter.com/321BCN" target="_blank">321BCN</a>	36	0	1	53	174	2356		030
@3josep14	<a href="https://twitter.com/3josep14" target="_blank">3josep14</a>	1	4	0	823	1094	8184	Catalunya ||*|| 🗳️	246
@3v43v4	<a href="https://twitter.com/3v43v4" target="_blank">3v43v4</a>	18	0	1	150	294	8892	Vilassar de Dalt, Catalunya	030
@44pepm	<a href="https://twitter.com/44pepm" target="_blank">44pepm</a>	3	0	1	26	73	3396		030
@4691tms	<a href="https://twitter.com/4691tms" target="_blank">4691tms</a>	11	0	1	46	168	2557	DUI	188
@51nemo	<a href="https://twitter.com/51nemo" target="_blank">51nemo</a>	1	0	1	5	36	283	catalunya	205
@599100Pol	<a href="https://twitter.com/599100Pol" target="_blank">599100Pol</a>	0	1	0					018
@675_08	<a href="https://twitter.com/675_08" target="_blank">675_08</a>	7	0	1	186	66	52301		030
@69manel	<a href="https://twitter.com/69manel" target="_blank">69manel</a>	2	0	1	313	592	1471	Catalunya	191
@6uN7CtZuCK66Rpd	<a href="https://twitter.com/6uN7CtZuCK66Rpd" target="_blank">6uN7CtZuCK66Rpd</a>	7	5	0	63	397	568		148
@797TSAMG	<a href="https://twitter.com/797TSAMG" target="_blank">797TSAMG</a>	3	0	1	1259	3495	6933		030
@9colormanel	<a href="https://twitter.com/9colormanel" target="_blank">9colormanel</a>	9	0	1	88	366	5258	Sitges, España	076
@A_B_Shepard	<a href="https://twitter.com/A_B_Shepard" target="_blank">A_B_Shepard</a>	3	0	1	380	489	4163		030
@a_sunyer	<a href="https://twitter.com/a_sunyer" target="_blank">a_sunyer</a>	4	0	1	83	419	653	Girona	030
