name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__MireMi	<a href="https://twitter.com/__MireMi" target="_blank">__MireMi</a>	3	0	1	432	417	12577	Reus-Barcelona, Catalunya	116
@_blancssss	<a href="https://twitter.com/_blancssss" target="_blank">_blancssss</a>	1	0	1	277	917	3713	Barcelona	124
@_carlesandreu	<a href="https://twitter.com/_carlesandreu" target="_blank">_carlesandreu</a>	3	0	1	226	529	4859	CAT	005
@_corbo	<a href="https://twitter.com/_corbo" target="_blank">_corbo</a>	11	0	1	125	253	6040	Catalunya	006
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	0	1	3958	298	126359	🇨🇴	001
@_doris_casas	<a href="https://twitter.com/_doris_casas" target="_blank">_doris_casas</a>	4	0	1	34	218	9178		028
@_Dyos	<a href="https://twitter.com/_Dyos" target="_blank">_Dyos</a>	12	0	2	96	272	5168		007
@_falcovermell_	<a href="https://twitter.com/_falcovermell_" target="_blank">_falcovermell_</a>	1	0	1	39	104	642	Barcelona	074
@_FreeKp	<a href="https://twitter.com/_FreeKp" target="_blank">_FreeKp</a>	2	0	1	834	185	48943	Barcelona	009
@_jo_do	<a href="https://twitter.com/_jo_do" target="_blank">_jo_do</a>	2	0	1	782	1434	3791	Colònia per poc temps	028
@_LaiaPons	<a href="https://twitter.com/_LaiaPons" target="_blank">_LaiaPons</a>	5	0	1	1379	1294	36033	Barcelona. Catalunya	009
@_liberales	<a href="https://twitter.com/_liberales" target="_blank">_liberales</a>	6	0	1	4551	1899	123816		190
@_marfernandez	<a href="https://twitter.com/_marfernandez" target="_blank">_marfernandez</a>	2	0	1	184	333	1228	Catalunya	009
@_MiquelL_	<a href="https://twitter.com/_MiquelL_" target="_blank">_MiquelL_</a>	15	0	1	180	186	27359		028
@_morerap	<a href="https://twitter.com/_morerap" target="_blank">_morerap</a>	1	5	0	349	148	869	Barcelona	061
@_MrDarwin_	<a href="https://twitter.com/_MrDarwin_" target="_blank">_MrDarwin_</a>	7	0	1	328	2495	11377	Distrito 12	017
@_nissu_	<a href="https://twitter.com/_nissu_" target="_blank">_nissu_</a>	2	0	1	53	132	3544	Girona	124
@_pepe84	<a href="https://twitter.com/_pepe84" target="_blank">_pepe84</a>	2	0	1	481	713	6565	Barcelona	001
@_RedTyneside	<a href="https://twitter.com/_RedTyneside" target="_blank">_RedTyneside</a>	7	0	4	3333	440	70907	Tyneside via Detroit	030
@_Rosamary_	<a href="https://twitter.com/_Rosamary_" target="_blank">_Rosamary_</a>	18	0	2	3374	3034	130740	Catalunya	021
@_Saulo_7	<a href="https://twitter.com/_Saulo_7" target="_blank">_Saulo_7</a>	1	0	1	792	595	43548	Al-Yazira al-Jadra ۞	018
@_Sergiozuares	<a href="https://twitter.com/_Sergiozuares" target="_blank">_Sergiozuares</a>	0	2	0					202
@07_977	<a href="https://twitter.com/07_977" target="_blank">07_977</a>	2	0	1	24	89	179		028
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	8	0	461	285	5927	Viladecans (Barcelona)	135
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	4	664	1159	13762	Avià-Bcn, Catalunya	121
@10nhido	<a href="https://twitter.com/10nhido" target="_blank">10nhido</a>	3	0	1	14	45	961	Barcelona 36 - Madrid 0	005
@111lourdes	<a href="https://twitter.com/111lourdes" target="_blank">111lourdes</a>	6	0	1	13	47	1212		121
@11s2014	<a href="https://twitter.com/11s2014" target="_blank">11s2014</a>	8	0	1	1506	2051	23723	Mataró, Catalunya	037
@11Xic	<a href="https://twitter.com/11Xic" target="_blank">11Xic</a>	1	0	1	207	773	8833		074
@123Alarco	<a href="https://twitter.com/123Alarco" target="_blank">123Alarco</a>	4	0	1	7	78	2137		028
@13adamsa	<a href="https://twitter.com/13adamsa" target="_blank">13adamsa</a>	3	0	1	121	167	25433	CATALUNYA	028
@14Analuque	<a href="https://twitter.com/14Analuque" target="_blank">14Analuque</a>	3	0	1	17	49	601	Castelldefels, España	009
@15jba	<a href="https://twitter.com/15jba" target="_blank">15jba</a>	13	0	1	1097	2152	14894	Catalunya	009
@1603ip	<a href="https://twitter.com/1603ip" target="_blank">1603ip</a>	4	0	1	8	142	1222		028
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	3	516	288	52974	Catalunya.	002
@1971TONIMORA	<a href="https://twitter.com/1971TONIMORA" target="_blank">1971TONIMORA</a>	2	0	1	2586	3222	16129		047
@1972jotabe	<a href="https://twitter.com/1972jotabe" target="_blank">1972jotabe</a>	7	0	1	253	727	8310	Miravet	028
@1977rarra	<a href="https://twitter.com/1977rarra" target="_blank">1977rarra</a>	1	0	1	184	540	1966	vallverd-golmes	074
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		070
@1a2z107	<a href="https://twitter.com/1a2z107" target="_blank">1a2z107</a>	2	0	2	3	46	44	Reus (Catalunya)	063
@1Lescorts	<a href="https://twitter.com/1Lescorts" target="_blank">1Lescorts</a>	1	0	1	126	2078	436	Vic, Espanya	069
@1ncognito__	<a href="https://twitter.com/1ncognito__" target="_blank">1ncognito__</a>	3	0	3	2658	1760	100713	London, England	164
