Source	Target
@_bkode	@ycrepeau
@_GreatUnwashed	@der_bluthund
@71potablava	@enricsimoferre
@71potablava	@titonlailla
@aangueraroig	@schutss
@ABalagu	@9jrib9
@ABalagu	@DFPValls
@ABalagu	@dora_nicoletta
@ABalagu	@ElisabethSolCar
@ABalagu	@pagoga15
@ABalagu	@RAynoza
@acabezuelo	@bastilladigital
@acorey_cat	@albert_orta
@acorey_cat	@AntoniFerrer2
@acorey_cat	@DegeaMireia
@acorey_cat	@gironet
@acorey_cat	@IMPLICATBCN
@acorey_cat	@indignindigente
@acorey_cat	@JORDINADOR
@acorey_cat	@mjubany62
@acorey_cat	@NeusRiuetCapdev
@adeuespanya2017	@edudiaz
@Adriansoler	@Gata_maula
@adricat24	@crackdel2012
@AgnesCiurana	@tabaco_zmbr
@aina_relats	@aina_pocurull
@aina_relats	@quicosala
@AinaPox	@sativamush
@Aitor_Kabories	@frankinero79
@aiturko	@GEguskiza
@Alba_garriga	@JosepRiera4
@Alba_garriga	@Lizacooker
@Alba_garriga	@ribes_lopez
@Alba_garriga	@sotoarmengol
@Alba_garriga	@tomascarandell
@AlbaBalcells	@AlbertCalaf1
@AlbaBalcells	@AlexandreEnrich
@AlbaBalcells	@CarlesBares
@AlbaBalcells	@DavidBerenguerB
@AlbaBalcells	@G_Pereularia
@AlbaBalcells	@goitals
@AlbaBalcells	@Josepesaroni
@AlbaBalcells	@KannaEndo
@AlbaBalcells	@miauleta
@AlbaBalcells	@Mireiagalindo
@AlbaBalcells	@montseg68
@AlbaBalcells	@nbosor
@AlbaBalcells	@OscarCat1976
@AlbaBalcells	@Pevi26102891
@AlbaBalcells	@SerraAlfons
@albertBZN	@Cat_Gat
@albertBZN	@lo_xerramec
@albertBZN	@xmiserachs
@albertllosa84	@jpujolbu
@AlbertMajo7	@LittleMetal_
@albertpedret	@bages8
@albertpedret	@guillercg
@albertpedret	@LluisCatala
@albertpedret	@manel2311
@albertpedret	@tohr1963
@alberturon	@PDeCATCDV
@Alcuverru	@victorranera
@AlexisSerra	@jordiarcarons
@alfandech	@ImmaCunyat
@ali_olmos	@olsara111
@ali_olmos	@sergi_marzo
@Alrome	@mapigarlo
@ANC_BCN_SSG	@angelsclotet
@ANC_BCN_SSG	@domenech_lluis
@ANC_BCN_SSG	@jordicoronas
@ANCAltUrgell	@ANC_BiB
@AncBru	@alfonsvo
@AncBru	@Anarisd
@AncBru	@ANC_Israel
@AncBru	@catalanassembly
@AncBru	@CatalonianPep
@AncBru	@cfrd1909cat
@AncBru	@despertaferro74
@AncBru	@DFPValls
@AncBru	@elLLOP9
@AncBru	@Ii_iITLLCIi_iI
@AncBru	@jbatlle
@AncBru	@Lo_Catarina
@AncBru	@motiuscat
@AncBru	@quimqueralt
@AncBru	@TurneMartiOct
@AncBru	@txainbe
@ANCNouBarris	@Admo_independe
@ANCNouBarris	@AssembleaEExI
@ANCNouBarris	@assembleasmxi
@ANCNouBarris	@BerengBelltall
@ANCNouBarris	@ERC9B
@ANCNouBarris	@EscribaAnna
@ANCNouBarris	@HGxI
@ANCNouBarris	@JColomer_CAT
@ANCNouBarris	@ldelgadosalcedo
@ANCNouBarris	@MiquelRoman
@ANCPalamos	@eulaliagili
@ANCVilanovaG	@badivol
@ANCVilanovaG	@cosetano2
@ANCVilanovaG	@crismarti
@ANCVilanovaG	@Elisa71727
@ANCVilanovaG	@francinanavarro
@ANCVilanovaG	@HomsArturo
@ANCVilanovaG	@joanbullich
@ANCVilanovaG	@josepferrer
@ANCVilanovaG	@jr_llover
@ANCVilanovaG	@kodina59
@ANCVilanovaG	@neusmunte
@ANCVilanovaG	@octavimasip
@ANCVilanovaG	@sra_danvers
@AndreuMonros	@89airun
@AndreuMonros	@AlbaUrso
@AndreuMonros	@AlbFtq
@AndreuMonros	@annaalvado
