Source	Target
@A3Noticias	@OTejero
@ACTUALIZATEes	@InmaculadaOrt10
@adriaaubert	@carmecanet
@adriaaubert	@EnricRh
@albertAEPDA	@pablangosto
@alexdelmas10	@noaj86
@AmaiaArmiArma	@Kasalet
@ANC_Manlleu	@SolaElisabet
@angelsmcastells	@guifre2053
@angelsmcastells	@kinbota
@angelsmcastells	@MarcosHCrespo
@angelsmcastells	@nuriasaja
@angelsmcastells	@quimbosch
@angelsmcastells	@rvirgilipolls
@anna_arque	@AGavalda
@anna_arque	@AntonCros
@anna_arque	@DFPValls
@anna_arque	@enricarqui
@anna_arque	@IngPeeters
@anna_arque	@luna42968947
@anna_arque	@Nest_indy
@anna_arque	@niskas
@anna_arque	@nuriasaja
@anna_arque	@RetesVita
@anna_arque	@TheHunt40015980
@annasalicru	@EtstuSocjo
@annazamar	@boonen_tb
@annazamar	@joseangarrido2
@annazamar	@kesejodaelmundo
@annazamar	@SOCELPERE
@arquitectesplsi	@Rubiperindep
@Banyeres	@DolorsNun
@Banyeres	@mirovira75
@bori_not	@economiacat1
@cancapablanca	@Bernat_Sort
@cancapablanca	@tz_nute
@Candeliano	@jmaltayo
@Candeliano	@MasotRosa
@Candeliano	@PubilladelTer
@carlesbert	@smiejka
@CarlesMundo	@AntonCros
@CarlesMundo	@Lunacatalunya
@CarlesMundo	@PepSanglas1
@cat_lliure	@vale_353
@CDRGoticRaval	@catalajoanam
@CDRGoticRaval	@elcarmut
@CDRGoticRaval	@juanr7202
@CDRGoticRaval	@Ripkirbys
@ChachoAlmaraz	@NNuriapat
@coralbellesarts	@mirovira75
@correoderobert	@jodido_cielo
@correoderobert	@scardini
@CUPBarcelona	@Epicuri
@CUPPonent	@capitacanavego
@denterd	@jmhoms
@DjRepubliCAT	@Rubiperindep
@DraRubioMayol	@PepSanglas1
@eduardcabus	@ConxitaBou
@ERCEbre	@capitacanavego
@evaclauso	@JesusAgudo_
@fcesccruanyes	@DolorsMoreno74
@gemquim	@guifre2053
@gemquim	@KilianLatorre
@gemquim	@MiquelAlmira
@Gina1899	@JosepRuaix
@Gina1899	@PegatasBcn
@Gina1899	@soniamomi
@herodot10	@enricblanes
@IgorMeltxor	@kill_them_all98
@Indautxutik	@EstrellaRojaFC
@Indautxutik	@futbol_rebelde
@Indautxutik	@louiselegardere
@Indautxutik	@mauricisv
@Indautxutik	@PauFarinetes
@Indautxutik	@RudyNunez7
@IndepenRadio	@guifre2053
@irenguallar	@lepetitsagan
@JERCReus	@CalTolla
@JERCReus	@capitacanavego
@JERCReus	@Catalonia1640
@JERCReus	@guifre2053
@JERCReus	@JosepRuaix
@jmterricabras	@acuffa
@jmterricabras	@esquerraolesa
@jmterricabras	@ICarnerG
@JNCBaixCamp	@targlam13
@joanmariapique	@1ODEMOCRACIA
@joanmariapique	@cangaraca
@joanmariapique	@CDCGelida
@joanmariapique	@frosellba
@joanmariapique	@MarchettiSte
@joanmariapique	@martin56365420
@joanmariapique	@matricatwit
@joanmariapique	@pepaixala
@joanmariapique	@PradaXavi
@joanmariapique	@RebeElias
@joanmariapique	@RicardFite
@joanmariapique	@Shxketsu
@joanqueralto	@ICarnerG
@jorditurull	@enricarqui
@josepjorge	@CatalanRobot
@Juanmi_News	@3mrojito
@Juanmi_News	@Antoni_Mallorca
@Juanmi_News	@dekuwaka
@Juanmi_News	@el_posdicador
@Juanmi_News	@JosepRuaix
@Juanmi_News	@jtatje
@Juanmi_News	@JUANCAR76875292
@Juanmi_News	@ManuelEstrems
@Juanmi_News	@NepmuL
@Juanmi_News	@Nest_indy
@Juanmi_News	@pablangosto
@Juanmi_News	@PijoanRosa
@Juanmi_News	@quelcolom
@Juanmi_News	@tinoprada
@Juanmi_News	@Valencianistasc
@Juanmi_News	@xevipuix
@kim_soler	@pablangosto
@knoxtgn	@frankinero79
@laespadamocles	@LTravesset
@laespadamocles	@manuel_soca
@LaiaDalmases	@josgnzlz
@legonomia	@joanpaurue
@lesportiucat	@Barcelonista257
@lesportiucat	@barrera_sagaon
@lesportiucat	@BertranXavi
@lesportiucat	@ctaillebresse
@lesportiucat	@xevimasachs
@llenguacat	@txellfontanet
@Llibertatcat	@ClunaJosep
@Llibertatcat	@ICarnerG
@Llibertatcat	@StasDixit
@Lluis_Casanovas	@32666a40a1d446d
@Lluis_Casanovas	@enricarqui
@marcpicas	@Alberto97246103
@Maribelsn	@MRialp
@MIQUELLARA	@arathodic
@MIQUELLARA	@jorred_bue
@misjosep	@guifre2053
@Morenacatalana	@Morenacatalana
@MPSsabadell	@cesc239
@MPSsabadell	@paumogasln
@mrlopera	@adrianmb2312
@mrlopera	@IsmaelRuedaB
@mrlopera	@pakotwit20
@nmatabosch	@manel_marine
@panitinho	@JosepRuaix
@panitinho	@Nest_indy
@paquiglez82	@93Dario93
@paquiglez82	@manuel_soca
@Pdemocratacat	@AntonCros
@Pdemocratacat	@arnaumeski
@Pdemocratacat	@ClunaJosep
@Pdemocratacat	@DdaSilvaCornell
@Pdemocratacat	@jmaltayo
@Pdemocratacat	@JoanFSogas
@Pdemocratacat	@niskas
@Pdemocratacat	@XavierCafenupi
@pepmartorell	@AntonCros
@PereRF	@peki_rc
@PereRF	@pekpep
@PereRF	@rugartes
@PereRF	@thinkcatalonia
@PetrolisIndep	@Alter_Jo
@quimsb	@434didi
@RaholaOficial	@manel_marine
@ramontremosa	@annamarialinare
@ramontremosa	@AntonCros
@ramontremosa	@dolors_pujol
@ramontremosa	@eladar76
@ramontremosa	@espanolns
@ramontremosa	@ICarnerG
@ramontremosa	@JuntsPelSi_Cat
@ramontremosa	@manel_marine
@ramontremosa	@mardagaori
@ramontremosa	@OriolCortacans
@ramontremosa	@XavierCafenupi
@resamostrar	@pablangosto
@rock52	@sagal62
@SandroBoquet	@capitacanavego
@SellaresMarc	@MarcEspill
@sergi_novo	@ConxitaBou
@sergi_novo	@Ferran_Bel
@sergi_novo	@fragoneste
@sergiERCcps	@93Dario93
@sergiERCcps	@ctnajt
@SindicaEstudian	@Atreyu77777
@SindicaEstudian	@COMMUNIST_FISH
@SindicaEstudian	@EmthreeCubed
@SindicaEstudian	@gingerjentzen
@SindicaEstudian	@IzquierdaRevMx
@SindicaEstudian	@linguinelover
@SindicaEstudian	@SdeEMexico
@SindicaEstudian	@SocialistAlt
@SOMgramenet	@alfonjod
@sport	@WalterV3008
@TeresaJorda	@indyo6
@TeresaJorda	@josepaals
@TeresaJorda	@marialuisafamad
@TeresaJorda	@prioratnoticies
@TeresaJorda	@RexachLzaro
@TeresaJorda	@rvirgilipolls
@Tito_Soy	@ImmaFolch
@UlldeFalco	@borgenca
@vashondogboy	@RiveraSunAuthor
@Vote_CNP	@CAJillybean
@Vote_CNP	@despertaferro74
@Vote_CNP	@sfcalvinaz
@Vote_CNP	@tangent90x
@xavartal	@carme_sez
@xavartal	@eduardcervera
@xavartal	@rceci65
@xavartal	@vcolomer
@xavichica	@capgros4
