name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	3	0	438	633	5571	127.0.0.1	001
@_CarolineRobin	<a href="https://twitter.com/_CarolineRobin" target="_blank">_CarolineRobin</a>	1	0	1	166	563	1106	Bordeaux	088
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	1	0	3958	298	126359	🇨🇴	114
@0353Joan	<a href="https://twitter.com/0353Joan" target="_blank">0353Joan</a>	1	1	0	1077	907	7363	Ses illes perdudes #FaremUnTro	078
@1971TONIMORA	<a href="https://twitter.com/1971TONIMORA" target="_blank">1971TONIMORA</a>	2	1	0	2586	3222	16129		070
@1Recluta_Patoso	<a href="https://twitter.com/1Recluta_Patoso" target="_blank">1Recluta_Patoso</a>	0	6	0					012
@92yengol	<a href="https://twitter.com/92yengol" target="_blank">92yengol</a>	1	0	1	10	31	5		007
@9tatsuya3	<a href="https://twitter.com/9tatsuya3" target="_blank">9tatsuya3</a>	1	0	1	393	662	3294	Germany	093
@a_carrizou	<a href="https://twitter.com/a_carrizou" target="_blank">a_carrizou</a>	1	0	1	126	153	2386	Jujuy, Argentina	008
@AbelSmiler	<a href="https://twitter.com/AbelSmiler" target="_blank">AbelSmiler</a>	2	1	0	3230	172	107427		064
@abuelon	<a href="https://twitter.com/abuelon" target="_blank">abuelon</a>	1	0	1	271	968	5025		001
@ADecroissance	<a href="https://twitter.com/ADecroissance" target="_blank">ADecroissance</a>	1	1	0	5905	1930	30780	local to global	056
@adriacarapa	<a href="https://twitter.com/adriacarapa" target="_blank">adriacarapa</a>	4	0	1	437	3035	2598		007
@adrianrbravo	<a href="https://twitter.com/adrianrbravo" target="_blank">adrianrbravo</a>	1	1	0	1960	1636	46811	Teis, Vigo - Galiza	046
@AdseriasPerales	<a href="https://twitter.com/AdseriasPerales" target="_blank">AdseriasPerales</a>	2	0	1	25	57	2661		027
@alabadomango	<a href="https://twitter.com/alabadomango" target="_blank">alabadomango</a>	1	0	1	120	559	3279	Buenos Aires, Argentina	038
@Alba_garriga	<a href="https://twitter.com/Alba_garriga" target="_blank">Alba_garriga</a>	0	1	0					115
@AlbertGuillamet	<a href="https://twitter.com/AlbertGuillamet" target="_blank">AlbertGuillamet</a>	0	1	0					101
@AlbertoHaro90	<a href="https://twitter.com/AlbertoHaro90" target="_blank">AlbertoHaro90</a>	1	0	1	21	191	124		001
@aleionizada	<a href="https://twitter.com/aleionizada" target="_blank">aleionizada</a>	2	0	1	22	100	103		001
@alessanll	<a href="https://twitter.com/alessanll" target="_blank">alessanll</a>	1	0	1	78	434	493	México	001
@Alex_zr97	<a href="https://twitter.com/Alex_zr97" target="_blank">Alex_zr97</a>	2	0	1	10	38	78	Barcelona, España	021
@AlexisMayet	<a href="https://twitter.com/AlexisMayet" target="_blank">AlexisMayet</a>	0	1	0					006
@alfonsoh4	<a href="https://twitter.com/alfonsoh4" target="_blank">alfonsoh4</a>	6	0	1	784	1484	34323	Euskal herria	107
@alfredoviloriaf	<a href="https://twitter.com/alfredoviloriaf" target="_blank">alfredoviloriaf</a>	1	0	1	2090	3121	70881		008
@AlfreElgezabal	<a href="https://twitter.com/AlfreElgezabal" target="_blank">AlfreElgezabal</a>	0	1	0					077
@AlmaKahlo	<a href="https://twitter.com/AlmaKahlo" target="_blank">AlmaKahlo</a>	1	0	1	73	138	3306	Málaga	001
@alstromeriasp	<a href="https://twitter.com/alstromeriasp" target="_blank">alstromeriasp</a>	1	0	1	220	835	3624	.	001
@alusinante	<a href="https://twitter.com/alusinante" target="_blank">alusinante</a>	1	0	1	2273	4192	77149	Planet Earth	002
@AlvarezPrOsorno	<a href="https://twitter.com/AlvarezPrOsorno" target="_blank">AlvarezPrOsorno</a>	2	0	1	952	994	7187		003
@amahalta	<a href="https://twitter.com/amahalta" target="_blank">amahalta</a>	1	0	1	41	167	1028	Barcelona	052
@Amy_alon	<a href="https://twitter.com/Amy_alon" target="_blank">Amy_alon</a>	1	0	1	88	257	1790	Zaragoza, España	001
@ANC_Bombers	<a href="https://twitter.com/ANC_Bombers" target="_blank">ANC_Bombers</a>	4	1	0	13931	6149	7063	Països Catalans	075
@ancar2010	<a href="https://twitter.com/ancar2010" target="_blank">ancar2010</a>	1	0	1	775	545	7998		007
@ancens1	<a href="https://twitter.com/ancens1" target="_blank">ancens1</a>	1	0	1	9	139	855		108
@AndyRdzRoMa	<a href="https://twitter.com/AndyRdzRoMa" target="_blank">AndyRdzRoMa</a>	1	0	1	24	99	946	Tu Gfa xdXdxDxd	028
@anianelna	<a href="https://twitter.com/anianelna" target="_blank">anianelna</a>	5	0	1	5	63	566	Catalunya	010
@anna_faus	<a href="https://twitter.com/anna_faus" target="_blank">anna_faus</a>	1	0	1	258	227	5996	Valencia, Comunidad Valenciana	028
@AnnaEastwood_96	<a href="https://twitter.com/AnnaEastwood_96" target="_blank">AnnaEastwood_96</a>	0	6	0					013
@Anneeee19	<a href="https://twitter.com/Anneeee19" target="_blank">Anneeee19</a>	4	0	2	381	129	12946	Laudio, Euskal Herria	004
@annikarrasco	<a href="https://twitter.com/annikarrasco" target="_blank">annikarrasco</a>	0	1	0					057
@Antonio_GarSi	<a href="https://twitter.com/Antonio_GarSi" target="_blank">Antonio_GarSi</a>	9	0	1	345	397	2908	Soviet de Lacoma (Fuencarral)	020
@antonisemu	<a href="https://twitter.com/antonisemu" target="_blank">antonisemu</a>	1	0	1	17	58	129	Barcelona, Països Catalans	051
@aoluggo	<a href="https://twitter.com/aoluggo" target="_blank">aoluggo</a>	1	0	1	91	137	1380	México	007
@ApacheCoyotero	<a href="https://twitter.com/ApacheCoyotero" target="_blank">ApacheCoyotero</a>	4	0	1	308	1378	17334		023
@AParona	<a href="https://twitter.com/AParona" target="_blank">AParona</a>	1	0	1	59	195	304		012
@APenaMol	<a href="https://twitter.com/APenaMol" target="_blank">APenaMol</a>	10	0	1	1123	2315	59397	Lleida	024
@aramoia	<a href="https://twitter.com/aramoia" target="_blank">aramoia</a>	0	1	0					054
@ariverbanks	<a href="https://twitter.com/ariverbanks" target="_blank">ariverbanks</a>	0	1	0					047
@arnauvidal5	<a href="https://twitter.com/arnauvidal5" target="_blank">arnauvidal5</a>	1	3	0	27	64	200		026
@arnoldoott1971	<a href="https://twitter.com/arnoldoott1971" target="_blank">arnoldoott1971</a>	1	0	1	296	560	4756		025
@arratuki13	<a href="https://twitter.com/arratuki13" target="_blank">arratuki13</a>	1	0	1	63	158	1071		077
@Ary2F_84	<a href="https://twitter.com/Ary2F_84" target="_blank">Ary2F_84</a>	2	0	1	64	255	10603		017
@arytzam	<a href="https://twitter.com/arytzam" target="_blank">arytzam</a>	5	3	0	1518	995	34197	Euskal Errepublika	004
@AuroreBdg	<a href="https://twitter.com/AuroreBdg" target="_blank">AuroreBdg</a>	2	0	2	1	56	64		006
@b_papag	<a href="https://twitter.com/b_papag" target="_blank">b_papag</a>	1	0	1	204	259	35451	San Pedro Cholula, Puebla	007
@barrovier	<a href="https://twitter.com/barrovier" target="_blank">barrovier</a>	1	0	1	40	30	194		063
@Bayit_eisen	<a href="https://twitter.com/Bayit_eisen" target="_blank">Bayit_eisen</a>	1	0	1	293	236	1764	Centro del remolino	037
@bcninvestigator	<a href="https://twitter.com/bcninvestigator" target="_blank">bcninvestigator</a>	2	0	1	1	95	94		007
@bel_margarida	<a href="https://twitter.com/bel_margarida" target="_blank">bel_margarida</a>	75	0	1	118	115	10420		092
@BenBarnier	<a href="https://twitter.com/BenBarnier" target="_blank">BenBarnier</a>	0	1	0					088
@Benet_F	<a href="https://twitter.com/Benet_F" target="_blank">Benet_F</a>	1	0	1	89	102	2687	Mallorca	080
@Bernat3D	<a href="https://twitter.com/Bernat3D" target="_blank">Bernat3D</a>	1	0	1	72	207	217	Shanghai, China	009
@betizurekin_18	<a href="https://twitter.com/betizurekin_18" target="_blank">betizurekin_18</a>	2	0	1	105	216	4866		068
@bibigasscor	<a href="https://twitter.com/bibigasscor" target="_blank">bibigasscor</a>	2	0	1	268	247	5142	Catalunya	031
@BiohazarDan	<a href="https://twitter.com/BiohazarDan" target="_blank">BiohazarDan</a>	1	0	1	149	99	12304	São Paulo	030
@BirdieLiberty	<a href="https://twitter.com/BirdieLiberty" target="_blank">BirdieLiberty</a>	1	0	1	55	327	840	Mother Earth, Our Universe...	073
@Blanchavez	<a href="https://twitter.com/Blanchavez" target="_blank">Blanchavez</a>	1	0	1	291	540	29886	Mexico, D.F.	007
@bn_fuentes	<a href="https://twitter.com/bn_fuentes" target="_blank">bn_fuentes</a>	2	0	1	1328	2310	17770	san miguel	008
@boultona1	<a href="https://twitter.com/boultona1" target="_blank">boultona1</a>	2	0	2	686	892	20743	Exeter	015
@Bruno_Yamek	<a href="https://twitter.com/Bruno_Yamek" target="_blank">Bruno_Yamek</a>	9	0	1	10	43	2423		010
@bunueluis	<a href="https://twitter.com/bunueluis" target="_blank">bunueluis</a>	1	0	1	721	716	3498		008
@burnodo	<a href="https://twitter.com/burnodo" target="_blank">burnodo</a>	1	0	1	1779	892	153425	NY	011
@Burot17	<a href="https://twitter.com/Burot17" target="_blank">Burot17</a>	0	1	0					080
@Busquets_896	<a href="https://twitter.com/Busquets_896" target="_blank">Busquets_896</a>	1	1	0	84	73	196	Alguaire (Lleida)	033
@cadulorena	<a href="https://twitter.com/cadulorena" target="_blank">cadulorena</a>	2	0	1	3716	426	341700		019
@calcosares	<a href="https://twitter.com/calcosares" target="_blank">calcosares</a>	0	3	0					028
@Camdelp66	<a href="https://twitter.com/Camdelp66" target="_blank">Camdelp66</a>	0	1	0					022
@Candeliano	<a href="https://twitter.com/Candeliano" target="_blank">Candeliano</a>	0	1	0					071
@canyas8	<a href="https://twitter.com/canyas8" target="_blank">canyas8</a>	0	1	0					069
@carla18161009	<a href="https://twitter.com/carla18161009" target="_blank">carla18161009</a>	1	0	1	11	46	244		010
@CarlaFiel20	<a href="https://twitter.com/CarlaFiel20" target="_blank">CarlaFiel20</a>	1	0	1	731	564	30117	Bueu, Galicia	041
@carlavall	<a href="https://twitter.com/carlavall" target="_blank">carlavall</a>	0	2	0					037
@Carles_Rico	<a href="https://twitter.com/Carles_Rico" target="_blank">Carles_Rico</a>	0	1	0					066
@carlosnm26	<a href="https://twitter.com/carlosnm26" target="_blank">carlosnm26</a>	2	0	2	91	264	5131		007
@carmenmorales43	<a href="https://twitter.com/carmenmorales43" target="_blank">carmenmorales43</a>	1	0	1	112	332	3792		008
@casadevall_m	<a href="https://twitter.com/casadevall_m" target="_blank">casadevall_m</a>	6	0	1	23	85	3648		044
@catandita	<a href="https://twitter.com/catandita" target="_blank">catandita</a>	2	0	2	20	76	532		035
@CCOOMapfre_Cat	<a href="https://twitter.com/CCOOMapfre_Cat" target="_blank">CCOOMapfre_Cat</a>	1	0	1	912	950	6143	Barcelona	070
@CDRPoblenou	<a href="https://twitter.com/CDRPoblenou" target="_blank">CDRPoblenou</a>	10	1	0	958	38	490	Poblenou, Països Catalans	063
@CfoSweetCMarco	<a href="https://twitter.com/CfoSweetCMarco" target="_blank">CfoSweetCMarco</a>	1	0	1	131	278	8531	Girona	016
@cgleyzes	<a href="https://twitter.com/cgleyzes" target="_blank">cgleyzes</a>	1	1	0	1924	2316	8891	Thuir, Pyrénées Orientales	062
@chimon2m	<a href="https://twitter.com/chimon2m" target="_blank">chimon2m</a>	1	0	1	473	1154	29982	Singapore	015
@Christi06315765	<a href="https://twitter.com/Christi06315765" target="_blank">Christi06315765</a>	1	0	1	310	654	3286		003
@Chyld_Linsoumis	<a href="https://twitter.com/Chyld_Linsoumis" target="_blank">Chyld_Linsoumis</a>	0	1	0					061
@citrus_kyoto	<a href="https://twitter.com/citrus_kyoto" target="_blank">citrus_kyoto</a>	2	0	1	1156	1219	517177	京都府京都市	106
@Ciudadano_Zer0	<a href="https://twitter.com/Ciudadano_Zer0" target="_blank">Ciudadano_Zer0</a>	2	4	0	8688	2190	88632	Internet y el MundoReal™ (X.)	018
@claudiam1017	<a href="https://twitter.com/claudiam1017" target="_blank">claudiam1017</a>	1	0	1	25	486	355		013
@collinpasco2017	<a href="https://twitter.com/collinpasco2017" target="_blank">collinpasco2017</a>	1	0	1	1234	4500	1890	Yonne	061
@CompProspects	<a href="https://twitter.com/CompProspects" target="_blank">CompProspects</a>	1	0	1	5864	6393	3217	Grand Rapids, MI	111
@consomp72	<a href="https://twitter.com/consomp72" target="_blank">consomp72</a>	1	0	1	133	460	9072		010
@consunena01	<a href="https://twitter.com/consunena01" target="_blank">consunena01</a>	1	0	1	206	594	1429	eso a uste no le importa.chile	002
@Coordinadora25S	<a href="https://twitter.com/Coordinadora25S" target="_blank">Coordinadora25S</a>	2	1	0	34247	678	32157	Madrid, Comunidad de Madrid	043
