name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__kamis__	<a href="https://twitter.com/__kamis__" target="_blank">__kamis__</a>	2	1	0	438	633	5571	127.0.0.1	162
@_AlexM_28	<a href="https://twitter.com/_AlexM_28" target="_blank">_AlexM_28</a>	1	0	1	734	243	3874	Lleida (catalunya)	006
@_charx_	<a href="https://twitter.com/_charx_" target="_blank">_charx_</a>	1	0	1	711	2342	55248	Fuenlabrada | María es mía	004
@_cienciaCON	<a href="https://twitter.com/_cienciaCON" target="_blank">_cienciaCON</a>	1	0	1	1149	1899	44617		017
@_Jinete_palido	<a href="https://twitter.com/_Jinete_palido" target="_blank">_Jinete_palido</a>	1	0	1	18	65	555		004
@_juanma_16	<a href="https://twitter.com/_juanma_16" target="_blank">_juanma_16</a>	1	0	1	258	723	4315	Pos aqui tamos	004
@_manuva	<a href="https://twitter.com/_manuva" target="_blank">_manuva</a>	1	0	1	290	884	10943		004
@_MrZumo_	<a href="https://twitter.com/_MrZumo_" target="_blank">_MrZumo_</a>	2	0	1	54	70	1856	Isla de mierda	011
@0sserc	<a href="https://twitter.com/0sserc" target="_blank">0sserc</a>	0	2	0					040
@13luckydevil	<a href="https://twitter.com/13luckydevil" target="_blank">13luckydevil</a>	1	0	1	10	180	418		028
@15MPamplona	<a href="https://twitter.com/15MPamplona" target="_blank">15MPamplona</a>	1	0	1	6970	2142	36954	Pamplona / Iruña	006
@19rbw17	<a href="https://twitter.com/19rbw17" target="_blank">19rbw17</a>	4	0	1	3742	3786	26580	Bristol, England	006
@1agaguisado	<a href="https://twitter.com/1agaguisado" target="_blank">1agaguisado</a>	1	0	1	0	15	258	IslaIndependencia	058
@1denmadrid	<a href="https://twitter.com/1denmadrid" target="_blank">1denmadrid</a>	20	0	1	1540	276	394105	Madrid, Colombia	116
@1Recluta_Patoso	<a href="https://twitter.com/1Recluta_Patoso" target="_blank">1Recluta_Patoso</a>	0	2	0					038
