name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@____Maria___	<a href="https://twitter.com/____Maria___" target="_blank">____Maria___</a>	1	0	1	512	531	26289	Vic!	164
@__CarmenLopez	<a href="https://twitter.com/__CarmenLopez" target="_blank">__CarmenLopez</a>	19	0	1	16667	15242	102165		277
@_abenedicto	<a href="https://twitter.com/_abenedicto" target="_blank">_abenedicto</a>	1	0	1	1043	1275	1779	USA & Europe	132
@_avforts	<a href="https://twitter.com/_avforts" target="_blank">_avforts</a>	3	0	1	66	89	2404	Auckland City, New Zealand	115
@_corbo	<a href="https://twitter.com/_corbo" target="_blank">_corbo</a>	11	0	2	125	253	6040	Catalunya	003
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	0	1	3958	298	126359	🇨🇴	120
@_disable__	<a href="https://twitter.com/_disable__" target="_blank">_disable__</a>	1	0	1	1137	597	2117		026
@_doris_casas	<a href="https://twitter.com/_doris_casas" target="_blank">_doris_casas</a>	4	0	1	34	218	9178		008
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	4	3	19186	9991	69078	Cascadia	012
@_jo_do	<a href="https://twitter.com/_jo_do" target="_blank">_jo_do</a>	2	1	0	782	1434	3791	Colònia per poc temps	285
@_jordipahisa	<a href="https://twitter.com/_jordipahisa" target="_blank">_jordipahisa</a>	5	0	1	48	157	4572	Sant Cugat, Barcelona	008
@_lben_	<a href="https://twitter.com/_lben_" target="_blank">_lben_</a>	1	0	1	421	373	19423		003
@_lovemylive13	<a href="https://twitter.com/_lovemylive13" target="_blank">_lovemylive13</a>	2	0	1	14	136	408	Catalunya	011
@_Maria_Dantas_	<a href="https://twitter.com/_Maria_Dantas_" target="_blank">_Maria_Dantas_</a>	10	0	1	1695	2524	36048	Barcelona	006
@_morerap	<a href="https://twitter.com/_morerap" target="_blank">_morerap</a>	1	7	0	349	148	869	Barcelona	150
@_odrareg	<a href="https://twitter.com/_odrareg" target="_blank">_odrareg</a>	1	0	1	133	247	4455		015
@_pmarkes	<a href="https://twitter.com/_pmarkes" target="_blank">_pmarkes</a>	1	4	0	19006	20630	8381	Terrassa (Barcelona)	106
@_Promotor_Fidei	<a href="https://twitter.com/_Promotor_Fidei" target="_blank">_Promotor_Fidei</a>	1	0	1	290	717	2393	Itaca	008
@_psike	<a href="https://twitter.com/_psike" target="_blank">_psike</a>	0	1	0					363
@_RikenSproken_	<a href="https://twitter.com/_RikenSproken_" target="_blank">_RikenSproken_</a>	6	0	1	77	357	12839		011
@_Rosamary_	<a href="https://twitter.com/_Rosamary_" target="_blank">_Rosamary_</a>	18	0	1	3374	3034	130740	Catalunya	002
@_sarapou25	<a href="https://twitter.com/_sarapou25" target="_blank">_sarapou25</a>	2	0	2	76	52	46		031
@_Senda	<a href="https://twitter.com/_Senda" target="_blank">_Senda</a>	2	0	1	2757	1134	28799	La Noguera, Països Valencians	108
@_Sergiozuares	<a href="https://twitter.com/_Sergiozuares" target="_blank">_Sergiozuares</a>	0	1	0					354
@_swimfootball_	<a href="https://twitter.com/_swimfootball_" target="_blank">_swimfootball_</a>	1	0	1	2016	1543	20890	Catalunya	013
@_xvoc	<a href="https://twitter.com/_xvoc" target="_blank">_xvoc</a>	1	0	1	1107	837	43140		412
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	3	1	461	285	5927	Viladecans (Barcelona)	040
@0IrTE	<a href="https://twitter.com/0IrTE" target="_blank">0IrTE</a>	9	0	2	148	60	20546	Catalunya	002
@1139dani	<a href="https://twitter.com/1139dani" target="_blank">1139dani</a>	15	0	1	311	718	8556	Parets del Valles,Catalunya	052
@1197434	<a href="https://twitter.com/1197434" target="_blank">1197434</a>	18	0	1	57	242	2434		016
@13Mariadela	<a href="https://twitter.com/13Mariadela" target="_blank">13Mariadela</a>	1	0	1	77	74	147	Campdevànol	015
@13Sarahh	<a href="https://twitter.com/13Sarahh" target="_blank">13Sarahh</a>	4	0	1	92	288	3269	Catalunya	016
@15jba	<a href="https://twitter.com/15jba" target="_blank">15jba</a>	13	0	1	1097	2152	14894	Catalunya	003
@2005sjusi	<a href="https://twitter.com/2005sjusi" target="_blank">2005sjusi</a>	26	0	2	805	790	51238	Costa Daurada	006
@2nosaltres2	<a href="https://twitter.com/2nosaltres2" target="_blank">2nosaltres2</a>	21	0	4	697	1083	20232		005
@321BCN	<a href="https://twitter.com/321BCN" target="_blank">321BCN</a>	36	0	4	53	174	2356		048
@32Behan	<a href="https://twitter.com/32Behan" target="_blank">32Behan</a>	17	0	2	426	618	16607	de vacances ovidianes	109
@45c32378c34f499	<a href="https://twitter.com/45c32378c34f499" target="_blank">45c32378c34f499</a>	22	0	1	540	629	80217		002
@4catbars	<a href="https://twitter.com/4catbars" target="_blank">4catbars</a>	1	1	0	94	253	5889	Ben a prop del mar	014
@55combes	<a href="https://twitter.com/55combes" target="_blank">55combes</a>	1	0	1	35	57	537		015
@64Tortuga	<a href="https://twitter.com/64Tortuga" target="_blank">64Tortuga</a>	2	0	1	135	432	4844		143
@675_08	<a href="https://twitter.com/675_08" target="_blank">675_08</a>	7	0	2	186	66	52301		018
@68MireiaXD	<a href="https://twitter.com/68MireiaXD" target="_blank">68MireiaXD</a>	4	0	1	118	516	2751		022
@6qbenet	<a href="https://twitter.com/6qbenet" target="_blank">6qbenet</a>	3	0	3	849	1175	3676	Montblanc (Conca de Barberà)	008
