name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_Reugelo	<a href="https://twitter.com/_Reugelo" target="_blank">_Reugelo</a>	3	0	1	158	277	2146	Granollers, Catalunya	003
@_RMei_	<a href="https://twitter.com/_RMei_" target="_blank">_RMei_</a>	0	2	0					055
@10dc7a42c32e40c	<a href="https://twitter.com/10dc7a42c32e40c" target="_blank">10dc7a42c32e40c</a>	6	0	1	19	97	5962		010
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		002
@1octrefcom	<a href="https://twitter.com/1octrefcom" target="_blank">1octrefcom</a>	3	0	1	24	352	128	Girona, Catalunya	017
@2005sjusi	<a href="https://twitter.com/2005sjusi" target="_blank">2005sjusi</a>	26	0	2	805	790	51238	Costa Daurada	008
@2211Mes	<a href="https://twitter.com/2211Mes" target="_blank">2211Mes</a>	4	0	1	49	156	4780	Barcelona	002
@3peusalgat	<a href="https://twitter.com/3peusalgat" target="_blank">3peusalgat</a>	6	0	1	4840	5053	4645	Catalonia	001
@4fiti	<a href="https://twitter.com/4fiti" target="_blank">4fiti</a>	3	0	1	2199	3304	77650	#NuclearNoGracias	002
@75laia	<a href="https://twitter.com/75laia" target="_blank">75laia</a>	3	0	1	69	121	1286		022
@7akbatindautxu	<a href="https://twitter.com/7akbatindautxu" target="_blank">7akbatindautxu</a>	1	13	0	912	431	1060		006
@AbelPeraire	<a href="https://twitter.com/AbelPeraire" target="_blank">AbelPeraire</a>	8	0	1	638	186	4539		020
@abeurada	<a href="https://twitter.com/abeurada" target="_blank">abeurada</a>	2	0	1	417	794	5170		002
@aborrast24	<a href="https://twitter.com/aborrast24" target="_blank">aborrast24</a>	1	0	1	341	352	8129	Catalunya	002
@acadainstant	<a href="https://twitter.com/acadainstant" target="_blank">acadainstant</a>	12	0	1	553	1246	22446	catalunya	016
@acodina58	<a href="https://twitter.com/acodina58" target="_blank">acodina58</a>	10	0	1	88	58	11516		063
@acontrera1	<a href="https://twitter.com/acontrera1" target="_blank">acontrera1</a>	7	0	1	136	580	1419		002
@acorey_cat	<a href="https://twitter.com/acorey_cat" target="_blank">acorey_cat</a>	1	8	1	1117	617	7647	Sabadell, República Catalana	022
@Admo_independe	<a href="https://twitter.com/Admo_independe" target="_blank">Admo_independe</a>	44	0	1	1130	627	20812	Catalunya (UE)	086
@AdriVilajoana	<a href="https://twitter.com/AdriVilajoana" target="_blank">AdriVilajoana</a>	1	0	1	88	587	872		007
@Agalmes	<a href="https://twitter.com/Agalmes" target="_blank">Agalmes</a>	1	1	0	369	853	416	Vila de Gracia, Barcelona	114
@AgataOlegario	<a href="https://twitter.com/AgataOlegario" target="_blank">AgataOlegario</a>	10	0	1	107	435	2127		013
@agnesagnes10	<a href="https://twitter.com/agnesagnes10" target="_blank">agnesagnes10</a>	2	1	0	707	1185	23431	Barcelona-Catalunya	107
@aigua_rius	<a href="https://twitter.com/aigua_rius" target="_blank">aigua_rius</a>	4	0	1	20	151	328		095
@Akelharre	<a href="https://twitter.com/Akelharre" target="_blank">Akelharre</a>	8	0	1	1281	1956	7556	L'Hospitalet de Llobregat	154
@Alba_garriga	<a href="https://twitter.com/Alba_garriga" target="_blank">Alba_garriga</a>	0	3	0					041
@albaaas96	<a href="https://twitter.com/albaaas96" target="_blank">albaaas96</a>	1	0	1	1005	1887	14260	King's Landing	058
@AlbaMetge	<a href="https://twitter.com/AlbaMetge" target="_blank">AlbaMetge</a>	0	1	0					084
@Albert_arce	<a href="https://twitter.com/Albert_arce" target="_blank">Albert_arce</a>	4	0	1	101	110	3456	Horta - Països Catalans	019
@albert_orta	<a href="https://twitter.com/albert_orta" target="_blank">albert_orta</a>	36	0	1	1903	4994	31332	Terrassa	002
@albert1pe	<a href="https://twitter.com/albert1pe" target="_blank">albert1pe</a>	5	0	1	35	143	2579	Barcelona Spain	143
@AlbertFBosch	<a href="https://twitter.com/AlbertFBosch" target="_blank">AlbertFBosch</a>	0	1	0					081
@Alcuverru	<a href="https://twitter.com/Alcuverru" target="_blank">Alcuverru</a>	10	0	2	402	1024	19841	Catalunya, estat independent.	001
@aleixcj	<a href="https://twitter.com/aleixcj" target="_blank">aleixcj</a>	3	0	1	1968	2155	53517	Lluçanès / Països Catalans	020
