name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_ANN209	<a href="https://twitter.com/_ANN209" target="_blank">_ANN209</a>	1	0	1	31	71	14	Barcelona, Catalunya	200
@_AntonyN	<a href="https://twitter.com/_AntonyN" target="_blank">_AntonyN</a>	1	0	1	10	45	32		001
@_avemaia_	<a href="https://twitter.com/_avemaia_" target="_blank">_avemaia_</a>	3	0	1	3740	1064	67926	Española en Québec, Canada	064
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	3	1	249	385	6020	GZ	072
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	1	0	3958	298	126359	🇨🇴	005
@_despreocupado	<a href="https://twitter.com/_despreocupado" target="_blank">_despreocupado</a>	1	0	1	3585	4671	5594	Maipú, Santiago	038
@_FerranA7X	<a href="https://twitter.com/_FerranA7X" target="_blank">_FerranA7X</a>	1	0	1	3422	758	19736	Tarragona, España	013
@_gerardgil	<a href="https://twitter.com/_gerardgil" target="_blank">_gerardgil</a>	1	1	0	295	572	1044	Barcelona	200
@_jcifuentes	<a href="https://twitter.com/_jcifuentes" target="_blank">_jcifuentes</a>	1	0	1	603	381	1958	Concepción, Chile	005
@_Kuse_	<a href="https://twitter.com/_Kuse_" target="_blank">_Kuse_</a>	1	0	1	132	304	2561		014
@_nome0lvides	<a href="https://twitter.com/_nome0lvides" target="_blank">_nome0lvides</a>	1	0	1	1198	132	50854	FAV.	002
@_Pmarg	<a href="https://twitter.com/_Pmarg" target="_blank">_Pmarg</a>	0	1	0					171
@_Sofia_Aquino_	<a href="https://twitter.com/_Sofia_Aquino_" target="_blank">_Sofia_Aquino_</a>	1	0	1	209	166	21495	Paraguay / Central / Luque	004
@_xampagnemami_	<a href="https://twitter.com/_xampagnemami_" target="_blank">_xampagnemami_</a>	1	0	1	776	2136	25110	Madrid, Comunidad de Madrid	013
@000120o	<a href="https://twitter.com/000120o" target="_blank">000120o</a>	5	0	2	3654	511	719391	Italia-Roma	009
@0353Joan	<a href="https://twitter.com/0353Joan" target="_blank">0353Joan</a>	1	3	0	1077	907	7363	Ses illes perdudes #FaremUnTro	040
@0wamb	<a href="https://twitter.com/0wamb" target="_blank">0wamb</a>	2	0	1	70	160	400	Barcelona, Dublin	007
@11jordi	<a href="https://twitter.com/11jordi" target="_blank">11jordi</a>	2	1	0	205	856	1034		180
@123Lenchen	<a href="https://twitter.com/123Lenchen" target="_blank">123Lenchen</a>	1	0	1	448	466	29634		055
@15M2_0	<a href="https://twitter.com/15M2_0" target="_blank">15M2_0</a>	3	0	1	869	1326	13286	España	027
@1961_NONO	<a href="https://twitter.com/1961_NONO" target="_blank">1961_NONO</a>	3	0	1	501	814	9366	canarias	004
@1ameth1	<a href="https://twitter.com/1ameth1" target="_blank">1ameth1</a>	1	0	1	3625	3071	17812	México	002
@1Recluta_Patoso	<a href="https://twitter.com/1Recluta_Patoso" target="_blank">1Recluta_Patoso</a>	0	20	0					014
@2012pedroalons1	<a href="https://twitter.com/2012pedroalons1" target="_blank">2012pedroalons1</a>	1	0	1	41	156	1644		002
@4xsample	<a href="https://twitter.com/4xsample" target="_blank">4xsample</a>	0	2	0					047
@724_2525	<a href="https://twitter.com/724_2525" target="_blank">724_2525</a>	1	0	1	176	275	18960		012
@85RaulDelgado	<a href="https://twitter.com/85RaulDelgado" target="_blank">85RaulDelgado</a>	1	0	1	33	140	47	España	031
@9Chriz	<a href="https://twitter.com/9Chriz" target="_blank">9Chriz</a>	2	0	1	14	0	949	4th dimension	001
@a_b_berurier	<a href="https://twitter.com/a_b_berurier" target="_blank">a_b_berurier</a>	1	0	1	22838	21772	152859	Córdoba, Argentina	004
@Aaaa280219	<a href="https://twitter.com/Aaaa280219" target="_blank">Aaaa280219</a>	1	0	1	454	1236	9745		012
@aannndreaa	<a href="https://twitter.com/aannndreaa" target="_blank">aannndreaa</a>	1	0	1	881	811	13414	Madrid	022
@Acampadasbd	<a href="https://twitter.com/Acampadasbd" target="_blank">Acampadasbd</a>	1	0	1	2764	1893	58118	Sabadell	027
@AcerolaOrioon	<a href="https://twitter.com/AcerolaOrioon" target="_blank">AcerolaOrioon</a>	1	1	0	278	86	9199	Barcelona, España	201
@ADecroissance	<a href="https://twitter.com/ADecroissance" target="_blank">ADecroissance</a>	1	3	0	5905	1930	30780	local to global	039
