name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@____IbmbI____	<a href="https://twitter.com/____IbmbI____" target="_blank">____IbmbI____</a>	1	0	1	418	213	21978	😛 | 석석 | Barcelona, Catalunya	181
@___Elpelao	<a href="https://twitter.com/___Elpelao" target="_blank">___Elpelao</a>	1	2	0	15704	559	61845	en un pueblecito sevillano	320
@__CarmenLopez	<a href="https://twitter.com/__CarmenLopez" target="_blank">__CarmenLopez</a>	19	0	1	16667	15242	102165		117
@__khaleesi__23	<a href="https://twitter.com/__khaleesi__23" target="_blank">__khaleesi__23</a>	3	0	1	393	975	8613	Minas Tirith	027
@__luismi	<a href="https://twitter.com/__luismi" target="_blank">__luismi</a>	1	0	1	601	378	4321	Cádiz	221
@_7on1	<a href="https://twitter.com/_7on1" target="_blank">_7on1</a>	4	0	1	104	250	7295	Catalunya	133
@_Astrolabia_	<a href="https://twitter.com/_Astrolabia_" target="_blank">_Astrolabia_</a>	2	0	1	564	1200	16009	Palma de Mallorca	224
@_CameronMoy	<a href="https://twitter.com/_CameronMoy" target="_blank">_CameronMoy</a>	8	0	2	562	2392	7909	Glasgow, Scotland	002
@_CARALLUDO	<a href="https://twitter.com/_CARALLUDO" target="_blank">_CARALLUDO</a>	4	0	1	249	385	6020	GZ	183
@_carles_gc	<a href="https://twitter.com/_carles_gc" target="_blank">_carles_gc</a>	1	0	1	27	28	394	Catalunya	010
@_doktor8	<a href="https://twitter.com/_doktor8" target="_blank">_doktor8</a>	0	1	0					608
@_Foraster_	<a href="https://twitter.com/_Foraster_" target="_blank">_Foraster_</a>	7	1	0	45	146	2204		440
@_Gorjut	<a href="https://twitter.com/_Gorjut" target="_blank">_Gorjut</a>	2	0	1	5	21	522		002
@_immafp	<a href="https://twitter.com/_immafp" target="_blank">_immafp</a>	7	0	1	15972	10608	7565		105
@_isra23	<a href="https://twitter.com/_isra23" target="_blank">_isra23</a>	2	3	0	101	219	5121	Barcelona, Catalunya	014
@_joanpm	<a href="https://twitter.com/_joanpm" target="_blank">_joanpm</a>	3	0	1	79	126	602	Barcelona, Països Catalans	023
@_lils_jarto	<a href="https://twitter.com/_lils_jarto" target="_blank">_lils_jarto</a>	1	0	1	38	243	265	barna	267
@_martinsip_	<a href="https://twitter.com/_martinsip_" target="_blank">_martinsip_</a>	1	0	1	324	77	1585	Prague, Czech Republic	010
@_MiracleDrug_	<a href="https://twitter.com/_MiracleDrug_" target="_blank">_MiracleDrug_</a>	3	0	1	204	362	10245	Palau	018
@_MrMustard_	<a href="https://twitter.com/_MrMustard_" target="_blank">_MrMustard_</a>	4	0	3	1417	1470	17319		002
@_paopaolis	<a href="https://twitter.com/_paopaolis" target="_blank">_paopaolis</a>	0	1	0					366
@_PereMendez	<a href="https://twitter.com/_PereMendez" target="_blank">_PereMendez</a>	0	2	0					012
@_robbr	<a href="https://twitter.com/_robbr" target="_blank">_robbr</a>	2	0	1	277	170	86417	São Paulo	010
@_Rosamary_	<a href="https://twitter.com/_Rosamary_" target="_blank">_Rosamary_</a>	18	0	5	3374	3034	130740	Catalunya	002
@_suniac	<a href="https://twitter.com/_suniac" target="_blank">_suniac</a>	12	0	2	1054	680	42067	Montevideo	023
@_xarlse	<a href="https://twitter.com/_xarlse" target="_blank">_xarlse</a>	15	0	2	139	195	7002	Tarragona, Catalunya.	017
@09360affcb164dc	<a href="https://twitter.com/09360affcb164dc" target="_blank">09360affcb164dc</a>	4	0	1	327	1204	9490		002
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	1	664	1159	13762	Avià-Bcn, Catalunya	201
@100x100dogmatix	<a href="https://twitter.com/100x100dogmatix" target="_blank">100x100dogmatix</a>	2	0	1	37	97	173		214
@10Fals	<a href="https://twitter.com/10Fals" target="_blank">10Fals</a>	4	0	1	46	115	5618	El Camp de l'Arpa	024
@13__MARTINS	<a href="https://twitter.com/13__MARTINS" target="_blank">13__MARTINS</a>	1	0	1	242	442	13105	Riudarenes, girona	182
@1337speK_	<a href="https://twitter.com/1337speK_" target="_blank">1337speK_</a>	1	0	1	208	625	1591	Bilbao, Euskal Herria	013
@1603ip	<a href="https://twitter.com/1603ip" target="_blank">1603ip</a>	4	0	1	8	142	1222		112
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	1	516	288	52974	Catalunya.	002
@1909_RSF	<a href="https://twitter.com/1909_RSF" target="_blank">1909_RSF</a>	2	4	0	787	872	5938	Euskal Herria Askatu!	004
@1917paul	<a href="https://twitter.com/1917paul" target="_blank">1917paul</a>	0	1	0					365
@1960Jaume	<a href="https://twitter.com/1960Jaume" target="_blank">1960Jaume</a>	3	0	1	124	303	4480	Barcelona-Valencia	155
@1978Yolanda	<a href="https://twitter.com/1978Yolanda" target="_blank">1978Yolanda</a>	2	0	1	69	695	1955	Catalunya	146
@1JBoix	<a href="https://twitter.com/1JBoix" target="_blank">1JBoix</a>	3	0	1	41	212	2350		007
@1Ogranollers	<a href="https://twitter.com/1Ogranollers" target="_blank">1Ogranollers</a>	1	2	0	664	1177	443	Granollers, España	285
@28mavi28	<a href="https://twitter.com/28mavi28" target="_blank">28mavi28</a>	14	0	1	32	96	9997		021
@2iTwits	<a href="https://twitter.com/2iTwits" target="_blank">2iTwits</a>	5	0	1	584	986	2960	New York City	209
@2nosaltres2	<a href="https://twitter.com/2nosaltres2" target="_blank">2nosaltres2</a>	21	0	1	697	1083	20232		010
@33748agg	<a href="https://twitter.com/33748agg" target="_blank">33748agg</a>	2	0	1	642	737	11047	Orne, Basse-Normandie	002
@3a_tsp	<a href="https://twitter.com/3a_tsp" target="_blank">3a_tsp</a>	13	0	1	412	546	48733	Barcelona, Catalunya	181
@3N4ICM4u41	<a href="https://twitter.com/3N4ICM4u41" target="_blank">3N4ICM4u41</a>	8	0	1	3462	3357	62845	Catalunya (Països Catalans)	002
@3peusalgat	<a href="https://twitter.com/3peusalgat" target="_blank">3peusalgat</a>	6	0	1	4840	5053	4645	Catalonia	201
@3Republicaviva	<a href="https://twitter.com/3Republicaviva" target="_blank">3Republicaviva</a>	11	0	1	2254	3813	57407		002
@3voltesrebel	<a href="https://twitter.com/3voltesrebel" target="_blank">3voltesrebel</a>	5	48	0	3093	1740	33930	08173	023
@45741d28ff294e4	<a href="https://twitter.com/45741d28ff294e4" target="_blank">45741d28ff294e4</a>	3	0	2	110	164	1377		006
@4691tms	<a href="https://twitter.com/4691tms" target="_blank">4691tms</a>	11	0	1	46	168	2557	DUI	004
@4colorsmasnou	<a href="https://twitter.com/4colorsmasnou" target="_blank">4colorsmasnou</a>	6	0	1	46	107	737		267
@63Chari	<a href="https://twitter.com/63Chari" target="_blank">63Chari</a>	1	0	1	91	224	1435	Barcelona	126
@64aitor	<a href="https://twitter.com/64aitor" target="_blank">64aitor</a>	3	0	1	111	396	6045		019
@675_08	<a href="https://twitter.com/675_08" target="_blank">675_08</a>	7	0	1	186	66	52301		009
@68JManel	<a href="https://twitter.com/68JManel" target="_blank">68JManel</a>	4	3	0	317	979	7665	Gerri de la Sal i Barcelona	008
@6Hillgrove	<a href="https://twitter.com/6Hillgrove" target="_blank">6Hillgrove</a>	1	0	1	20874	6204	3250	London, United Kingdom	010
