name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@__CarmenLopez	<a href="https://twitter.com/__CarmenLopez" target="_blank">__CarmenLopez</a>	19	0	2	16667	15242	102165		012
@__MireMi	<a href="https://twitter.com/__MireMi" target="_blank">__MireMi</a>	3	0	1	432	417	12577	Reus-Barcelona, Catalunya	091
@_BATXURI_	<a href="https://twitter.com/_BATXURI_" target="_blank">_BATXURI_</a>	1	1	0	233	487	6830	Basque Country & World	006
@_blancssss	<a href="https://twitter.com/_blancssss" target="_blank">_blancssss</a>	1	0	1	277	917	3713	Barcelona	105
@_carlesandreu	<a href="https://twitter.com/_carlesandreu" target="_blank">_carlesandreu</a>	3	0	1	226	529	4859	CAT	057
@_Catalunya_	<a href="https://twitter.com/_Catalunya_" target="_blank">_Catalunya_</a>	2	0	1	64	102	3777		003
@_corbo	<a href="https://twitter.com/_corbo" target="_blank">_corbo</a>	11	0	2	125	253	6040	Catalunya	018
@_Dyos	<a href="https://twitter.com/_Dyos" target="_blank">_Dyos</a>	12	0	2	96	272	5168		006
@_FreeKp	<a href="https://twitter.com/_FreeKp" target="_blank">_FreeKp</a>	2	0	1	834	185	48943	Barcelona	002
@_jo_do	<a href="https://twitter.com/_jo_do" target="_blank">_jo_do</a>	2	0	1	782	1434	3791	Colònia per poc temps	003
@_jordipahisa	<a href="https://twitter.com/_jordipahisa" target="_blank">_jordipahisa</a>	5	0	1	48	157	4572	Sant Cugat, Barcelona	003
@_liberales	<a href="https://twitter.com/_liberales" target="_blank">_liberales</a>	6	0	1	4551	1899	123816		163
@_marfernandez	<a href="https://twitter.com/_marfernandez" target="_blank">_marfernandez</a>	2	0	1	184	333	1228	Catalunya	002
@_MiquelL_	<a href="https://twitter.com/_MiquelL_" target="_blank">_MiquelL_</a>	15	0	1	180	186	27359		003
@_nissu_	<a href="https://twitter.com/_nissu_" target="_blank">_nissu_</a>	2	0	1	53	132	3544	Girona	105
@_Rosamary_	<a href="https://twitter.com/_Rosamary_" target="_blank">_Rosamary_</a>	18	0	2	3374	3034	130740	Catalunya	015
@_Saulo_7	<a href="https://twitter.com/_Saulo_7" target="_blank">_Saulo_7</a>	1	0	1	792	595	43548	Al-Yazira al-Jadra ۞	094
@_Sergiozuares	<a href="https://twitter.com/_Sergiozuares" target="_blank">_Sergiozuares</a>	0	1	0					329
@_xarlse	<a href="https://twitter.com/_xarlse" target="_blank">_xarlse</a>	15	0	1	139	195	7002	Tarragona, Catalunya.	003
@07_977	<a href="https://twitter.com/07_977" target="_blank">07_977</a>	2	0	1	24	89	179		003
@08840v	<a href="https://twitter.com/08840v" target="_blank">08840v</a>	4	8	0	461	285	5927	Viladecans (Barcelona)	120
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	3	664	1159	13762	Avià-Bcn, Catalunya	064
@11s2014	<a href="https://twitter.com/11s2014" target="_blank">11s2014</a>	8	0	1	1506	2051	23723	Mataró, Catalunya	137
@11Xic	<a href="https://twitter.com/11Xic" target="_blank">11Xic</a>	1	0	1	207	773	8833		007
@123Alarco	<a href="https://twitter.com/123Alarco" target="_blank">123Alarco</a>	4	0	2	7	78	2137		064
@14Analuque	<a href="https://twitter.com/14Analuque" target="_blank">14Analuque</a>	3	0	1	17	49	601	Castelldefels, España	002
@15_corre	<a href="https://twitter.com/15_corre" target="_blank">15_corre</a>	1	0	1	391	1460	48691	Santa Cruz de Tenerife	035
@15jba	<a href="https://twitter.com/15jba" target="_blank">15jba</a>	13	0	1	1097	2152	14894	Catalunya	003
@1603ip	<a href="https://twitter.com/1603ip" target="_blank">1603ip</a>	4	0	1	8	142	1222		005
@1714Drac1714	<a href="https://twitter.com/1714Drac1714" target="_blank">1714Drac1714</a>	21	0	3	516	288	52974	Catalunya.	087
@1970Marta	<a href="https://twitter.com/1970Marta" target="_blank">1970Marta</a>	8	0	1	33	439	4704		064
@1977rarra	<a href="https://twitter.com/1977rarra" target="_blank">1977rarra</a>	1	0	1	184	540	1966	vallverd-golmes	007
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		080
@1a2z107	<a href="https://twitter.com/1a2z107" target="_blank">1a2z107</a>	2	0	2	3	46	44	Reus (Catalunya)	003
@1Lescorts	<a href="https://twitter.com/1Lescorts" target="_blank">1Lescorts</a>	1	0	1	126	2078	436	Vic, Espanya	008
@1ncognito__	<a href="https://twitter.com/1ncognito__" target="_blank">1ncognito__</a>	3	0	3	2658	1760	100713	London, England	040
@1Oct_	<a href="https://twitter.com/1Oct_" target="_blank">1Oct_</a>	2	0	1	1543	2415	2466		003
@1xarnego	<a href="https://twitter.com/1xarnego" target="_blank">1xarnego</a>	4	0	1	80	223	5932	euskadi	099
@2005sjusi	<a href="https://twitter.com/2005sjusi" target="_blank">2005sjusi</a>	26	0	2	805	790	51238	Costa Daurada	017
@23Silma	<a href="https://twitter.com/23Silma" target="_blank">23Silma</a>	1	0	1	5	19	112		105
@25mmoreno	<a href="https://twitter.com/25mmoreno" target="_blank">25mmoreno</a>	2	0	1	126	276	4154		064
@27JotaJota	<a href="https://twitter.com/27JotaJota" target="_blank">27JotaJota</a>	1	0	1	13	38	717	España	105
@28mavi28	<a href="https://twitter.com/28mavi28" target="_blank">28mavi28</a>	14	0	1	32	96	9997		003
@3479cristina	<a href="https://twitter.com/3479cristina" target="_blank">3479cristina</a>	1	0	1	1	35	95	London	005
@3loiBalletboG	<a href="https://twitter.com/3loiBalletboG" target="_blank">3loiBalletboG</a>	3	0	1	251	597	4976	Catalunya	005
@3Rondes	<a href="https://twitter.com/3Rondes" target="_blank">3Rondes</a>	2	0	1	4461	382	21070	Catalunya	149
@434didi	<a href="https://twitter.com/434didi" target="_blank">434didi</a>	5	0	1	621	760	91190		003
@45c32378c34f499	<a href="https://twitter.com/45c32378c34f499" target="_blank">45c32378c34f499</a>	22	0	3	540	629	80217		019
@4691tms	<a href="https://twitter.com/4691tms" target="_blank">4691tms</a>	11	0	1	46	168	2557	DUI	005
@5_arnau	<a href="https://twitter.com/5_arnau" target="_blank">5_arnau</a>	1	0	1	46	369	2443	Lliçà d'Amunt, España	002
@5ergim	<a href="https://twitter.com/5ergim" target="_blank">5ergim</a>	2	0	1	18	210	1252		133
@61_merc	<a href="https://twitter.com/61_merc" target="_blank">61_merc</a>	1	0	1	190	160	5715	Sant Climent de Llobregat	138
