name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_avemaia_	<a href="https://twitter.com/_avemaia_" target="_blank">_avemaia_</a>	3	0	1	3740	1064	67926	Española en Québec, Canada	026
@_DarwinPZ	<a href="https://twitter.com/_DarwinPZ" target="_blank">_DarwinPZ</a>	26	0	1	3958	298	126359	🇨🇴	006
@_FerVS_	<a href="https://twitter.com/_FerVS_" target="_blank">_FerVS_</a>	4	0	1	271	1508	20027	Barcelona	010
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	0	19186	9991	69078	Cascadia	119
@_paopaolis	<a href="https://twitter.com/_paopaolis" target="_blank">_paopaolis</a>	0	1	0					120
@13EricLuna	<a href="https://twitter.com/13EricLuna" target="_blank">13EricLuna</a>	1	1	0	83	167	2313	Catalunya - Minnesota	118
@1910jc	<a href="https://twitter.com/1910jc" target="_blank">1910jc</a>	5	0	1	132	123	24191		001
@32666a40a1d446d	<a href="https://twitter.com/32666a40a1d446d" target="_blank">32666a40a1d446d</a>	8	0	1	149	252	23887		028
@4illesperdudes	<a href="https://twitter.com/4illesperdudes" target="_blank">4illesperdudes</a>	1	0	1	592	977	1920	Illes Balears-Països Catalans	103
@599100Pol	<a href="https://twitter.com/599100Pol" target="_blank">599100Pol</a>	0	1	0					082
@7_aleix	<a href="https://twitter.com/7_aleix" target="_blank">7_aleix</a>	2	0	1	414	427	5462	Valls, Catalunya	003
@A3Noticias	<a href="https://twitter.com/A3Noticias" target="_blank">A3Noticias</a>	0	7	0					030
@abra_espartaco	<a href="https://twitter.com/abra_espartaco" target="_blank">abra_espartaco</a>	2	0	1	866	789	52051	San Fernando, Cádiz	028
@AciD_MuSh_303	<a href="https://twitter.com/AciD_MuSh_303" target="_blank">AciD_MuSh_303</a>	26	0	1	27	353	2618	Països Catalans	005
@adelaguia_cat	<a href="https://twitter.com/adelaguia_cat" target="_blank">adelaguia_cat</a>	1	1	0	995	460	4993	Móra d'Ebre-Països Catalans	023
@AdoromividaaC	<a href="https://twitter.com/AdoromividaaC" target="_blank">AdoromividaaC</a>	6	0	1	452	784	23061	Mongolia	010
@AdriPujol	<a href="https://twitter.com/AdriPujol" target="_blank">AdriPujol</a>	0	4	0					035
@aehabeascorpus	<a href="https://twitter.com/aehabeascorpus" target="_blank">aehabeascorpus</a>	2	1	0	702	438	2125	Facultad de Derecho de la UAM	001
@AguiloCarme	<a href="https://twitter.com/AguiloCarme" target="_blank">AguiloCarme</a>	14	0	4	29	213	181	barcelona	003
@AgustiST69	<a href="https://twitter.com/AgustiST69" target="_blank">AgustiST69</a>	8	0	1	3363	2553	37285	Andorra la Vella, Andorra	010
@ahoraluzycolor	<a href="https://twitter.com/ahoraluzycolor" target="_blank">ahoraluzycolor</a>	4	4	0	11630	8726	15754		032
@Akelharre	<a href="https://twitter.com/Akelharre" target="_blank">Akelharre</a>	8	0	1	1281	1956	7556	L'Hospitalet de Llobregat	009
@ALBAGLASCHU	<a href="https://twitter.com/ALBAGLASCHU" target="_blank">ALBAGLASCHU</a>	2	0	1	14	62	2182	Glasgow, Scotland	067
