name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	0	19186	9991	69078	Cascadia	007
@_MrDarwin_	<a href="https://twitter.com/_MrDarwin_" target="_blank">_MrDarwin_</a>	7	0	1	328	2495	11377	Distrito 12	006
@_Reugelo	<a href="https://twitter.com/_Reugelo" target="_blank">_Reugelo</a>	3	0	1	158	277	2146	Granollers, Catalunya	011
@_RMei_	<a href="https://twitter.com/_RMei_" target="_blank">_RMei_</a>	0	2	0					063
@0Seuba	<a href="https://twitter.com/0Seuba" target="_blank">0Seuba</a>	31	0	2	664	1159	13762	Avià-Bcn, Catalunya	016
@1139dani	<a href="https://twitter.com/1139dani" target="_blank">1139dani</a>	15	0	1	311	718	8556	Parets del Valles,Catalunya	010
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		004
@1octrefcom	<a href="https://twitter.com/1octrefcom" target="_blank">1octrefcom</a>	3	0	1	24	352	128	Girona, Catalunya	003
@2002eligp	<a href="https://twitter.com/2002eligp" target="_blank">2002eligp</a>	8	0	1	108	400	6693	cat	026
@2005sjusi	<a href="https://twitter.com/2005sjusi" target="_blank">2005sjusi</a>	26	0	2	805	790	51238	Costa Daurada	001
@20g32	<a href="https://twitter.com/20g32" target="_blank">20g32</a>	7	0	1	645	493	19839	Entre Gràcia i Sant Andreu	002
@2211Mes	<a href="https://twitter.com/2211Mes" target="_blank">2211Mes</a>	4	0	1	49	156	4780	Barcelona	004
@28mavi28	<a href="https://twitter.com/28mavi28" target="_blank">28mavi28</a>	14	0	1	32	96	9997		002
@32Behan	<a href="https://twitter.com/32Behan" target="_blank">32Behan</a>	17	0	1	426	618	16607	de vacances ovidianes	036
@70diazcat	<a href="https://twitter.com/70diazcat" target="_blank">70diazcat</a>	15	0	1	82	239	7375		013
@75laia	<a href="https://twitter.com/75laia" target="_blank">75laia</a>	3	0	1	69	121	1286		022
@7akbatindautxu	<a href="https://twitter.com/7akbatindautxu" target="_blank">7akbatindautxu</a>	1	13	0	912	431	1060		015
@abc53555	<a href="https://twitter.com/abc53555" target="_blank">abc53555</a>	1	0	1	1	27	142		007
@abeldomato	<a href="https://twitter.com/abeldomato" target="_blank">abeldomato</a>	1	0	1	216	284	3559	Barcelona	112
@AbelPeraire	<a href="https://twitter.com/AbelPeraire" target="_blank">AbelPeraire</a>	8	0	1	638	186	4539		030
@abeurada	<a href="https://twitter.com/abeurada" target="_blank">abeurada</a>	2	0	1	417	794	5170		004
@abo_quero	<a href="https://twitter.com/abo_quero" target="_blank">abo_quero</a>	7	0	1	1667	2732	81572	Esplugues de Llobregat .	020
@aborrast24	<a href="https://twitter.com/aborrast24" target="_blank">aborrast24</a>	1	0	1	341	352	8129	Catalunya	004
