Source	Target
@_Senda	@escuraxemeneies
@aangueraroig	@Al3x_xX
@ABalagu	@aquipuedo
@ABalagu	@EnricBCNcat
@ABalagu	@hannahbcn1
@ABalagu	@peruchita1950
@ABalagu	@Teresacolominas
@acabezuelo	@bastilladigital
@adeuespanya2017	@Sempre_Vigatans
@Adlercat	@JamesMartin77
@adrisancast	@ENDIKA59
@Agalmes	@blairodriguez
@Agalmes	@ForsLluis
@Agalmes	@joancamp
@Agalmes	@joaquimcoca
@Agalmes	@lanicolass
@Agalmes	@marcosgass
@Agalmes	@marcrosich
@Agalmes	@OriolHosta
@AgnesCiurana	@arimalane68
@AgnesCiurana	@JamesMcDohl
@AgnesCiurana	@treblasab
@Aina10villares	@paullobet
@AinaPox	@crac67
@AjuntamentSEB	@estevecamps
@AjuntamentSEB	@LaYeniGran
@AlbaBalcells	@10dc7a42c32e40c
@AlbaBalcells	@airedelluna
@AlbaBalcells	@Antonio02785700
@AlbaBalcells	@bel_margarida
@AlbaBalcells	@caelumtangi
@AlbaBalcells	@calolmo
@AlbaBalcells	@carme_corominas
@AlbaBalcells	@Con60Deme
@AlbaBalcells	@daesga
@AlbaBalcells	@demalfermar
@AlbaBalcells	@elemarfa2
@AlbaBalcells	@ELEMENTSUBVERS
@AlbaBalcells	@Enric_Velasco
@AlbaBalcells	@guelorojas
@AlbaBalcells	@Guillem_Matute
@AlbaBalcells	@hfontcall
@AlbaBalcells	@IsabelPrezVale2
@AlbaBalcells	@JanetNolla
@AlbaBalcells	@JoanTarda
@AlbaBalcells	@jodiscrepo
@AlbaBalcells	@jordicarbonells
@AlbaBalcells	@Jordicentellesr
@AlbaBalcells	@Jordiduc
@AlbaBalcells	@JordiRaguilera
@AlbaBalcells	@jordisb99
@AlbaBalcells	@Lauravalpe
@AlbaBalcells	@Linreus2
@AlbaBalcells	@Lluis_Casanovas
@AlbaBalcells	@lord_Jordi
@AlbaBalcells	@Meik111
@AlbaBalcells	@MjFitei
@AlbaBalcells	@nirobles
@AlbaBalcells	@NJosepm
@AlbaBalcells	@noesasu
@AlbaBalcells	@nosoclalola
@AlbaBalcells	@Perlapau
@AlbaBalcells	@PratXevi
@AlbaBalcells	@Purific00792695
@AlbaBalcells	@regojordi
@AlbaBalcells	@Rfitoc
