Source	Target
@_Senda	@escuraxemeneies
@1O_App	@carmealoy
@1riolFarre	@EbriKnight
@aangueraroig	@Al3x_xX
@ABalagu	@aquipuedo
@ABalagu	@Esquitx17
@ABalagu	@euroeuropa
@ABalagu	@gemquim
@ABalagu	@hannahbcn1
@ABalagu	@martetamataro
@ABalagu	@pedrogarciaflo3
@ABalagu	@peruchita1950
@ABalagu	@PileteJosefine
@ABalagu	@Teresacolominas
@Agalmes	@blairodriguez
@Agalmes	@joancamp
@Agalmes	@joaquimcoca
@Agalmes	@lanicolass
@Agalmes	@marcosgass
@Agalmes	@marcrosich
@Agalmes	@OriolHosta
@AgnesCiurana	@arimalane68
@AgnesCiurana	@JamesMcDohl
@AgnesCiurana	@treblasab
@AgnesCiurana	@Victor36471533
@Aina10villares	@jordialbaiges
@Aina10villares	@mariatikas19
@Aina10villares	@paullobet
@Aina10villares	@s_i_l_e_n_c_i_o
@Aina10villares	@sheilasprinter
@AinaPox	@crac67
@AIRJAG	@soldadet
@AjuntamentSEB	@estevecamps
@AjuntamentSEB	@LaYeniGran
@AJVallvidrera	@_BerNius
@AJVallvidrera	@JoanLlebrenc
@AlbaBalcells	@IsabelPrezVale2
@AlbaBalcells	@jordisb99
@AlbaBalcells	@NJosepm
@AlbaBalcells	@pratsangles
@AlbaBalcells	@RramonfRrf
@AlbaBalcells	@tuticomalat
@AlbertYarza	@MattCorsica
@aleixmurtra	@kengarenai
@Alestcas	@JEstellers
@alexsolventa	@Jana_Mullor
@AlfonsCarmona	@zaizoibele
@aludsi	@annam1181or
@aminahekmet	@Espera1000
@ANCAltUrgell	@antpatsi
@ANCAltUrgell	@EnigmaheartTrue
@ANCAltUrgell	@isagueri
@ANCDones	@Admo_independe
@ANCDones	@ANC_Arquitect
@ANCDones	@AncBru
@ANCDones	@dnicatala
@ANCDones	@GraciaxINDP
@ANCDones	@Jmasdomi
@ANCDones	@ldelgadosalcedo
@ANCDones	@psicolegsanc
@ANCDones	@TonaGusi
@ANCPalamos	@DHPLAJA
@ANCstjoanab	@evavilaarrib
@AndreuMonros	@_LaSecta_
@AndreuMonros	@Mater_audacia
@AndreuMonros	@soclasonia
@AndreuMonros	@witiza
@annamars8	@neereaa_98
@anniapons	@Rousie66
@anticapiCat	@Andreueste
@anticapiCat	@candireyes
@anticapiCat	@FMaturana_
@anticapiCat	@nitrojorjo
@anticapiCat	@rocderevolta
@anunjimm	@Loren81046635
@anunjimm	@mundoespejo1
@ArgitxuDufau	@MattCorsica
@arkaitziza	@probatxoa
@arsraul	@TassjaArt
@atletic_club	@godallxsi
@atorress8	@Xaviertorres55
@bassplaza	@MeryGarcia_15
@bassplaza	@soniamekare
@bassplaza	@tonigines
@BastoneraEixam	@endavanteix
@BastoneraEixam	@jovesdelpoblet
@BastoneraEixam	@LaiaRaurell
@BetonaComin	@Joaquimllorens
@BetonaComin	@milagrossola2
@blackaddermad	@QuimTorraiPla
@breumarta	@Sant1Valls
@bruixa_dolenta	@gat_estelat
@bruixa_dolenta	@pepmollevi
@buscandomonedas	@buscandomonedas
@ca_ro_ma	@JoMarina55
@CanalAjuntament	@capdepremsa
@CanalAjuntament	@fermisantamaria
@CanalAjuntament	@mjarilla1
@carlesdomingo	@AgustiIgnasi
@carlesdomingo	@DolorsClave
@carlesdomingo	@EPascualLagunas
@carlesdomingo	@gardanuy_bcn
@carlesdomingo	@Jordi_BA
@carlesdomingo	@oriolcr
@carlesdomingo	@titonlailla
@CarlesEGil	@CarlesEGil
@CasPPoSOe	@francescgrane
@CasPPoSOe	@Mallus_Malleus
@cbpelsi	@TxellCanyadell
@CDRSaFaFP	@jovesdelpoblet
@CelticEH	@kissukka
@cescadomenech	@Bosch_Andreu
@CircCric	@Eugenia_Revilla
@Constituim	@ateneubcn
@Constituim	@Kenshin84
@COP_perRipollet	@albasoria83
@COP_perRipollet	@alejjjtapia
@COP_perRipollet	@CUP_AMB
@COP_perRipollet	@marcuspiula
@COP_perRipollet	@MontseRom73
@COP_perRipollet	@Ra77Rm
@cornudella100	@VicentXavier1
@cr_rakel	@juditpujado
@cr_rakel	@QuimTorraiPla
@cridapremianenc	@milcamins
@cridapremianenc	@mlmorenoroldan
@CUP_Mollet	@cesc_de_mollet
@CUPCelra	@JosepGallardo16
@CupFarners	@evsabe
@CUPOlot	@mireiatresse
@CUPReus	@TavernaDPF
@CUPSabadell	@25_horas_al_dia
@CUPSabadell	@justa_revolta
@danicornella	@agusti_da
@danicornella	@ajcelra
@danicornella	@AnnaGuillo
@danicornella	@aritxun
@danicornella	@BetadelTer
@danicornella	@buticelra
@danicornella	@CUPCelra
@danicornella	@danicornella
@danicornella	@ICONNA1
@danicornella	@joan_pujolas
@danicornella	@jordibag
@danicornella	@jordisalvia
@danicornella	@josepmmir
@danicornella	@llunavermella
@danicornella	@mascarrerasalex
@danicornella	@OCarble
@danicornella	@quimetadenvila
@danicornella	@Quintudj
@danicornella	@RamonFajav
@danicornella	@rollercup
@danicornella	@TaniaTapiaDiaz
@danicornella	@ToniRicoGarcia
