name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@_bruixa	<a href="https://twitter.com/_bruixa" target="_blank">_bruixa</a>	1	0	1	201	500	1656	Tram 303	010
@_Campbell_Jack_	<a href="https://twitter.com/_Campbell_Jack_" target="_blank">_Campbell_Jack_</a>	6	0	1	54	37	5225		001
@_eduardsb	<a href="https://twitter.com/_eduardsb" target="_blank">_eduardsb</a>	4	0	1	743	161	1354	Igualada	040
@_GreatUnwashed	<a href="https://twitter.com/_GreatUnwashed" target="_blank">_GreatUnwashed</a>	21	1	0	19186	9991	69078	Cascadia	103
@_luchadeclases	<a href="https://twitter.com/_luchadeclases" target="_blank">_luchadeclases</a>	13	0	7	3411	1397	49969	Estado Español	114
@_MarcCamps	<a href="https://twitter.com/_MarcCamps" target="_blank">_MarcCamps</a>	1	0	1	61	113	748		045
@_Nits	<a href="https://twitter.com/_Nits" target="_blank">_Nits</a>	4	0	2	31	120	702	Catalunya	092
@_Panotxa	<a href="https://twitter.com/_Panotxa" target="_blank">_Panotxa</a>	2	0	1	68	378	633	Banyoles	012
@_pauventura_	<a href="https://twitter.com/_pauventura_" target="_blank">_pauventura_</a>	1	0	1	4	15	70		024
@_Rosamary_	<a href="https://twitter.com/_Rosamary_" target="_blank">_Rosamary_</a>	18	0	1	3374	3034	130740	Catalunya	005
@_xarlio_	<a href="https://twitter.com/_xarlio_" target="_blank">_xarlio_</a>	1	0	1	44	277	572		045
@10dc7a42c32e40c	<a href="https://twitter.com/10dc7a42c32e40c" target="_blank">10dc7a42c32e40c</a>	6	0	2	19	97	5962		004
@1714Talamanca	<a href="https://twitter.com/1714Talamanca" target="_blank">1714Talamanca</a>	6	0	1	128	239	1257	L'H de Llobregat-Terrassa	059
@1970Marta	<a href="https://twitter.com/1970Marta" target="_blank">1970Marta</a>	8	0	1	33	439	4704		012
@1983Sergi	<a href="https://twitter.com/1983Sergi" target="_blank">1983Sergi</a>	7	0	1	777	526	48148		043
@1four0	<a href="https://twitter.com/1four0" target="_blank">1four0</a>	1	0	1	145	1271	1112	Gibraltar	008
@2002eligp	<a href="https://twitter.com/2002eligp" target="_blank">2002eligp</a>	8	0	1	108	400	6693	cat	151
@45c32378c34f499	<a href="https://twitter.com/45c32378c34f499" target="_blank">45c32378c34f499</a>	22	0	2	540	629	80217		003
@aaronplanell	<a href="https://twitter.com/aaronplanell" target="_blank">aaronplanell</a>	1	0	1	230	119	19319	Barcelona	008
@ABalagu	<a href="https://twitter.com/ABalagu" target="_blank">ABalagu</a>	17	5	1	4646	4899	101124		034
@abarnadas	<a href="https://twitter.com/abarnadas" target="_blank">abarnadas</a>	4	0	1	1701	1747	20067		018
@abelsoler68	<a href="https://twitter.com/abelsoler68" target="_blank">abelsoler68</a>	2	0	1	300	424	5188	Catalunya	042
@abtrba	<a href="https://twitter.com/abtrba" target="_blank">abtrba</a>	4	0	1	843	2187	46064	valles occidental	008
@acabezuelo	<a href="https://twitter.com/acabezuelo" target="_blank">acabezuelo</a>	0	3	0					226
@acadainstant	<a href="https://twitter.com/acadainstant" target="_blank">acadainstant</a>	12	0	2	553	1246	22446	catalunya	008
@Acantha_	<a href="https://twitter.com/Acantha_" target="_blank">Acantha_</a>	2	0	1	100	212	2004	Barcelona, España	056
@AcijoD	<a href="https://twitter.com/AcijoD" target="_blank">AcijoD</a>	5	0	1	85	232	8343	Catalunya	005
@adeuespanya2017	<a href="https://twitter.com/adeuespanya2017" target="_blank">adeuespanya2017</a>	2	2	0	141	526	272	CATALUNYA	017
@Adlercat	<a href="https://twitter.com/Adlercat" target="_blank">Adlercat</a>	0	1	0					006
@Admo_independe	<a href="https://twitter.com/Admo_independe" target="_blank">Admo_independe</a>	44	0	2	1130	627	20812	Catalunya (UE)	003
@adobacossis	<a href="https://twitter.com/adobacossis" target="_blank">adobacossis</a>	1	0	1	434	908	4404	Tortosa	174
@adriabcn	<a href="https://twitter.com/adriabcn" target="_blank">adriabcn</a>	5	0	1	9	25	186		096
@adriaizard	<a href="https://twitter.com/adriaizard" target="_blank">adriaizard</a>	3	0	1	536	1042	16924	Miami, FL	008
@AdriaMateo2	<a href="https://twitter.com/AdriaMateo2" target="_blank">AdriaMateo2</a>	1	0	1	250	735	3292	Barcelona	001
@adrianasala9	<a href="https://twitter.com/adrianasala9" target="_blank">adrianasala9</a>	9	0	1	42	176	2464	Barcelona	012
@Adriansoler	<a href="https://twitter.com/Adriansoler" target="_blank">Adriansoler</a>	0	1	0					165
